user_id,file_id,rating,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,pred_rating
28,0,3,924,219,0.237,7.2046,5.0944,0.7892,0.0309,161.6583,44.3139,0.3333,0.3196,4.4524,3.33
29,0,4,509,217,0.4263,9.6184,6.8012,0.8632,0.0219,156.4762,61.3461,0.6175,0.1889,4.6149,4.04
30,0,4,541,260,0.4806,11.1783,7.9042,0.8836,0.0185,72.0238,132.1999,0.6231,0.1769,5.329,4.61
31,0,5,465,194,0.4172,8.9965,6.3615,0.8577,0.0232,98.231,91.7197,0.567,0.1701,4.8645,3.42
32,0,5,1038,383,0.369,11.8878,8.4059,0.8564,0.0207,61.813,103.1731,0.517,0.1984,5.0356,4.83
33,0,4,828,383,0.4626,13.3102,9.4117,0.8853,0.0171,54.3478,129.8342,0.611,0.1958,5.1896,4.54
34,0,5,397,196,0.4937,9.837,6.9558,0.882,0.0197,57.484,150.0426,0.5306,0.2398,5.2393,4.47
35,0,4,317,161,0.5079,9.0427,6.3941,0.8824,0.0204,84.7854,101.2343,0.5963,0.1925,4.817,3.9
36,0,5,411,208,0.5061,10.2599,7.2548,0.8868,0.0188,62.2776,115.9005,0.6202,0.1635,5.5231,4.53
37,0,5,522,254,0.4866,11.1173,7.8611,0.8849,0.0184,70.9032,112.1627,0.6535,0.1654,5.0153,4.8
38,0,4,397,216,0.5441,10.8407,7.6656,0.8983,0.017,64.5902,144.2406,0.6898,0.1296,5.1259,3.92
39,0,2,467,231,0.4946,10.6894,7.5586,0.8855,0.0186,67.4037,118.5528,0.5584,0.2511,5.0942,4.44
40,0,4,420,179,0.4262,8.7343,6.1761,0.8588,0.0234,141.3832,53.186,0.6145,0.1564,4.6024,3.95
41,0,5,413,200,0.4843,9.8414,6.9589,0.8796,0.02,65.3108,117.5495,0.58,0.18,5.0291,4.63
42,0,5,573,223,0.3892,9.316,6.5874,0.8514,0.0234,128.4687,47.8914,0.6278,0.157,4.2182,4.2
43,0,5,375,172,0.4587,8.882,6.2806,0.8685,0.0222,114.2044,67.0634,0.6163,0.157,5.0213,4.3
44,0,2,361,185,0.5125,9.7368,6.885,0.8865,0.0193,77.0405,117.8746,0.6541,0.1297,4.9695,2.91
45,0,2,497,179,0.3602,8.0292,5.6775,0.8355,0.0265,185.4183,44.626,0.5419,0.2067,4.6579,3.71
46,0,5,342,161,0.4708,8.7059,6.156,0.8709,0.0221,100.2018,61.8574,0.5714,0.2236,4.9152,3.76
47,0,4,757,297,0.3923,10.7946,7.633,0.8589,0.0213,72.8035,110.1629,0.596,0.138,5.0515,4.29
48,0,4,275,196,0.7127,11.8192,8.3575,0.9397,0.0107,38.6116,244.9125,0.7602,0.1582,5.4182,3.87
49,0,5,415,191,0.4602,9.3758,6.6297,0.8713,0.0214,87.676,92.1251,0.5707,0.2199,4.906,4.77
50,0,4,370,202,0.5459,10.5015,7.4257,0.8977,0.0173,64.1344,140.0296,0.6485,0.1733,5.1459,3.92
51,0,4,470,161,0.3426,7.4264,5.2512,0.8259,0.0283,144.4998,55.5087,0.5776,0.1118,4.7872,3.75
52,0,4,317,226,0.7129,12.6934,8.9756,0.9412,0.0102,33.8345,317.0,0.7743,0.146,5.3312,4.07
53,0,5,429,224,0.5221,10.8148,7.6472,0.8928,0.0177,77.4827,105.5123,0.6339,0.192,4.9207,4.86
54,0,5,710,293,0.4127,10.9961,7.7754,0.8652,0.0205,84.269,111.5828,0.5768,0.2014,4.8352,4.74
55,0,5,1548,392,0.2532,9.9632,7.0451,0.813,0.0255,80.0316,128.5341,0.3801,0.2143,5.0678,4.64
56,0,5,360,242,0.6722,12.7545,9.0188,0.9325,0.0115,50.463,230.6247,0.781,0.1116,5.3083,4.05
57,0,5,419,208,0.4964,10.1615,7.1852,0.884,0.0192,84.9847,94.1514,0.6442,0.149,4.9045,4.43
58,0,2,371,159,0.4286,8.2549,5.8371,0.8568,0.0242,147.6304,52.49,0.6352,0.1384,4.6119,2.05
59,0,4,2735,840,0.3071,16.062,11.3576,0.8508,0.0188,118.5392,118.4472,0.5476,0.1786,5.0252,3.8
60,0,4,583,294,0.5043,12.1762,8.6099,0.8925,0.0169,61.1376,100.6709,0.6088,0.2075,4.765,3.97
61,0,5,888,405,0.4561,13.5909,9.6102,0.8844,0.017,52.375,144.8075,0.5753,0.2,5.0597,4.71
62,0,4,482,220,0.4564,10.0207,7.0857,0.873,0.0205,104.4231,89.6633,0.65,0.1591,4.7427,3.79
63,0,5,3609,965,0.2674,16.0633,11.3584,0.839,0.0197,48.1801,137.8151,0.4777,0.1762,5.1189,4.02
64,0,5,632,271,0.4288,10.7798,7.6225,0.8687,0.0204,70.4515,83.1794,0.583,0.1956,4.9494,4.82
65,0,4,476,197,0.4139,9.0295,6.3848,0.8569,0.0232,144.9403,41.8495,0.6497,0.1472,4.4076,3.71
66,0,4,433,178,0.4111,8.5541,6.0487,0.8536,0.0241,127.3675,56.8791,0.618,0.1517,4.9007,3.78
67,0,4,514,177,0.3444,7.8071,5.5205,0.8292,0.0274,160.3355,57.6191,0.5424,0.1977,4.3444,4.0
68,0,4,601,282,0.4692,11.503,8.1339,0.8817,0.0185,48.3387,206.6395,0.5248,0.266,5.1364,4.15
69,0,4,849,326,0.384,11.1883,7.9113,0.8581,0.021,97.8633,131.1144,0.5644,0.2117,5.1708,4.08
70,0,5,884,277,0.3133,9.3165,6.5878,0.829,0.0252,62.9594,140.3836,0.3321,0.2671,5.0271,4.8
71,0,5,519,216,0.4162,9.4813,6.7043,0.8598,0.0224,123.1062,71.3597,0.5741,0.2037,4.684,4.66
72,0,5,673,216,0.321,8.3262,5.8875,0.8255,0.0268,145.6299,63.9633,0.5463,0.1528,4.5097,3.92
73,0,4,509,236,0.4637,10.4605,7.3967,0.8767,0.0198,64.6902,126.8678,0.6017,0.1653,4.9332,4.7
74,0,5,955,291,0.3047,9.4165,6.6585,0.8268,0.0252,112.6066,67.6548,0.4536,0.244,4.7801,4.75
75,0,4,480,188,0.3917,8.581,6.0677,0.8482,0.0246,185.9375,53.0815,0.5957,0.2181,4.2479,4.05
0,1,4,308,166,0.539,9.4587,6.6883,0.8921,0.0188,90.8669,111.3169,0.5904,0.259,5.013,4.25
1,1,4,507,292,0.5759,12.9682,9.1699,0.9114,0.0142,72.1263,178.0529,0.7021,0.1644,5.7771,4.02
2,1,2,1184,494,0.4172,14.3566,10.1516,0.8765,0.0175,50.5045,202.6439,0.5769,0.1802,5.163,4.12
3,1,5,1207,391,0.3239,11.2544,7.9581,0.8411,0.0224,57.7822,122.6135,0.4859,0.1841,5.0489,4.91
4,1,2,473,228,0.482,10.4835,7.4129,0.8815,0.0192,138.5605,52.2145,0.6491,0.2105,4.4249,3.19
5,1,4,512,174,0.3398,7.6898,5.4375,0.827,0.0277,171.3562,48.4891,0.546,0.1839,4.7246,3.9
6,1,4,491,238,0.4847,10.7408,7.5949,0.8831,0.0189,105.5247,108.3967,0.6513,0.1891,4.7128,4.23
7,1,4,418,175,0.4187,8.5595,6.0525,0.8557,0.0239,148.2338,48.8018,0.6171,0.1714,4.9833,3.94
8,1,3,479,243,0.5073,11.103,7.851,0.89,0.0178,59.9718,82.9638,0.6132,0.1852,4.8831,3.89
9,1,3,589,237,0.4024,9.7654,6.9052,0.8573,0.0224,84.9761,94.3865,0.5823,0.1688,4.9966,3.64
10,1,4,466,168,0.3605,7.7824,5.503,0.834,0.027,174.5289,39.4637,0.631,0.1488,4.1524,3.87
11,1,4,338,160,0.4734,8.7029,6.1538,0.8716,0.0221,100.1365,86.2557,0.6188,0.1312,4.8964,3.71
12,1,5,554,195,0.352,8.2848,5.8582,0.8347,0.0262,147.1412,47.1059,0.5692,0.1897,4.4693,4.46
13,1,5,1126,419,0.3721,12.4866,8.8294,0.8593,0.02,111.7144,126.2784,0.5823,0.179,5.1323,4.62
14,1,5,385,216,0.561,11.0084,7.7841,0.9029,0.0163,62.2027,192.5,0.6667,0.1759,5.7351,3.85
15,1,4,405,214,0.5284,10.6337,7.5192,0.8938,0.0177,61.2102,153.2061,0.6402,0.1542,4.8988,4.01
16,1,4,1644,479,0.2914,11.8137,8.3535,0.8335,0.0225,88.3031,150.8376,0.4635,0.2046,5.385,4.34
17,1,4,82,71,0.8659,7.8406,5.5442,0.9673,0.0074,44.6163,171.1564,0.8873,0.0845,5.2683,3.6
18,1,3,487,191,0.3922,8.655,6.12,0.8487,0.0244,190.9187,48.4338,0.5497,0.2042,4.0678,4.18
19,1,5,628,242,0.3854,9.6569,6.8284,0.852,0.023,110.045,76.1186,0.6074,0.1653,4.7755,4.64
20,1,5,587,224,0.3816,9.2455,6.5375,0.8489,0.0237,116.6675,73.2708,0.5759,0.1696,4.7956,4.62
21,1,4,10,9,0.9,2.846,2.0125,0.9542,0.0199,200.0,28.0,0.8889,0.1111,4.4,3.92
22,1,4,328,183,0.5579,10.1045,7.1449,0.8993,0.0174,61.9051,108.8173,0.6066,0.235,5.2439,3.99
23,1,4,258,150,0.5814,9.3386,6.6034,0.9023,0.0176,130.4008,91.0846,0.7867,0.0933,5.2209,3.94
24,1,4,836,342,0.4091,11.8283,8.3639,0.8672,0.0197,66.7052,119.651,0.5614,0.2047,5.0945,4.28
25,1,3,519,209,0.4027,9.1741,6.4871,0.8545,0.0233,136.8424,44.917,0.622,0.1579,4.4143,3.91
26,1,4,536,166,0.3097,7.1701,5.07,0.8135,0.0297,120.9902,72.3044,0.4518,0.1928,5.0187,3.76
27,1,3,589,211,0.3582,8.6941,6.1477,0.8391,0.0252,106.4796,104.4167,0.564,0.1801,5.0679,3.3
28,1,3,479,193,0.4029,8.8184,6.2355,0.8527,0.0239,179.7412,64.6277,0.6114,0.1969,4.4656,4.2
29,1,4,187,137,0.7326,10.0184,7.0841,0.9405,0.0114,45.7548,195.8264,0.7737,0.1533,5.4492,3.89
30,1,3,717,342,0.477,12.7722,9.0313,0.8874,0.0171,66.0586,127.6935,0.6433,0.1813,4.7685,3.75
31,1,4,392,240,0.6122,12.1218,8.5714,0.9178,0.0138,55.8361,183.4872,0.75,0.1208,5.1709,4.15
32,1,5,1096,327,0.2984,9.8774,6.9844,0.8272,0.0247,101.314,87.4121,0.4709,0.2202,5.0839,4.57
33,1,5,1125,487,0.4329,14.5195,10.2669,0.8808,0.017,49.5723,146.4555,0.614,0.1848,5.3956,4.72
34,1,2,129,92,0.7132,8.1001,5.7277,0.9304,0.0143,72.1111,94.7106,0.75,0.163,5.1395,3.53
35,1,1,427,187,0.4379,9.0496,6.399,0.8637,0.0225,115.3958,57.439,0.6043,0.1818,4.6768,2.65
36,1,4,539,207,0.384,8.9161,6.3046,0.8478,0.0242,163.3617,55.5783,0.6039,0.1787,4.5325,4.0
37,1,5,545,242,0.444,10.3661,7.33,0.8712,0.0204,68.3444,105.318,0.5868,0.1818,4.8018,4.88
38,1,5,479,232,0.4843,10.6004,7.4956,0.8825,0.019,62.1511,132.2853,0.5905,0.194,5.286,4.88
39,1,4,526,200,0.3802,8.7204,6.1663,0.8457,0.0246,192.355,46.8878,0.59,0.205,4.5894,4.07
40,1,4,384,187,0.487,9.5428,6.7478,0.8791,0.0203,75.6836,112.603,0.615,0.1444,4.8021,4.17
41,1,5,404,185,0.4579,9.2041,6.5083,0.8699,0.0217,91.2901,113.8593,0.5514,0.2108,5.1114,4.4
42,1,5,436,226,0.5183,10.8234,7.6533,0.8919,0.0178,68.4917,109.7452,0.6372,0.1903,4.9312,4.77
43,1,5,462,234,0.5065,10.8867,7.698,0.8891,0.0181,56.2208,170.5951,0.594,0.188,5.0368,4.76
44,1,4,449,217,0.4833,10.2409,7.2414,0.8809,0.0195,114.4836,90.3031,0.6406,0.1797,4.6615,3.84
45,1,2,451,207,0.459,9.7472,6.8923,0.8726,0.0209,105.2109,78.2112,0.6473,0.1546,5.0643,2.92
46,1,5,414,186,0.4493,9.1414,6.4639,0.8672,0.022,122.2899,68.0318,0.5753,0.2151,4.5556,4.5
47,1,5,776,313,0.4034,11.236,7.9451,0.8636,0.0205,63.8684,126.8179,0.5751,0.1661,4.9137,4.7
48,1,4,624,282,0.4519,11.289,7.9826,0.8766,0.0192,95.9998,119.0793,0.6454,0.156,5.2051,4.0
49,1,4,433,186,0.4296,8.9386,6.3205,0.8608,0.0229,147.422,48.4349,0.5968,0.2204,4.4919,4.1
50,1,5,360,146,0.4056,7.6949,5.4411,0.8467,0.026,177.7778,40.857,0.6301,0.1575,4.2694,3.78
51,1,4,423,147,0.3475,7.1474,5.054,0.8252,0.0289,270.2748,35.1397,0.585,0.1837,4.0496,3.95
52,1,4,330,174,0.5273,9.5784,6.7729,0.8896,0.019,81.1754,135.492,0.6207,0.2011,5.1909,4.01
53,1,5,430,226,0.5256,10.8987,7.7065,0.8939,0.0175,77.0146,105.9383,0.6416,0.1858,4.907,4.89
54,1,5,728,284,0.3901,10.5257,7.4428,0.8572,0.0217,71.7003,124.641,0.5493,0.1937,5.1786,4.82
55,1,4,1084,368,0.3395,11.1772,7.9035,0.8454,0.0221,82.294,79.6703,0.5163,0.1875,5.0009,4.33
56,1,4,378,185,0.4894,9.5154,6.7284,0.8796,0.0203,117.4379,107.3774,0.6324,0.2108,5.1058,3.99
57,1,4,687,270,0.393,10.3011,7.284,0.857,0.0219,128.1016,102.4437,0.6,0.163,5.0349,4.06
58,1,2,371,159,0.4286,8.2549,5.8371,0.8568,0.0242,147.6304,52.49,0.6352,0.1384,4.6119,2.05
59,1,3,739,184,0.249,6.7685,4.7861,0.7895,0.0319,281.6958,61.21,0.4728,0.1902,4.3018,3.22
60,1,4,1524,364,0.2388,9.3241,6.5932,0.8046,0.0267,72.6176,84.1771,0.3516,0.228,4.9514,4.38
61,1,5,495,249,0.503,11.1917,7.9137,0.8893,0.0178,74.7679,84.5758,0.6506,0.1928,5.198,4.75
62,1,4,362,194,0.5359,10.1964,7.21,0.8941,0.018,63.3375,146.1013,0.6134,0.1856,5.0856,4.0
63,1,5,1849,581,0.3142,13.5116,9.5542,0.8461,0.0205,66.3156,194.4107,0.4974,0.1824,5.2358,4.53
64,1,5,634,273,0.4306,10.8422,7.6666,0.8694,0.0202,69.8584,83.4685,0.5824,0.1978,4.9338,4.86
65,1,4,405,215,0.5309,10.6834,7.5543,0.8945,0.0176,74.0131,115.4883,0.6698,0.1442,5.1654,4.21
66,1,4,369,178,0.4824,9.2663,6.5523,0.8767,0.0209,96.0627,110.6315,0.6292,0.1854,4.9485,3.97
67,1,4,427,208,0.4871,10.0658,7.1176,0.8812,0.0196,79.0878,95.162,0.6346,0.149,5.0492,3.92
68,1,4,679,248,0.3652,9.5174,6.7298,0.8455,0.0237,89.5799,78.3435,0.496,0.2258,4.7865,4.04
69,1,4,570,194,0.3404,8.1258,5.7458,0.8302,0.0268,131.856,65.3887,0.5103,0.2113,5.0105,3.83
70,1,5,2235,461,0.2063,9.7513,6.8952,0.7953,0.0265,95.9276,69.3816,0.4056,0.1996,4.9087,4.74
71,1,5,329,183,0.5562,10.0891,7.1341,0.8988,0.0175,92.3864,61.8643,0.7049,0.1311,4.9331,4.12
72,1,5,492,180,0.3659,8.115,5.7382,0.8378,0.0262,128.6437,67.9653,0.5222,0.2333,4.9715,3.58
73,1,4,288,196,0.6806,11.5494,8.1667,0.932,0.012,47.9842,198.5463,0.7347,0.1633,5.3056,3.97
74,1,3,491,191,0.389,8.6197,6.0951,0.8476,0.0246,156.8767,46.3346,0.6283,0.1466,4.9043,3.15
75,1,5,531,244,0.4595,10.5887,7.4873,0.8761,0.0197,92.4951,92.9159,0.627,0.1926,4.5913,4.59
0,2,5,345,214,0.6203,11.5214,8.1468,0.9183,0.014,47.385,235.1777,0.6589,0.1916,5.2754,4.43
1,2,5,387,184,0.4755,9.3532,6.6137,0.8752,0.0209,94.9462,95.6491,0.6087,0.1957,4.6047,4.58
2,2,4,1160,464,0.4,13.6235,9.6333,0.8701,0.0184,54.9941,132.8164,0.5884,0.1767,4.9509,4.17
3,2,5,1207,392,0.3248,11.2832,7.9784,0.8415,0.0223,57.6999,122.6135,0.4847,0.1862,5.0423,4.92
4,2,5,381,193,0.5066,9.8877,6.9917,0.8856,0.0193,101.6802,70.9541,0.6632,0.1554,4.7822,4.67
5,2,4,414,204,0.4928,10.0261,7.0895,0.8825,0.0195,104.2031,107.7801,0.6765,0.152,5.0604,4.2
6,2,4,457,232,0.5077,10.8525,7.6739,0.8893,0.0181,88.9638,100.1965,0.681,0.1552,5.0044,4.09
7,2,4,461,241,0.5228,11.2245,7.9369,0.8943,0.0172,85.8268,119.8478,0.7095,0.1577,5.1128,4.1
8,2,3,479,243,0.5073,11.103,7.851,0.89,0.0178,59.9718,82.9638,0.6132,0.1852,4.8831,3.89
9,2,4,596,238,0.3993,9.7489,6.8935,0.8563,0.0225,78.9942,112.7419,0.5546,0.1681,5.2047,4.19
10,2,3,460,208,0.4522,9.6981,6.8576,0.8705,0.0211,90.0756,110.7403,0.5962,0.1779,4.8696,3.28
11,2,4,482,213,0.4419,9.7019,6.8603,0.8678,0.0214,117.3361,53.5222,0.6385,0.1643,4.7386,3.94
12,2,5,325,171,0.5262,9.4854,6.7072,0.889,0.0192,85.5858,107.1444,0.6257,0.1754,4.8092,4.73
13,2,2,1412,547,0.3874,14.5569,10.2933,0.8692,0.018,49.7255,203.4336,0.5448,0.1883,5.1813,3.56
14,2,5,513,202,0.3938,8.9185,6.3063,0.8506,0.0239,145.0779,61.7097,0.6188,0.1931,4.6199,4.41
15,2,4,279,132,0.4731,7.9026,5.588,0.8671,0.0236,152.8757,52.3635,0.6439,0.1742,4.319,3.82
16,2,2,794,296,0.3728,10.5046,7.4279,0.8522,0.0221,75.5033,110.7829,0.5405,0.1993,5.1725,4.72
17,2,2,127,87,0.685,7.72,5.4589,0.9219,0.0161,124.0002,65.3909,0.7126,0.2184,5.1181,2.87
18,2,4,984,226,0.2297,7.2046,5.0944,0.7865,0.031,218.3307,50.0522,0.4159,0.2478,4.0183,3.78
19,2,5,987,311,0.3151,9.8992,6.9998,0.8325,0.0243,83.1273,86.9878,0.4662,0.2476,4.8207,4.83
20,2,5,527,249,0.4725,10.8466,7.6697,0.8804,0.0191,71.7966,118.2033,0.6546,0.1285,5.2676,4.84
21,2,4,10,9,0.9,2.846,2.0125,0.9542,0.0199,200.0,28.0,0.8889,0.1111,4.4,3.92
22,2,4,399,226,0.5664,11.3142,8.0003,0.9051,0.0158,57.7886,162.4553,0.6327,0.2168,5.4561,4.08
23,2,4,258,150,0.5814,9.3386,6.6034,0.9023,0.0176,130.4008,91.0846,0.7867,0.0933,5.2209,3.94
24,2,4,298,170,0.5705,9.8478,6.9635,0.9015,0.0173,78.3748,86.3373,0.6471,0.1765,4.9832,3.98
25,2,4,602,233,0.387,9.4964,6.7149,0.8517,0.0232,162.7465,60.4332,0.5794,0.2017,4.5,4.2
26,2,4,380,197,0.5184,10.1059,7.1459,0.8894,0.0186,113.5734,53.3796,0.6954,0.1523,4.6421,4.02
27,2,4,505,217,0.4297,9.6564,6.8281,0.8643,0.0218,117.3218,47.5596,0.6359,0.1567,4.5307,3.97
28,2,3,483,218,0.4513,9.9193,7.014,0.8713,0.0208,94.7323,96.7471,0.5963,0.1789,4.9172,3.41
29,2,4,212,162,0.7642,11.1262,7.8674,0.9498,0.0094,38.7148,251.6864,0.8148,0.1235,5.2264,3.96
30,2,4,224,170,0.7589,11.3586,8.0317,0.949,0.0094,33.4821,260.1719,0.8059,0.1176,5.3661,3.8
31,2,4,482,259,0.5373,11.7971,8.3418,0.8995,0.0163,52.599,137.0363,0.6448,0.1969,5.1515,4.13
32,2,4,579,192,0.3316,7.9792,5.6422,0.8265,0.0273,123.016,88.2087,0.5521,0.1302,5.0535,3.87
33,2,5,1125,488,0.4338,14.5493,10.2879,0.8811,0.0169,49.3195,146.7388,0.6107,0.1865,5.3884,4.63
34,2,5,475,246,0.5179,11.2873,7.9813,0.8932,0.0173,59.9224,154.9298,0.6423,0.187,5.4842,4.71
35,2,2,386,177,0.4585,9.0091,6.3704,0.8691,0.022,84.9687,107.8122,0.5367,0.226,5.0855,2.76
36,2,4,560,305,0.5446,12.8886,9.1136,0.904,0.0152,50.5102,171.3646,0.6295,0.2164,5.3732,4.12
37,2,5,506,230,0.4545,10.2247,7.23,0.8734,0.0203,70.4588,86.7114,0.6087,0.1522,4.751,4.78
38,2,4,540,222,0.4111,9.5534,6.7552,0.8587,0.0225,84.5679,101.4435,0.5721,0.1892,5.1759,3.9
39,2,2,659,188,0.2853,7.3234,5.1785,0.8068,0.0298,265.0818,36.533,0.4787,0.2394,3.9378,3.08
40,2,2,307,189,0.6156,10.7868,7.6274,0.9153,0.0148,60.6903,144.4265,0.709,0.1587,5.3648,2.83
41,2,5,313,134,0.4281,7.5741,5.3557,0.8524,0.0257,208.025,42.5223,0.6045,0.2015,4.1981,4.43
42,2,4,392,177,0.4515,8.9399,6.3214,0.8668,0.0223,109.4596,92.4972,0.565,0.2034,5.199,3.76
43,2,5,289,163,0.564,9.5882,6.7799,0.8989,0.0178,85.4875,99.4883,0.6871,0.1534,5.0242,4.63
44,2,4,377,192,0.5093,9.8885,6.9922,0.8863,0.0192,73.4544,122.3229,0.5833,0.2135,4.9788,4.1
45,2,2,448,209,0.4665,9.8743,6.9822,0.8751,0.0205,83.1075,130.0835,0.5837,0.1722,5.0938,2.97
46,2,5,460,212,0.4609,9.8846,6.9894,0.8737,0.0206,81.4745,86.7306,0.5849,0.2123,4.6957,4.56
47,2,5,807,284,0.3519,9.9973,7.0691,0.844,0.0233,114.027,58.8023,0.5739,0.1972,4.6766,4.77
48,2,4,624,282,0.4519,11.289,7.9826,0.8766,0.0192,95.9998,119.0793,0.6454,0.156,5.2051,4.0
49,2,5,348,244,0.7011,13.0798,9.2488,0.9393,0.0104,31.5431,181.6961,0.7787,0.1107,5.6121,4.47
50,2,5,413,211,0.5109,10.3826,7.3416,0.8885,0.0185,68.4767,102.7417,0.6019,0.2085,5.2639,4.75
51,2,5,403,190,0.4715,9.4646,6.6925,0.8747,0.0209,111.0776,82.3855,0.5895,0.2263,4.995,4.66
52,2,4,340,204,0.6,11.0635,7.823,0.9124,0.015,47.0588,184.4953,0.6569,0.1814,5.3559,3.96
53,2,5,430,227,0.5279,10.9469,7.7406,0.8946,0.0174,76.9064,105.9383,0.6476,0.1806,4.9,4.98
54,2,4,815,244,0.2994,8.5469,6.0436,0.8201,0.0268,155.8508,47.435,0.5615,0.1516,4.5939,4.01
55,2,5,1021,399,0.3908,12.4871,8.8297,0.8644,0.0196,41.4028,180.665,0.4261,0.2707,5.5798,4.8
56,2,4,433,195,0.4503,9.3711,6.6264,0.8686,0.0216,104.4328,105.9975,0.5692,0.2256,5.0785,3.79
57,2,5,357,223,0.6246,11.8024,8.3456,0.9199,0.0136,55.2378,186.7826,0.6951,0.1973,5.3473,4.63
58,2,2,371,159,0.4286,8.2549,5.8371,0.8568,0.0242,147.6304,52.49,0.6352,0.1384,4.6119,2.05
59,2,4,24,22,0.9167,4.4907,3.1754,0.9726,0.0086,104.1667,80.64,0.9545,0.0,4.4583,3.83
60,2,4,365,146,0.4,7.642,5.4037,0.8447,0.0263,217.0764,39.7054,0.637,0.1644,4.1945,3.85
61,2,5,1139,353,0.3099,10.4595,7.396,0.8336,0.0237,75.9565,119.0091,0.4533,0.2323,5.0623,4.84
62,2,4,406,205,0.5049,10.174,7.1941,0.8862,0.0189,76.8036,109.1194,0.639,0.1561,4.968,4.17
63,2,5,584,227,0.3887,9.3933,6.6421,0.8517,0.0233,81.6288,80.9277,0.489,0.2159,4.9401,4.59
64,2,5,511,232,0.454,10.2631,7.2571,0.8734,0.0203,88.9243,111.893,0.5991,0.1897,4.9491,4.62
65,2,3,293,167,0.57,9.7562,6.8987,0.901,0.0174,88.9935,117.6568,0.6886,0.1737,5.0375,3.53
66,2,4,430,198,0.4605,9.5484,6.7517,0.8721,0.0211,109.6809,97.496,0.6364,0.1515,4.493,3.8
