user_id,file_id,rating,token_count,pos_count_NOUN,pos_ratio_NOUN,pos_count_VERB,pos_ratio_VERB,pos_count_ADJ,pos_ratio_ADJ,pos_count_ADV,pos_ratio_ADV,pos_count_PRON,pos_ratio_PRON,pos_count_PROPN,pos_ratio_PROPN,pos_count_AUX,pos_ratio_AUX,pos_count_ADP,pos_ratio_ADP,pos_count_DET,pos_ratio_DET,pos_count_CCONJ,pos_ratio_CCONJ,pos_count_SCONJ,pos_ratio_SCONJ,pos_count_PART,pos_ratio_PART,pos_count_NUM,pos_ratio_NUM,pos_entropy,pred_rating
10,0,3,546.0,150.0,0.2747,51.0,0.0934,47.0,0.0861,4.0,0.0073,7.0,0.0128,165.0,0.3022,3.0,0.0055,17.0,0.0311,6.0,0.011,18.0,0.033,3.0,0.0055,2.0,0.0037,71.0,0.13,2.6749,3.66
11,0,3,218.0,73.0,0.3349,19.0,0.0872,13.0,0.0596,3.0,0.0138,2.0,0.0092,39.0,0.1789,0.0,0.0,18.0,0.0826,3.0,0.0138,10.0,0.0459,0.0,0.0,1.0,0.0046,37.0,0.1697,2.7253,3.31
12,0,5,274.0,73.0,0.2664,30.0,0.1095,12.0,0.0438,5.0,0.0182,6.0,0.0219,88.0,0.3212,1.0,0.0036,13.0,0.0474,5.0,0.0182,19.0,0.0693,1.0,0.0036,4.0,0.0146,13.0,0.0474,2.7456,4.45
13,0,1,337.0,103.0,0.3056,19.0,0.0564,15.0,0.0445,1.0,0.003,7.0,0.0208,104.0,0.3086,0.0,0.0,9.0,0.0267,3.0,0.0089,5.0,0.0148,2.0,0.0059,1.0,0.003,67.0,0.1988,2.4434,2.45
14,0,5,481.0,156.0,0.3243,43.0,0.0894,26.0,0.0541,2.0,0.0042,3.0,0.0062,108.0,0.2245,1.0,0.0021,18.0,0.0374,8.0,0.0166,13.0,0.027,0.0,0.0,3.0,0.0062,80.0,0.1663,2.5394,4.47
15,0,5,387.0,114.0,0.2946,24.0,0.062,21.0,0.0543,1.0,0.0026,4.0,0.0103,120.0,0.3101,1.0,0.0026,14.0,0.0362,5.0,0.0129,17.0,0.0439,0.0,0.0,2.0,0.0052,61.0,0.1576,2.5445,3.9
16,0,4,715.0,298.0,0.4168,55.0,0.0769,55.0,0.0769,8.0,0.0112,6.0,0.0084,112.0,0.1566,1.0,0.0014,49.0,0.0685,22.0,0.0308,43.0,0.0601,1.0,0.0014,3.0,0.0042,62.0,0.0867,2.6739,4.06
17,0,4,733.0,233.0,0.3179,78.0,0.1064,53.0,0.0723,7.0,0.0095,15.0,0.0205,132.0,0.1801,7.0,0.0095,44.0,0.06,21.0,0.0286,36.0,0.0491,3.0,0.0041,6.0,0.0082,97.0,0.1323,2.9112,4.19
18,0,4,701.0,214.0,0.3053,63.0,0.0899,41.0,0.0585,9.0,0.0128,33.0,0.0471,100.0,0.1427,10.0,0.0143,67.0,0.0956,15.0,0.0214,30.0,0.0428,8.0,0.0114,5.0,0.0071,105.0,0.1498,3.0227,3.55
19,0,5,2767.0,1091.0,0.3943,194.0,0.0701,231.0,0.0835,16.0,0.0058,36.0,0.013,576.0,0.2082,11.0,0.004,193.0,0.0698,47.0,0.017,108.0,0.039,8.0,0.0029,12.0,0.0043,236.0,0.0853,2.6366,4.85
20,0,5,558.0,189.0,0.3387,72.0,0.129,27.0,0.0484,4.0,0.0072,4.0,0.0072,121.0,0.2168,2.0,0.0036,26.0,0.0466,13.0,0.0233,9.0,0.0161,3.0,0.0054,4.0,0.0072,83.0,0.1487,2.6601,4.81
21,0,4,460.0,157.0,0.3413,45.0,0.0978,23.0,0.05,5.0,0.0109,5.0,0.0109,103.0,0.2239,3.0,0.0065,18.0,0.0391,7.0,0.0152,13.0,0.0283,5.0,0.0109,4.0,0.0087,72.0,0.1565,2.7155,3.99
22,0,5,486.0,168.0,0.3457,46.0,0.0947,27.0,0.0556,7.0,0.0144,3.0,0.0062,83.0,0.1708,3.0,0.0062,41.0,0.0844,6.0,0.0123,18.0,0.037,2.0,0.0041,1.0,0.0021,81.0,0.1667,2.7346,3.85
23,0,4,276.0,111.0,0.4022,21.0,0.0761,23.0,0.0833,1.0,0.0036,2.0,0.0072,64.0,0.2319,2.0,0.0072,6.0,0.0217,2.0,0.0072,10.0,0.0362,0.0,0.0,1.0,0.0036,29.0,0.1051,2.4473,3.8
24,0,4,268.0,100.0,0.3731,14.0,0.0522,13.0,0.0485,2.0,0.0075,4.0,0.0149,71.0,0.2649,2.0,0.0075,13.0,0.0485,6.0,0.0224,3.0,0.0112,0.0,0.0,1.0,0.0037,35.0,0.1306,2.4893,3.89
25,0,5,573.0,194.0,0.3386,67.0,0.1169,29.0,0.0506,7.0,0.0122,2.0,0.0035,140.0,0.2443,0.0,0.0,25.0,0.0436,4.0,0.007,13.0,0.0227,1.0,0.0017,0.0,0.0,89.0,0.1553,2.5161,4.11
26,0,5,755.0,183.0,0.2424,59.0,0.0781,41.0,0.0543,10.0,0.0132,26.0,0.0344,220.0,0.2914,8.0,0.0106,32.0,0.0424,8.0,0.0106,37.0,0.049,5.0,0.0066,3.0,0.004,116.0,0.1536,2.8199,4.72
27,0,3,700.0,299.0,0.4271,57.0,0.0814,77.0,0.11,5.0,0.0071,5.0,0.0071,86.0,0.1229,1.0,0.0014,54.0,0.0771,9.0,0.0129,28.0,0.04,1.0,0.0014,6.0,0.0086,72.0,0.1029,2.6176,3.45
28,0,3,994.0,340.0,0.3421,72.0,0.0724,38.0,0.0382,6.0,0.006,7.0,0.007,199.0,0.2002,4.0,0.004,81.0,0.0815,9.0,0.0091,30.0,0.0302,2.0,0.002,7.0,0.007,195.0,0.1962,2.6132,3.43
29,0,4,527.0,154.0,0.2922,40.0,0.0759,24.0,0.0455,3.0,0.0057,2.0,0.0038,142.0,0.2694,3.0,0.0057,43.0,0.0816,5.0,0.0095,11.0,0.0209,3.0,0.0057,1.0,0.0019,94.0,0.1784,2.6076,3.97
30,0,4,570.0,208.0,0.3649,41.0,0.0719,46.0,0.0807,6.0,0.0105,7.0,0.0123,150.0,0.2632,1.0,0.0018,35.0,0.0614,10.0,0.0175,17.0,0.0298,2.0,0.0035,3.0,0.0053,42.0,0.0737,2.6133,4.54
31,0,5,510.0,164.0,0.3216,43.0,0.0843,27.0,0.0529,3.0,0.0059,4.0,0.0078,147.0,0.2882,1.0,0.002,22.0,0.0431,3.0,0.0059,9.0,0.0176,1.0,0.002,2.0,0.0039,84.0,0.1647,2.5045,3.64
32,0,5,1095.0,258.0,0.2356,80.0,0.0731,54.0,0.0493,8.0,0.0073,26.0,0.0237,437.0,0.3991,5.0,0.0046,50.0,0.0457,15.0,0.0137,33.0,0.0301,7.0,0.0064,6.0,0.0055,112.0,0.1023,2.5902,4.92
33,0,4,862.0,276.0,0.3202,71.0,0.0824,60.0,0.0696,11.0,0.0128,10.0,0.0116,188.0,0.2181,8.0,0.0093,60.0,0.0696,12.0,0.0139,31.0,0.036,4.0,0.0046,11.0,0.0128,96.0,0.1114,2.7819,4.72
34,0,5,427.0,138.0,0.3232,26.0,0.0609,27.0,0.0632,3.0,0.007,2.0,0.0047,148.0,0.3466,2.0,0.0047,19.0,0.0445,4.0,0.0094,12.0,0.0281,1.0,0.0023,2.0,0.0047,43.0,0.1007,2.4749,4.6
35,0,4,341.0,85.0,0.2493,20.0,0.0587,14.0,0.0411,1.0,0.0029,5.0,0.0147,131.0,0.3842,1.0,0.0029,10.0,0.0293,10.0,0.0293,9.0,0.0264,0.0,0.0,1.0,0.0029,54.0,0.1584,2.4803,3.99
36,0,5,453.0,178.0,0.3929,39.0,0.0861,25.0,0.0552,2.0,0.0044,3.0,0.0066,109.0,0.2406,2.0,0.0044,15.0,0.0331,3.0,0.0066,18.0,0.0397,1.0,0.0022,4.0,0.0088,53.0,0.117,2.5138,4.55
37,0,5,541.0,206.0,0.3808,50.0,0.0924,36.0,0.0665,6.0,0.0111,11.0,0.0203,98.0,0.1811,4.0,0.0074,26.0,0.0481,11.0,0.0203,25.0,0.0462,4.0,0.0074,2.0,0.0037,62.0,0.1146,2.7633,4.63
38,0,4,412.0,81.0,0.1966,31.0,0.0752,28.0,0.068,4.0,0.0097,13.0,0.0316,170.0,0.4126,1.0,0.0024,20.0,0.0485,7.0,0.017,9.0,0.0218,0.0,0.0,0.0,0.0,46.0,0.1117,2.5615,3.95
39,0,2,499.0,170.0,0.3407,32.0,0.0641,22.0,0.0441,4.0,0.008,3.0,0.006,166.0,0.3327,2.0,0.004,9.0,0.018,6.0,0.012,12.0,0.024,1.0,0.002,2.0,0.004,69.0,0.1383,2.3973,3.66
40,0,4,440.0,61.0,0.1386,44.0,0.1,16.0,0.0364,2.0,0.0045,5.0,0.0114,187.0,0.425,2.0,0.0045,22.0,0.05,5.0,0.0114,9.0,0.0205,1.0,0.0023,1.0,0.0023,84.0,0.1909,2.4703,4.04
41,0,5,444.0,181.0,0.4077,38.0,0.0856,23.0,0.0518,6.0,0.0135,4.0,0.009,99.0,0.223,2.0,0.0045,17.0,0.0383,4.0,0.009,10.0,0.0225,0.0,0.0,3.0,0.0068,52.0,0.1171,2.4912,4.6
42,0,5,585.0,169.0,0.2889,54.0,0.0923,23.0,0.0393,3.0,0.0051,9.0,0.0154,151.0,0.2581,4.0,0.0068,21.0,0.0359,8.0,0.0137,8.0,0.0137,4.0,0.0068,2.0,0.0034,106.0,0.1812,2.5689,3.78
43,0,5,416.0,160.0,0.3846,30.0,0.0721,13.0,0.0312,2.0,0.0048,4.0,0.0096,82.0,0.1971,1.0,0.0024,32.0,0.0769,5.0,0.012,11.0,0.0264,2.0,0.0048,1.0,0.0024,72.0,0.1731,2.54,4.63
44,0,2,383.0,106.0,0.2768,36.0,0.094,20.0,0.0522,3.0,0.0078,5.0,0.0131,126.0,0.329,2.0,0.0052,15.0,0.0392,3.0,0.0078,9.0,0.0235,1.0,0.0026,2.0,0.0052,55.0,0.1436,2.5888,2.96
45,0,2,524.0,156.0,0.2977,36.0,0.0687,22.0,0.042,2.0,0.0038,8.0,0.0153,163.0,0.3111,1.0,0.0019,23.0,0.0439,5.0,0.0095,6.0,0.0115,2.0,0.0038,6.0,0.0115,91.0,0.1737,2.5209,4.28
46,0,5,366.0,94.0,0.2568,25.0,0.0683,17.0,0.0464,1.0,0.0027,2.0,0.0055,153.0,0.418,1.0,0.0027,6.0,0.0164,4.0,0.0109,5.0,0.0137,3.0,0.0082,2.0,0.0055,52.0,0.1421,2.3384,4.07
47,0,4,805.0,305.0,0.3789,69.0,0.0857,78.0,0.0969,9.0,0.0112,19.0,0.0236,95.0,0.118,8.0,0.0099,40.0,0.0497,27.0,0.0335,43.0,0.0534,9.0,0.0112,8.0,0.0099,94.0,0.1168,2.8962,4.09
48,0,4,298.0,100.0,0.3356,30.0,0.1007,31.0,0.104,4.0,0.0134,6.0,0.0201,67.0,0.2248,2.0,0.0067,17.0,0.057,2.0,0.0067,20.0,0.0671,1.0,0.0034,2.0,0.0067,16.0,0.0537,2.7795,3.91
49,0,5,441.0,153.0,0.3469,47.0,0.1066,23.0,0.0522,4.0,0.0091,16.0,0.0363,110.0,0.2494,3.0,0.0068,9.0,0.0204,8.0,0.0181,10.0,0.0227,1.0,0.0023,1.0,0.0023,53.0,0.1202,2.6307,4.5
50,0,4,399.0,116.0,0.2907,29.0,0.0727,21.0,0.0526,3.0,0.0075,5.0,0.0125,145.0,0.3634,3.0,0.0075,23.0,0.0576,6.0,0.015,9.0,0.0226,0.0,0.0,1.0,0.0025,36.0,0.0902,2.5191,3.97
51,0,4,508.0,175.0,0.3445,30.0,0.0591,25.0,0.0492,3.0,0.0059,6.0,0.0118,99.0,0.1949,3.0,0.0059,38.0,0.0748,8.0,0.0157,19.0,0.0374,1.0,0.002,2.0,0.0039,99.0,0.1949,2.6678,3.9
52,0,4,325.0,129.0,0.3969,48.0,0.1477,34.0,0.1046,10.0,0.0308,2.0,0.0062,31.0,0.0954,3.0,0.0092,20.0,0.0615,9.0,0.0277,8.0,0.0246,3.0,0.0092,8.0,0.0246,20.0,0.0615,2.8267,3.96
53,0,5,457.0,122.0,0.267,30.0,0.0656,23.0,0.0503,4.0,0.0088,4.0,0.0088,175.0,0.3829,1.0,0.0022,13.0,0.0284,2.0,0.0044,10.0,0.0219,4.0,0.0088,2.0,0.0044,65.0,0.1422,2.4483,4.81
54,0,5,732.0,259.0,0.3538,80.0,0.1093,65.0,0.0888,3.0,0.0041,9.0,0.0123,86.0,0.1175,3.0,0.0041,70.0,0.0956,21.0,0.0287,33.0,0.0451,2.0,0.0027,10.0,0.0137,91.0,0.1243,2.8498,4.65
55,0,5,1652.0,386.0,0.2337,140.0,0.0847,65.0,0.0393,8.0,0.0048,24.0,0.0145,711.0,0.4304,4.0,0.0024,49.0,0.0297,5.0,0.003,86.0,0.0521,7.0,0.0042,5.0,0.003,160.0,0.0969,2.4287,4.7
56,0,5,364.0,133.0,0.3654,36.0,0.0989,30.0,0.0824,6.0,0.0165,7.0,0.0192,68.0,0.1868,3.0,0.0082,26.0,0.0714,7.0,0.0192,21.0,0.0577,2.0,0.0055,5.0,0.0137,17.0,0.0467,2.8258,4.03
57,0,5,446.0,119.0,0.2668,42.0,0.0942,17.0,0.0381,4.0,0.009,4.0,0.009,153.0,0.343,1.0,0.0022,18.0,0.0404,5.0,0.0112,12.0,0.0269,3.0,0.0067,1.0,0.0022,63.0,0.1413,2.5474,4.49
58,0,2,393.0,166.0,0.4224,29.0,0.0738,24.0,0.0611,3.0,0.0076,3.0,0.0076,76.0,0.1934,3.0,0.0076,7.0,0.0178,2.0,0.0051,4.0,0.0102,3.0,0.0076,0.0,0.0,73.0,0.1858,2.3829,2.18
59,0,4,2536.0,947.0,0.3734,302.0,0.1191,240.0,0.0946,45.0,0.0177,72.0,0.0284,233.0,0.0919,24.0,0.0095,216.0,0.0852,97.0,0.0382,137.0,0.054,29.0,0.0114,34.0,0.0134,123.0,0.0485,2.9264,3.89
60,0,4,610.0,246.0,0.4033,55.0,0.0902,44.0,0.0721,11.0,0.018,12.0,0.0197,68.0,0.1115,6.0,0.0098,55.0,0.0902,17.0,0.0279,24.0,0.0393,1.0,0.0016,10.0,0.0164,58.0,0.0951,2.8251,4.04
61,0,5,917.0,296.0,0.3228,77.0,0.084,67.0,0.0731,11.0,0.012,23.0,0.0251,226.0,0.2465,5.0,0.0055,54.0,0.0589,13.0,0.0142,28.0,0.0305,5.0,0.0055,5.0,0.0055,103.0,0.1123,2.769,4.85
62,0,4,517.0,147.0,0.2843,33.0,0.0638,26.0,0.0503,2.0,0.0039,4.0,0.0077,186.0,0.3598,2.0,0.0039,15.0,0.029,4.0,0.0077,20.0,0.0387,0.0,0.0,0.0,0.0,77.0,0.1489,2.4262,4.02
63,0,5,3658.0,1261.0,0.3447,377.0,0.1031,341.0,0.0932,87.0,0.0238,70.0,0.0191,559.0,0.1528,31.0,0.0085,285.0,0.0779,140.0,0.0383,219.0,0.0599,39.0,0.0107,32.0,0.0087,198.0,0.0541,2.9643,3.95
64,0,5,678.0,199.0,0.2935,60.0,0.0885,41.0,0.0605,7.0,0.0103,9.0,0.0133,179.0,0.264,4.0,0.0059,27.0,0.0398,8.0,0.0118,16.0,0.0236,4.0,0.0059,8.0,0.0118,116.0,0.1711,2.7186,4.86
65,0,4,503.0,154.0,0.3062,48.0,0.0954,24.0,0.0477,6.0,0.0119,3.0,0.006,122.0,0.2425,2.0,0.004,10.0,0.0199,3.0,0.006,9.0,0.0179,0.0,0.0,3.0,0.006,96.0,0.1909,2.4638,3.88
66,0,4,478.0,157.0,0.3285,21.0,0.0439,32.0,0.0669,2.0,0.0042,6.0,0.0126,95.0,0.1987,6.0,0.0126,35.0,0.0732,14.0,0.0293,23.0,0.0481,2.0,0.0042,2.0,0.0042,82.0,0.1715,2.7801,3.82
67,0,4,562.0,184.0,0.3274,22.0,0.0391,19.0,0.0338,3.0,0.0053,1.0,0.0018,155.0,0.2758,1.0,0.0018,11.0,0.0196,4.0,0.0071,24.0,0.0427,1.0,0.0018,2.0,0.0036,105.0,0.1868,2.3144,3.83
68,0,4,653.0,273.0,0.4181,61.0,0.0934,44.0,0.0674,10.0,0.0153,19.0,0.0291,79.0,0.121,10.0,0.0153,26.0,0.0398,13.0,0.0199,20.0,0.0306,5.0,0.0077,2.0,0.0031,81.0,0.124,2.7141,4.07
69,0,4,865.0,372.0,0.4301,86.0,0.0994,75.0,0.0867,18.0,0.0208,18.0,0.0208,69.0,0.0798,3.0,0.0035,95.0,0.1098,31.0,0.0358,57.0,0.0659,1.0,0.0012,7.0,0.0081,32.0,0.037,2.7365,4.03
70,0,5,967.0,307.0,0.3175,82.0,0.0848,65.0,0.0672,5.0,0.0052,4.0,0.0041,288.0,0.2978,2.0,0.0021,28.0,0.029,10.0,0.0103,77.0,0.0796,1.0,0.001,0.0,0.0,91.0,0.0941,2.5381,4.7
71,0,5,552.0,213.0,0.3859,30.0,0.0543,35.0,0.0634,2.0,0.0036,3.0,0.0054,123.0,0.2228,1.0,0.0018,18.0,0.0326,6.0,0.0109,9.0,0.0163,0.0,0.0,1.0,0.0018,84.0,0.1522,2.3388,4.6
72,0,5,727.0,210.0,0.2889,43.0,0.0591,34.0,0.0468,6.0,0.0083,8.0,0.011,163.0,0.2242,2.0,0.0028,60.0,0.0825,14.0,0.0193,28.0,0.0385,4.0,0.0055,5.0,0.0069,149.0,0.205,2.7483,4.24
73,0,4,534.0,114.0,0.2135,37.0,0.0693,25.0,0.0468,5.0,0.0094,4.0,0.0075,224.0,0.4195,2.0,0.0037,26.0,0.0487,11.0,0.0206,17.0,0.0318,0.0,0.0,1.0,0.0019,67.0,0.1255,2.4998,3.99
74,0,5,977.0,293.0,0.2999,82.0,0.0839,76.0,0.0778,16.0,0.0164,24.0,0.0246,162.0,0.1658,21.0,0.0215,112.0,0.1146,31.0,0.0317,31.0,0.0317,6.0,0.0061,11.0,0.0113,111.0,0.1136,3.0337,4.64
75,0,4,502.0,105.0,0.2092,37.0,0.0737,16.0,0.0319,1.0,0.002,5.0,0.01,158.0,0.3147,1.0,0.002,49.0,0.0976,4.0,0.008,10.0,0.0199,0.0,0.0,2.0,0.004,113.0,0.2251,2.5466,3.82
0,1,4,319.0,115.0,0.3605,33.0,0.1034,21.0,0.0658,2.0,0.0063,3.0,0.0094,69.0,0.2163,2.0,0.0063,17.0,0.0533,7.0,0.0219,4.0,0.0125,1.0,0.0031,3.0,0.0094,39.0,0.1223,2.6461,3.85
1,1,4,520.0,170.0,0.3269,82.0,0.1577,55.0,0.1058,13.0,0.025,22.0,0.0423,38.0,0.0731,13.0,0.025,42.0,0.0808,19.0,0.0365,35.0,0.0673,4.0,0.0077,13.0,0.025,13.0,0.025,3.0751,3.87
2,1,2,1197.0,396.0,0.3308,114.0,0.0952,119.0,0.0994,30.0,0.0251,19.0,0.0159,225.0,0.188,14.0,0.0117,89.0,0.0744,37.0,0.0309,65.0,0.0543,12.0,0.01,13.0,0.0109,64.0,0.0535,2.964,4.03
3,1,5,1273.0,285.0,0.2239,113.0,0.0888,92.0,0.0723,10.0,0.0079,31.0,0.0244,481.0,0.3778,13.0,0.0102,34.0,0.0267,29.0,0.0228,23.0,0.0181,5.0,0.0039,10.0,0.0079,139.0,0.1092,2.6547,4.92
4,1,2,498.0,116.0,0.2329,45.0,0.0904,21.0,0.0422,3.0,0.006,4.0,0.008,146.0,0.2932,2.0,0.004,21.0,0.0422,10.0,0.0201,11.0,0.0221,0.0,0.0,3.0,0.006,90.0,0.1807,2.5647,2.89
5,1,4,537.0,203.0,0.378,24.0,0.0447,29.0,0.054,3.0,0.0056,4.0,0.0074,107.0,0.1993,1.0,0.0019,43.0,0.0801,5.0,0.0093,12.0,0.0223,0.0,0.0,2.0,0.0037,104.0,0.1937,2.4992,3.96
6,1,4,514.0,189.0,0.3677,53.0,0.1031,35.0,0.0681,3.0,0.0058,4.0,0.0078,89.0,0.1732,4.0,0.0078,12.0,0.0233,7.0,0.0136,10.0,0.0195,2.0,0.0039,6.0,0.0117,77.0,0.1498,2.561,4.29
7,1,4,444.0,188.0,0.4234,26.0,0.0586,35.0,0.0788,3.0,0.0068,6.0,0.0135,36.0,0.0811,3.0,0.0068,43.0,0.0968,17.0,0.0383,14.0,0.0315,1.0,0.0023,6.0,0.0135,66.0,0.1486,2.705,3.95
8,1,3,508.0,154.0,0.3031,44.0,0.0866,39.0,0.0768,5.0,0.0098,16.0,0.0315,126.0,0.248,6.0,0.0118,23.0,0.0453,13.0,0.0256,13.0,0.0256,4.0,0.0079,2.0,0.0039,62.0,0.122,2.8389,3.51
9,1,3,604.0,263.0,0.4354,45.0,0.0745,63.0,0.1043,20.0,0.0331,8.0,0.0132,56.0,0.0927,4.0,0.0066,47.0,0.0778,14.0,0.0232,23.0,0.0381,2.0,0.0033,8.0,0.0132,51.0,0.0844,2.7561,3.55
10,1,4,491.0,179.0,0.3646,29.0,0.0591,19.0,0.0387,4.0,0.0081,4.0,0.0081,103.0,0.2098,1.0,0.002,12.0,0.0244,6.0,0.0122,8.0,0.0163,0.0,0.0,2.0,0.0041,104.0,0.2118,2.3692,4.08
11,1,4,361.0,96.0,0.2659,33.0,0.0914,21.0,0.0582,1.0,0.0028,5.0,0.0139,116.0,0.3213,2.0,0.0055,13.0,0.036,4.0,0.0111,7.0,0.0194,0.0,0.0,3.0,0.0083,58.0,0.1607,2.5755,3.97
12,1,5,581.0,154.0,0.2651,51.0,0.0878,22.0,0.0379,1.0,0.0017,2.0,0.0034,182.0,0.3133,1.0,0.0017,19.0,0.0327,6.0,0.0103,14.0,0.0241,0.0,0.0,1.0,0.0017,104.0,0.179,2.3981,4.32
13,1,5,1158.0,479.0,0.4136,100.0,0.0864,127.0,0.1097,10.0,0.0086,13.0,0.0112,81.0,0.0699,4.0,0.0035,128.0,0.1105,75.0,0.0648,70.0,0.0604,5.0,0.0043,13.0,0.0112,52.0,0.0449,2.7696,4.68
14,1,5,428.0,187.0,0.4369,32.0,0.0748,43.0,0.1005,4.0,0.0093,3.0,0.007,78.0,0.1822,1.0,0.0023,17.0,0.0397,5.0,0.0117,12.0,0.028,0.0,0.0,2.0,0.0047,41.0,0.0958,2.4807,4.14
15,1,4,427.0,97.0,0.2272,34.0,0.0796,21.0,0.0492,5.0,0.0117,13.0,0.0304,173.0,0.4052,1.0,0.0023,14.0,0.0328,6.0,0.0141,10.0,0.0234,0.0,0.0,4.0,0.0094,47.0,0.1101,2.5557,4.0
16,1,4,1711.0,718.0,0.4196,137.0,0.0801,163.0,0.0953,19.0,0.0111,20.0,0.0117,237.0,0.1385,10.0,0.0058,151.0,0.0883,41.0,0.024,108.0,0.0631,6.0,0.0035,15.0,0.0088,86.0,0.0503,2.721,4.19
17,1,4,88.0,32.0,0.3636,8.0,0.0909,5.0,0.0568,0.0,0.0,2.0,0.0227,20.0,0.2273,1.0,0.0114,4.0,0.0455,1.0,0.0114,2.0,0.0227,1.0,0.0114,1.0,0.0114,11.0,0.125,2.6855,3.78
18,1,3,497.0,124.0,0.2495,30.0,0.0604,17.0,0.0342,2.0,0.004,7.0,0.0141,140.0,0.2817,3.0,0.006,20.0,0.0402,6.0,0.0121,7.0,0.0141,1.0,0.002,3.0,0.006,100.0,0.2012,2.4668,3.87
19,1,5,658.0,257.0,0.3906,44.0,0.0669,52.0,0.079,4.0,0.0061,4.0,0.0061,91.0,0.1383,1.0,0.0015,61.0,0.0927,13.0,0.0198,26.0,0.0395,3.0,0.0046,6.0,0.0091,95.0,0.1444,2.693,4.63
20,1,5,631.0,243.0,0.3851,35.0,0.0555,42.0,0.0666,6.0,0.0095,5.0,0.0079,142.0,0.225,2.0,0.0032,19.0,0.0301,7.0,0.0111,10.0,0.0158,3.0,0.0048,2.0,0.0032,114.0,0.1807,2.4795,4.59
21,1,4,10.0,2.0,0.2,1.0,0.1,3.0,0.3,0.0,0.0,1.0,0.1,0.0,0.0,0.0,0.0,1.0,0.1,2.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4464,3.9
22,1,4,356.0,116.0,0.3258,25.0,0.0702,25.0,0.0702,2.0,0.0056,3.0,0.0084,105.0,0.2949,1.0,0.0028,16.0,0.0449,6.0,0.0169,12.0,0.0337,0.0,0.0,4.0,0.0112,41.0,0.1152,2.6059,3.93
