user_id,file_id,rating,token_count,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,pred_rating
29,0,4,684.0,147.0,0.2149,6.0,1.6801,1.2449,29.0,23.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,85.0,4.05
30,0,4,742.0,70.0,0.0943,7.0,2.274,1.6429,9.0,11.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0,4.33
31,0,5,700.0,132.0,0.1886,8.0,1.933,1.6061,38.0,19.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,63.0,4.18
32,0,5,1488.0,187.0,0.1257,8.0,2.0455,2.369,50.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,63.0,4.8
33,0,4,1131.0,135.0,0.1194,9.0,2.3483,1.8444,35.0,18.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,1.0,0.0,53.0,4.61
34,0,5,583.0,85.0,0.1458,6.0,2.303,1.9647,21.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,0.0,24.0,4.6
35,0,4,453.0,83.0,0.1832,8.0,1.9413,1.8795,13.0,21.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,41.0,3.92
36,0,5,637.0,88.0,0.1381,6.0,2.1943,1.5568,14.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,34.0,4.63
37,0,5,688.0,82.0,0.1192,6.0,1.8601,1.622,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,45.0,4.46
38,0,4,540.0,74.0,0.137,6.0,1.8666,2.0946,11.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,37.0,3.98
39,0,2,794.0,113.0,0.1423,6.0,1.9081,2.0088,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,0.0,0.0,53.0,3.95
40,0,4,567.0,160.0,0.2822,6.0,1.8908,1.5375,55.0,35.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,59.0,4.04
41,0,5,710.0,76.0,0.107,8.0,2.1541,2.0921,3.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,12.0,0.0,0.0,37.0,4.58
42,0,5,759.0,176.0,0.2319,8.0,2.0838,1.3636,42.0,26.0,0.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,82.0,3.93
43,0,5,542.0,90.0,0.1661,7.0,2.0074,1.7667,7.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,0.0,0.0,0.0,0.0,45.0,4.65
44,0,2,511.0,84.0,0.1644,6.0,2.1544,1.6905,24.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,30.0,3.23
45,0,2,705.0,169.0,0.2397,7.0,2.0522,1.4793,49.0,36.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,4.0,0.0,0.0,0.0,0.0,67.0,4.1
46,0,5,516.0,113.0,0.219,9.0,2.0637,1.6637,36.0,24.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,43.0,4.08
47,0,4,1080.0,110.0,0.1019,9.0,2.2556,1.9364,9.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,0.0,0.0,1.0,0.0,39.0,4.06
48,0,4,396.0,22.0,0.0556,9.0,2.9363,2.5909,2.0,6.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.98
49,0,5,598.0,101.0,0.1689,7.0,1.9306,1.6733,14.0,33.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,44.0,4.29
50,0,4,633.0,80.0,0.1264,7.0,2.0303,2.65,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,35.0,3.93
51,0,4,701.0,120.0,0.1712,8.0,2.248,1.95,14.0,16.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,45.0,4.12
52,0,4,464.0,24.0,0.0517,6.0,2.4176,2.375,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,3.81
53,0,5,623.0,134.0,0.2151,8.0,2.1356,1.7761,42.0,18.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,6.0,0.0,0.0,1.0,0.0,53.0,4.73
54,0,5,941.0,120.0,0.1275,9.0,2.0993,1.65,22.0,12.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,19.0,0.0,0.0,0.0,0.0,59.0,4.7
55,0,5,2197.0,323.0,0.147,9.0,1.9625,1.7585,152.0,25.0,5.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,5.0,0.0,0.0,0.0,107.0,4.37
56,0,5,459.0,36.0,0.0784,8.0,2.652,2.1389,6.0,6.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,7.0,3.63
57,0,5,592.0,107.0,0.1807,7.0,2.1566,1.8131,34.0,22.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,35.0,4.56
58,0,2,665.0,96.0,0.1444,8.0,1.6736,1.6146,3.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,59.0,2.9
59,0,4,3284.0,207.0,0.063,12.0,2.5347,2.0338,31.0,32.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,21.0,55.0,0.0,1.0,1.0,1.0,57.0,4.2
60,0,4,858.0,67.0,0.0781,9.0,2.4623,2.0,5.0,8.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,1.0,8.0,0.0,0.0,31.0,3.99
61,0,5,1325.0,157.0,0.1185,11.0,2.5073,2.0892,25.0,22.0,2.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,26.0,0.0,0.0,63.0,4.81
62,0,4,850.0,130.0,0.1529,9.0,2.1742,1.6538,17.0,23.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,12.0,0.0,0.0,65.0,4.13
63,0,5,4800.0,387.0,0.0806,11.0,2.451,1.9561,100.0,46.0,4.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,51.0,53.0,1.0,0.0,0.0,1.0,121.0,4.44
64,0,5,934.0,182.0,0.1949,9.0,2.3398,1.7912,55.0,31.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,1.0,0.0,56.0,4.9
65,0,4,670.0,143.0,0.2134,9.0,2.0531,1.3986,35.0,23.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,68.0,4.04
66,0,4,628.0,86.0,0.1369,7.0,2.16,2.0,15.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,0.0,35.0,4.13
67,0,4,787.0,121.0,0.1537,8.0,1.5221,1.3636,13.0,13.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,85.0,3.78
68,0,4,929.0,90.0,0.0969,6.0,2.1595,1.6444,17.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,39.0,4.1
69,0,4,1114.0,68.0,0.061,7.0,2.3527,1.7647,15.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.0,0.0,0.0,0.0,0.0,13.0,4.08
70,0,5,1224.0,169.0,0.1381,11.0,2.5638,1.9408,22.0,28.0,0.0,0.0,5.0,1.0,1.0,2.0,0.0,0.0,1.0,22.0,15.0,6.0,0.0,0.0,0.0,66.0,4.8
71,0,5,740.0,124.0,0.1676,7.0,1.8134,1.5323,12.0,30.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,68.0,4.67
72,0,5,928.0,152.0,0.1638,8.0,1.7741,1.5,13.0,22.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,97.0,4.33
73,0,4,693.0,109.0,0.1573,7.0,2.168,1.9725,24.0,30.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,39.0,4.44
74,0,5,1163.0,150.0,0.129,6.0,2.1088,1.6733,27.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,32.0,0.0,0.0,0.0,0.0,65.0,4.56
75,0,4,642.0,155.0,0.2414,8.0,1.9978,1.6323,33.0,22.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,6.0,0.0,0.0,0.0,0.0,79.0,3.89
0,1,4,410.0,53.0,0.1293,8.0,1.9097,1.7358,0.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,28.0,3.9
1,1,4,609.0,17.0,0.0279,6.0,2.2989,3.0588,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,3.9
2,1,2,1552.0,116.0,0.0747,7.0,2.3989,1.7586,23.0,11.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,34.0,0.0,0.0,0.0,0.0,29.0,4.29
3,1,5,1669.0,238.0,0.1426,13.0,2.4,1.6807,48.0,39.0,2.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0,3.0,20.0,7.0,1.0,1.0,1.0,0.0,103.0,4.94
4,1,2,610.0,115.0,0.1885,10.0,1.9483,1.5304,12.0,18.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,69.0,2.66
5,1,4,737.0,129.0,0.175,8.0,2.061,1.6279,13.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,43.0,0.0,0.0,0.0,0.0,53.0,4.08
6,1,4,676.0,102.0,0.1509,8.0,1.81,1.2255,11.0,11.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,65.0,3.37
7,1,4,560.0,68.0,0.1214,5.0,1.5353,1.5735,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,0.0,37.0,3.95
8,1,3,655.0,90.0,0.1374,8.0,2.3025,1.8111,16.0,15.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,12.0,4.0,0.0,0.0,0.0,0.0,38.0,3.48
9,1,3,841.0,58.0,0.069,6.0,2.035,1.8966,6.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,0.0,0.0,0.0,0.0,28.0,3.47
10,1,4,644.0,145.0,0.2252,7.0,1.6652,1.1724,13.0,31.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,89.0,3.9
11,1,4,471.0,86.0,0.1826,8.0,1.9633,1.4651,17.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1.0,0.0,0.0,0.0,0.0,44.0,4.1
12,1,5,718.0,157.0,0.2187,9.0,1.8166,1.5032,32.0,31.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,84.0,4.35
13,1,5,1471.0,78.0,0.053,8.0,2.3435,1.6154,6.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,38.0,0.0,0.0,0.0,0.0,11.0,4.62
14,1,5,585.0,53.0,0.0906,8.0,2.5648,2.3585,3.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,7.0,19.0,0.0,0.0,0.0,0.0,9.0,3.89
15,1,4,556.0,77.0,0.1385,5.0,1.7033,1.8831,10.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,39.0,4.05
16,1,4,2176.0,166.0,0.0763,10.0,2.7677,2.012,23.0,26.0,7.0,0.0,7.0,0.0,0.0,19.0,0.0,0.0,0.0,9.0,53.0,1.0,0.0,1.0,0.0,20.0,4.04
17,1,4,109.0,7.0,0.0642,4.0,1.9502,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.93
18,1,3,623.0,116.0,0.1862,8.0,1.5202,1.4052,15.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,82.0,3.8
19,1,5,877.0,123.0,0.1403,8.0,2.1439,1.5854,17.0,11.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,55.0,4.51
20,1,5,899.0,151.0,0.168,8.0,1.8178,1.4636,16.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,0.0,0.0,0.0,0.0,89.0,4.7
21,1,4,10.0,1.0,0.1,1.0,-0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.96
22,1,4,454.0,69.0,0.152,10.0,2.3626,1.4348,3.0,14.0,1.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,31.0,4.02
23,1,4,370.0,33.0,0.0892,5.0,1.6513,1.3333,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,19.0,3.91
24,1,4,1132.0,98.0,0.0866,8.0,2.117,2.0102,8.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,47.0,0.0,0.0,0.0,2.0,25.0,4.03
25,1,3,677.0,136.0,0.2009,8.0,1.7735,1.3824,19.0,27.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,79.0,4.06
26,1,4,741.0,107.0,0.1444,7.0,2.2946,1.9252,17.0,15.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,0.0,0.0,0.0,34.0,4.1
27,1,3,861.0,88.0,0.1022,6.0,1.9442,1.4886,7.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0,41.0,3.46
28,1,3,632.0,122.0,0.193,7.0,1.8054,1.4344,23.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,72.0,4.03
29,1,4,293.0,13.0,0.0444,5.0,1.9143,2.3077,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,3.93
30,1,3,898.0,37.0,0.0412,9.0,2.7423,2.6486,3.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,8.0,3.53
31,1,4,551.0,56.0,0.1016,9.0,2.4158,1.7321,13.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,21.0,4.07
32,1,5,1483.0,211.0,0.1423,11.0,1.874,1.4882,29.0,35.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,124.0,4.47
33,1,5,1465.0,140.0,0.0956,12.0,2.6941,1.8071,25.0,28.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,4.0,1.0,0.0,0.0,44.0,4.93
34,1,2,171.0,9.0,0.0526,6.0,2.4194,3.3333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.93
35,1,1,567.0,101.0,0.1781,8.0,1.8804,1.5149,13.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,56.0,2.64
36,1,4,720.0,154.0,0.2139,8.0,1.6928,1.4481,32.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,92.0,3.98
37,1,5,740.0,107.0,0.1446,8.0,2.1416,1.5421,16.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,52.0,4.52
38,1,5,693.0,83.0,0.1198,7.0,2.2446,1.5422,18.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,23.0,4.74
39,1,4,785.0,111.0,0.1414,10.0,1.9075,1.6757,10.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,1.0,70.0,4.01
40,1,4,543.0,87.0,0.1602,7.0,2.2298,1.6207,15.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,34.0,4.53
41,1,5,580.0,108.0,0.1862,8.0,2.2498,1.6667,20.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,45.0,4.88
42,1,5,644.0,92.0,0.1429,6.0,1.8749,1.2935,12.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,49.0,3.68
43,1,5,592.0,77.0,0.1301,8.0,2.4261,1.5065,13.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,28.0,4.63
44,1,4,567.0,97.0,0.1711,10.0,2.4853,1.7216,9.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,14.0,3.0,0.0,0.0,0.0,38.0,4.17
45,1,2,656.0,90.0,0.1372,6.0,1.6398,1.4667,18.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,55.0,2.88
46,1,5,541.0,115.0,0.2126,10.0,2.1457,1.5739,13.0,32.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,54.0,4.62
47,1,5,1020.0,91.0,0.0892,9.0,2.3653,1.7912,5.0,6.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,3.0,0.0,40.0,4.51
