user_id,file_id,rating,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,pred_rating
69,1,4,0.9936,0.123,0.828,0.048,0.1968,0.4915,3.96
70,1,5,0.9991,0.101,0.854,0.045,0.1044,0.5185,4.76
71,1,5,0.9726,0.106,0.857,0.037,0.0436,0.5236,4.4
72,1,5,0.9816,0.095,0.869,0.036,0.2193,0.4567,3.95
73,1,4,0.9783,0.124,0.848,0.029,0.0433,0.5088,4.07
74,1,3,0.996,0.158,0.821,0.021,0.2345,0.5673,3.1
75,1,5,0.9949,0.133,0.837,0.03,0.0167,0.4839,4.69
0,2,5,0.8957,0.09,0.852,0.058,-0.1387,0.4653,4.47
1,2,5,0.9923,0.131,0.858,0.011,0.1253,0.5362,4.47
2,2,4,0.9988,0.139,0.812,0.049,0.1449,0.4683,4.24
3,2,5,0.9996,0.167,0.796,0.038,0.1279,0.4562,4.73
4,2,5,0.9899,0.122,0.858,0.02,0.0091,0.5358,4.63
5,2,4,0.9919,0.145,0.824,0.031,0.1826,0.5349,3.57
6,2,4,0.9945,0.137,0.838,0.025,0.0581,0.5272,4.39
7,2,4,0.996,0.185,0.779,0.036,0.0885,0.5049,4.11
8,2,3,0.9825,0.095,0.869,0.036,0.1078,0.4126,3.53
9,2,4,0.9968,0.139,0.838,0.023,0.1624,0.5291,3.85
10,2,3,0.986,0.1,0.875,0.025,0.0822,0.5526,3.28
11,2,4,0.991,0.131,0.83,0.039,0.076,0.4373,3.9
12,2,5,0.9688,0.108,0.865,0.028,0.0798,0.4706,4.51
13,2,2,0.9982,0.105,0.858,0.038,0.0363,0.5045,3.37
14,2,5,0.9938,0.134,0.84,0.026,0.0991,0.5301,4.86
15,2,4,0.9041,0.083,0.877,0.039,-0.0164,0.5079,4.07
16,2,2,0.9983,0.149,0.824,0.026,0.1758,0.5263,3.82
17,2,2,0.9712,0.199,0.77,0.031,0.2167,0.4,2.93
18,2,4,0.9949,0.112,0.846,0.042,0.0921,0.4342,4.32
19,2,5,0.9986,0.135,0.832,0.033,0.0393,0.4479,4.76
20,2,5,0.9761,0.081,0.888,0.031,0.1428,0.4264,4.31
21,2,4,0.0,0.0,1.0,0.0,0.1667,0.2361,3.88
22,2,4,0.8519,0.071,0.878,0.051,0.0262,0.4589,3.86
23,2,4,0.9761,0.138,0.819,0.043,-0.0917,0.5063,3.97
24,2,4,0.9792,0.137,0.807,0.056,-0.0315,0.5355,4.04
25,2,4,0.9774,0.09,0.863,0.047,0.0804,0.4193,4.03
26,2,4,0.9312,0.099,0.831,0.071,0.0623,0.3782,3.95
27,2,4,0.9776,0.095,0.861,0.044,0.0854,0.4967,3.94
28,2,3,0.9914,0.124,0.831,0.045,-0.0418,0.5495,3.53
29,2,4,0.2023,0.099,0.8,0.1,-0.0346,0.4821,3.9
30,2,4,0.9633,0.133,0.82,0.047,0.0973,0.3723,4.09
31,2,4,0.993,0.16,0.769,0.072,0.0722,0.5051,3.85
32,2,4,0.9975,0.162,0.807,0.031,0.0962,0.4386,4.17
33,2,5,0.9986,0.145,0.798,0.057,0.0361,0.4897,4.83
34,2,5,0.9914,0.155,0.809,0.035,0.0956,0.474,4.5
35,2,2,0.9823,0.1,0.875,0.025,0.0751,0.5614,2.98
36,2,4,0.9921,0.107,0.858,0.036,0.0362,0.4226,4.15
37,2,5,0.9979,0.196,0.777,0.028,0.0545,0.5523,4.56
38,2,4,0.9956,0.14,0.82,0.039,0.2027,0.5405,3.93
39,2,2,0.9776,0.078,0.885,0.038,0.0519,0.4814,3.06
40,2,2,0.9921,0.179,0.776,0.045,0.0436,0.3244,3.0
41,2,5,0.9851,0.127,0.853,0.02,0.1133,0.5346,4.62
42,2,4,0.9917,0.13,0.84,0.03,-0.0052,0.4213,3.77
43,2,5,0.9674,0.114,0.844,0.042,-0.0062,0.4933,4.53
44,2,4,0.9647,0.098,0.874,0.028,0.065,0.496,3.97
45,2,2,0.9806,0.098,0.86,0.042,0.0279,0.4811,3.02
46,2,5,0.9826,0.097,0.872,0.031,0.1791,0.46,4.4
47,2,5,0.9932,0.097,0.877,0.026,0.1581,0.4258,4.55
48,2,4,0.9798,0.077,0.895,0.027,0.0123,0.5223,3.94
49,2,5,0.9862,0.132,0.825,0.043,0.0994,0.4635,4.59
50,2,5,0.9806,0.089,0.889,0.022,-0.004,0.3621,4.25
51,2,5,0.9941,0.145,0.834,0.021,-0.0343,0.5461,4.58
52,2,4,0.936,0.102,0.835,0.063,0.1147,0.534,4.08
53,2,5,0.9921,0.134,0.83,0.036,0.0931,0.4053,4.99
54,2,4,0.9941,0.114,0.854,0.032,0.184,0.5397,3.87
55,2,5,0.9927,0.089,0.861,0.05,0.0554,0.4156,4.75
56,2,4,0.9851,0.102,0.875,0.023,0.0342,0.5206,3.86
57,2,5,0.9871,0.129,0.832,0.039,0.0,0.5189,4.46
58,2,2,0.9726,0.083,0.897,0.021,-0.0085,0.4522,2.17
59,2,4,0.3382,0.098,0.902,0.0,0.0,0.5,3.84
60,2,4,0.7579,0.061,0.897,0.042,0.0432,0.5026,3.91
61,2,5,0.9973,0.102,0.863,0.035,0.038,0.4582,4.73
62,2,4,0.9947,0.163,0.796,0.041,0.0095,0.4508,4.0
63,2,5,0.9934,0.097,0.899,0.004,0.095,0.5057,4.57
64,2,5,0.9855,0.097,0.862,0.04,0.0248,0.4338,4.16
65,2,3,0.9891,0.153,0.815,0.033,0.0578,0.4905,3.44
66,2,4,0.872,0.053,0.913,0.034,0.0451,0.4513,3.82
67,2,4,0.9828,0.104,0.858,0.038,0.0623,0.464,3.77
68,2,4,0.9866,0.116,0.842,0.041,0.0685,0.4582,4.01
69,2,4,0.9882,0.12,0.848,0.032,0.1715,0.5058,3.93
70,2,3,0.9552,0.113,0.829,0.058,-0.0353,0.4206,3.11
71,2,5,0.9812,0.115,0.845,0.041,-0.0451,0.566,4.43
72,2,5,0.9402,0.109,0.824,0.067,0.0961,0.3745,4.39
73,2,3,0.9786,0.103,0.845,0.052,0.0888,0.4976,3.6
74,2,4,0.9967,0.179,0.807,0.013,0.2036,0.5467,3.92
75,2,4,0.2732,0.296,0.704,0.0,0.0,0.0,3.01
0,3,5,0.987,0.109,0.868,0.023,0.0281,0.4849,4.52
1,3,4,0.9826,0.104,0.86,0.036,0.2448,0.4971,3.9
2,3,4,0.9954,0.148,0.819,0.033,0.0163,0.4457,4.06
3,3,5,0.9961,0.144,0.83,0.026,0.1208,0.512,4.61
4,3,5,0.9902,0.122,0.843,0.036,-0.0517,0.4702,3.97
5,3,2,0.9947,0.171,0.803,0.026,0.2403,0.619,2.95
6,3,4,0.9758,0.118,0.833,0.05,-0.0163,0.465,3.89
7,3,4,0.992,0.187,0.767,0.046,0.0965,0.368,3.69
8,3,2,0.9806,0.116,0.857,0.027,0.1501,0.4448,3.09
9,3,3,0.9936,0.176,0.777,0.047,0.0442,0.4608,3.29
10,3,2,0.9947,0.11,0.867,0.023,0.0537,0.5053,4.49
11,3,4,0.991,0.131,0.83,0.039,0.076,0.4373,3.9
12,3,5,0.981,0.114,0.834,0.052,-0.0172,0.5268,4.51
13,3,4,0.0,0.0,1.0,0.0,0.3,0.625,3.82
14,3,5,0.9899,0.143,0.822,0.034,0.1034,0.4388,3.68
15,3,4,0.9874,0.129,0.837,0.034,0.0134,0.5188,4.02
16,3,5,0.9887,0.115,0.832,0.052,0.0074,0.4538,3.89
17,3,4,0.9771,0.117,0.854,0.028,0.2147,0.5557,3.9
18,3,3,0.9971,0.129,0.86,0.011,0.1931,0.5403,3.38
19,3,5,0.9876,0.134,0.834,0.031,0.0986,0.4707,4.66
20,3,5,0.9911,0.121,0.853,0.026,0.0679,0.4977,4.69
21,3,4,0.0,0.0,1.0,0.0,0.1667,0.2361,3.88
22,3,4,0.9565,0.092,0.859,0.049,-0.0034,0.45,3.86
23,3,4,0.9761,0.138,0.819,0.043,-0.0917,0.5063,3.97
24,3,4,0.9935,0.149,0.816,0.035,0.1132,0.5071,4.31
25,3,4,0.9972,0.137,0.826,0.037,0.0386,0.4889,4.2
26,3,5,0.9169,0.084,0.869,0.046,-0.1625,0.5,4.63
27,3,4,0.9776,0.095,0.861,0.044,0.0854,0.4967,3.94
28,3,3,0.9922,0.122,0.847,0.031,0.1685,0.4737,3.65
29,3,4,0.9948,0.16,0.815,0.026,0.0476,0.4911,4.06
30,3,4,0.9571,0.126,0.803,0.071,0.0992,0.3518,3.85
31,3,4,0.9861,0.162,0.792,0.046,0.1548,0.5179,3.96
32,3,4,0.9866,0.101,0.88,0.019,0.1023,0.4643,4.05
33,3,5,0.9958,0.12,0.832,0.048,0.0481,0.4608,4.35
34,3,4,0.9902,0.134,0.846,0.02,0.1304,0.4926,4.28
35,3,1,0.9873,0.13,0.837,0.034,0.2491,0.7331,2.74
36,3,4,0.9799,0.094,0.861,0.045,-0.0176,0.4926,4.09
37,3,5,0.9789,0.076,0.9,0.024,0.2861,0.6589,3.7
38,3,4,0.9853,0.108,0.866,0.026,-0.0788,0.5602,3.89
39,3,2,0.9865,0.1,0.867,0.032,-0.003,0.5239,3.21
40,3,2,0.9701,0.096,0.868,0.035,0.0906,0.3562,3.26
41,3,4,0.9924,0.165,0.807,0.028,0.1505,0.4653,3.92
42,3,5,0.9971,0.178,0.804,0.019,0.0156,0.5334,4.64
43,3,5,0.9963,0.181,0.791,0.028,0.0444,0.46,4.47
44,3,4,0.9756,0.107,0.858,0.036,0.0713,0.3741,3.95
45,3,4,0.9893,0.099,0.871,0.03,0.0079,0.4151,3.97
46,3,5,0.9931,0.124,0.851,0.026,0.0672,0.4217,4.79
47,3,4,0.997,0.131,0.833,0.036,0.1281,0.507,4.11
48,3,4,0.7717,0.11,0.805,0.086,0.0389,0.462,3.88
49,3,5,0.9153,0.082,0.862,0.057,-0.0203,0.4913,4.64
50,3,4,0.9905,0.085,0.896,0.019,0.3238,0.7379,3.61
51,3,5,0.9858,0.093,0.881,0.026,0.0519,0.5188,4.51
52,3,3,0.9891,0.118,0.847,0.035,0.021,0.4534,3.68
53,3,5,0.9921,0.134,0.83,0.036,0.0931,0.4053,4.99
54,3,4,0.9985,0.136,0.834,0.03,0.1991,0.5149,3.97
55,3,5,0.9886,0.086,0.856,0.058,0.071,0.3833,4.58
56,3,4,0.9857,0.11,0.856,0.034,0.2243,0.5874,3.84
57,3,4,0.9606,0.13,0.799,0.071,0.0533,0.4315,3.3
58,3,2,0.9726,0.083,0.897,0.021,-0.0085,0.4522,2.17
59,3,5,0.0,0.089,0.807,0.104,0.1567,0.3322,4.42
60,3,4,0.9881,0.086,0.867,0.047,0.0056,0.4645,4.2
61,3,5,0.9955,0.106,0.852,0.042,0.0233,0.4484,4.66
62,3,4,0.9884,0.132,0.833,0.035,0.0299,0.4499,3.67
63,3,5,0.9952,0.095,0.863,0.042,0.0878,0.4587,4.79
64,3,5,0.9764,0.144,0.799,0.057,0.0833,0.4265,3.48
65,3,3,0.9747,0.08,0.891,0.029,-0.3641,0.6996,2.96
66,3,4,0.9493,0.084,0.895,0.021,0.0655,0.5247,3.93
67,3,4,0.9678,0.108,0.846,0.046,0.0477,0.4536,3.95
68,3,4,0.9916,0.094,0.879,0.027,0.0583,0.4559,4.18
69,3,4,0.8907,0.073,0.877,0.05,0.0227,0.4572,3.88
70,3,2,0.9551,0.079,0.876,0.044,-0.0955,0.5727,3.11
71,3,5,0.9676,0.117,0.836,0.048,0.0902,0.609,4.48
72,3,4,0.8863,0.089,0.851,0.06,0.0415,0.4501,4.03
73,3,4,0.9903,0.125,0.826,0.048,-0.0084,0.5482,3.94
74,3,3,0.9926,0.164,0.794,0.042,0.2079,0.5339,3.6
75,3,5,0.9865,0.106,0.868,0.025,-0.0193,0.5195,4.53
0,4,5,0.9558,0.075,0.883,0.043,0.0898,0.4382,4.39
1,4,4,0.9559,0.1,0.84,0.06,0.2667,0.685,3.87
2,4,4,0.9981,0.122,0.853,0.025,0.0997,0.4392,4.13
3,4,5,0.9967,0.134,0.825,0.041,0.0478,0.4884,4.31
4,4,5,0.9756,0.089,0.869,0.041,0.0488,0.5446,4.54
5,4,4,0.9753,0.09,0.889,0.021,0.1076,0.4924,3.95
6,4,4,0.9676,0.102,0.877,0.021,-0.0167,0.5261,3.89
7,4,4,0.9761,0.11,0.865,0.026,0.1519,0.5695,3.86
8,4,4,0.96,0.083,0.881,0.036,0.0216,0.439,3.91
9,4,4,0.9984,0.169,0.785,0.045,0.1091,0.4641,4.24
10,4,2,0.9944,0.14,0.821,0.039,0.1874,0.5513,3.03
11,4,4,0.9895,0.135,0.821,0.044,0.0078,0.563,3.91
12,4,5,0.9678,0.106,0.843,0.051,0.1545,0.4652,4.08
13,4,4,0.9978,0.123,0.838,0.039,0.1196,0.4849,4.29
14,4,5,0.9939,0.174,0.798,0.028,0.0669,0.5023,3.96
15,4,4,0.9674,0.123,0.845,0.032,0.1077,0.454,3.92
16,4,4,0.981,0.095,0.884,0.021,0.0309,0.5079,3.88
17,4,5,0.7783,0.25,0.687,0.063,0.0,1.0,3.4
18,4,3,0.9971,0.129,0.86,0.011,0.1931,0.5403,3.38
19,4,5,0.9962,0.084,0.884,0.032,0.0815,0.5295,4.74
20,4,5,0.9946,0.138,0.842,0.021,0.0939,0.4986,4.77
21,4,4,0.0,0.0,1.0,0.0,0.1667,0.2361,3.88
22,4,3,0.91,0.074,0.874,0.052,-0.005,0.4544,3.47
23,4,3,0.9756,0.14,0.811,0.049,-0.0815,0.45,3.09
24,4,4,0.9908,0.124,0.842,0.033,0.1081,0.4452,3.93
25,4,4,0.9978,0.135,0.835,0.03,0.0767,0.5534,4.19
26,4,4,0.9984,0.126,0.833,0.042,0.164,0.4978,4.05
27,4,4,0.9821,0.101,0.855,0.043,0.0854,0.4967,3.86
28,4,3,0.9858,0.107,0.855,0.037,0.0262,0.4607,3.46
29,4,5,0.9969,0.183,0.798,0.019,0.1395,0.5482,4.62
30,4,4,0.9908,0.145,0.818,0.038,-0.0135,0.5492,3.98
31,4,5,0.9902,0.144,0.814,0.041,0.0665,0.5496,4.42
32,4,5,0.9945,0.137,0.817,0.046,0.1211,0.4932,4.66
33,4,4,0.9985,0.131,0.831,0.039,0.0539,0.4539,4.28
34,4,5,0.9966,0.133,0.829,0.037,0.1222,0.4706,4.7
35,4,1,0.9392,0.104,0.84,0.057,0.0331,0.4284,2.38
36,4,4,0.985,0.109,0.845,0.046,-0.0075,0.5003,4.09
37,4,5,0.9862,0.086,0.882,0.032,0.1731,0.5509,4.42
38,4,4,0.9943,0.144,0.804,0.052,0.1821,0.5,3.94
39,4,2,0.9917,0.14,0.827,0.033,0.0683,0.4385,3.1
40,4,4,0.9921,0.137,0.83,0.033,0.0295,0.4891,4.04
41,4,5,0.9781,0.097,0.867,0.036,0.1293,0.3077,4.29
42,4,4,0.9796,0.102,0.846,0.052,-0.0051,0.5432,3.97
43,4,5,0.9842,0.123,0.854,0.023,0.165,0.3921,4.37
44,4,4,0.9903,0.15,0.811,0.038,0.0413,0.4615,3.97
45,4,4,0.9879,0.122,0.837,0.041,0.1418,0.5838,4.03
46,4,5,0.9911,0.117,0.851,0.033,0.2019,0.4685,3.92
47,4,5,0.9984,0.129,0.854,0.017,-0.0246,0.5627,4.55
48,4,4,0.9617,0.097,0.859,0.044,-0.0518,0.5434,4.12
49,4,5,0.989,0.106,0.865,0.029,-0.0171,0.4949,4.57
50,4,4,0.9552,0.076,0.881,0.042,0.2652,0.747,3.57
51,4,4,0.9625,0.071,0.911,0.019,-0.019,0.5279,3.86
52,4,2,0.9523,0.122,0.803,0.074,0.0055,0.4432,2.7
53,4,5,0.9921,0.134,0.83,0.036,0.0931,0.4053,4.99
54,4,4,0.9961,0.122,0.852,0.025,0.2326,0.566,3.6
55,4,5,0.9975,0.089,0.874,0.037,0.0506,0.3737,4.71
56,4,4,0.9906,0.119,0.85,0.031,-0.0286,0.4904,4.01
57,4,4,0.9954,0.092,0.884,0.025,0.0146,0.478,4.25
58,4,2,0.9726,0.083,0.897,0.021,-0.0085,0.4522,2.17
59,4,4,0.9994,0.131,0.846,0.023,0.1454,0.4629,4.15
60,4,3,0.9534,0.076,0.885,0.039,0.0259,0.4869,3.45
61,4,5,0.9929,0.081,0.884,0.036,0.0379,0.4776,4.73
62,4,4,0.9774,0.106,0.845,0.049,-0.0318,0.5364,4.12
63,4,5,0.9999,0.172,0.815,0.014,0.1236,0.4343,4.36
64,4,5,0.9988,0.147,0.83,0.023,0.116,0.4772,4.53
65,4,4,0.9937,0.141,0.819,0.039,0.0365,0.3742,3.97
66,4,4,0.5994,0.063,0.902,0.035,0.0578,0.5019,3.97
67,4,4,0.9813,0.101,0.846,0.053,0.0096,0.451,3.75
68,4,3,0.9569,0.092,0.893,0.015,0.0267,0.5358,3.55
69,4,4,0.9694,0.115,0.817,0.067,0.0152,0.5288,4.12
70,4,4,0.9753,0.083,0.884,0.033,0.0089,0.3152,3.94
71,4,5,0.9945,0.128,0.843,0.028,0.0234,0.4916,4.79
