user_id,file_id,rating,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,pred_rating
52,0,1.0,398,156,0.392,7.8196,5.5293,0.8435,0.0261,57.448,236.8083,0.0,0.8077,5.8442,2.26
53,0,5.0,718,242,0.337,9.0314,6.3861,0.8346,0.0251,72.8967,211.9758,0.0,0.7975,5.4318,4.55
54,0,5.0,1628,413,0.2537,10.2358,7.2378,0.8145,0.0251,70.0427,144.3941,0.0,0.6901,5.3501,4.77
55,0,5.0,1365,376,0.2755,10.177,7.1963,0.8214,0.0247,54.0675,164.7436,0.0479,0.6117,5.9663,4.29
56,0,5.0,676,233,0.3447,8.9615,6.3368,0.8365,0.0251,117.5554,203.1327,0.0,0.8283,5.4527,3.61
57,0,4.0,852,283,0.3322,9.6954,6.8557,0.8367,0.0242,89.2129,239.7583,0.0,0.788,5.7277,3.34
58,0,3.0,1060,293,0.2764,8.9994,6.3636,0.8154,0.0265,88.6792,161.6624,0.0,0.727,5.2509,3.34
59,0,4.0,2694,771,0.2862,14.8544,10.5037,0.8416,0.0201,56.8642,175.8078,0.3502,0.323,5.6318,4.07
60,0,4.0,894,220,0.2461,7.3579,5.2028,0.7937,0.0304,71.6434,131.4583,0.0,0.6091,4.9754,4.07
61,0,5.0,32,16,0.5,2.8284,2.0,0.8,0.0577,312.5,32.0,0.0,1.0,6.1875,4.4
62,0,2.0,612,214,0.3497,8.6504,6.1168,0.8362,0.0255,99.214,225.6776,0.0,0.8271,5.6209,2.83
68,0,5.0,1373,435,0.3168,11.7396,8.3012,0.8409,0.022,79.1882,148.3217,0.3609,0.3218,5.0306,3.37
69,0,4.0,738,262,0.355,9.6444,6.8196,0.8432,0.0237,81.8516,307.3776,0.0,0.8244,5.9593,4.05
70,0,4.0,1748,402,0.23,9.6151,6.7989,0.8031,0.0264,72.4005,111.8253,0.3408,0.2413,4.9348,4.08
71,0,4.0,716,214,0.2989,7.9976,5.6551,0.8163,0.0279,84.9693,132.8461,0.0,0.743,5.4777,3.62
72,0,4.0,925,367,0.3968,12.0669,8.5326,0.8646,0.0198,57.9927,129.2384,0.5204,0.2425,5.2303,4.0
73,0,5.0,726,227,0.3127,8.4248,5.9572,0.8235,0.0268,87.0842,150.5987,0.0,0.7709,5.4105,4.36
74,0,4.0,1667,590,0.3539,14.4505,10.2181,0.86,0.0189,47.4938,168.9456,0.461,0.2678,5.4121,4.19
75,0,5.0,1670,452,0.2707,11.0606,7.8211,0.8239,0.0237,62.0962,163.2792,0.0,0.6969,5.4299,4.77
76,0,2.0,1520,558,0.3671,14.3124,10.1204,0.8632,0.0187,64.2226,147.8981,0.4211,0.353,5.4684,2.86
77,0,3.0,1343,476,0.3544,12.9888,9.1845,0.856,0.02,54.4008,171.1637,0.3992,0.3466,5.3507,4.09
78,0,4.0,1408,437,0.3104,11.6461,8.235,0.8386,0.0223,92.0471,111.4495,0.4188,0.3021,5.2088,3.32
79,0,4.0,12,6,0.5,1.7321,1.2247,0.7211,0.1123,833.3333,12.0,0.0,1.0,7.0,4.1
0,1,5.0,580,177,0.3052,7.3495,5.1969,0.8135,0.0293,76.2188,153.3304,0.0,0.6949,5.0931,4.53
1,1,5.0,678,204,0.3009,7.8346,5.5399,0.8158,0.0283,65.5668,161.5001,0.0,0.6765,5.4159,4.09
2,1,4.0,640,194,0.3031,7.6685,5.4225,0.8153,0.0286,100.0,127.8231,0.0,0.7423,5.4906,3.26
3,1,5.0,2836,490,0.1728,9.2012,6.5062,0.7792,0.0278,61.4555,216.4606,0.0,0.2673,6.2158,4.5
4,1,5.0,448,190,0.4241,8.9767,6.3475,0.8595,0.023,44.2443,303.7352,0.0,0.8789,5.9107,4.48
5,1,4.0,564,202,0.3582,8.5057,6.0145,0.8379,0.0256,88.904,256.701,0.0,0.8366,5.6879,3.71
6,1,4.0,802,263,0.3279,9.2869,6.5668,0.8333,0.0249,75.7769,190.5766,0.0,0.7643,5.4314,3.93
7,1,4.0,874,238,0.2723,8.0505,5.6925,0.8079,0.0284,87.9724,134.6098,0.0126,0.5336,5.46,3.46
8,1,2.0,654,241,0.3685,9.4238,6.6637,0.846,0.0238,47.8355,340.022,0.0124,0.7759,5.4358,2.23
9,1,4.0,1498,503,0.3358,12.9961,9.1896,0.8508,0.0204,59.6434,194.934,0.4175,0.2664,5.1235,4.1
10,1,4.0,594,212,0.3569,8.6985,6.1507,0.8387,0.0253,91.4306,247.0437,0.0,0.8585,5.8047,3.68
11,1,4.0,676,231,0.3417,8.8846,6.2824,0.8352,0.0253,96.7228,209.163,0.0,0.8225,5.6065,3.67
12,1,5.0,1828,638,0.349,14.9222,10.5516,0.8599,0.0187,42.6444,200.1292,0.373,0.384,5.4261,4.58
13,1,2.0,38,18,0.4737,2.92,2.0647,0.7946,0.0565,318.5596,33.9052,0.0,0.9444,5.0526,2.94
14,1,5.0,1034,324,0.3133,10.0759,7.1248,0.8328,0.0241,74.9189,225.4855,0.0,0.7685,5.8259,4.47
15,1,2.0,564,196,0.3475,8.2531,5.8358,0.8332,0.0263,111.5387,175.4642,0.0,0.8214,5.6277,3.09
16,1,4.0,1390,380,0.2734,10.1924,7.2071,0.8208,0.0248,76.3418,166.4341,0.0,0.7316,5.1971,4.02
17,1,4.0,260,108,0.4154,6.6979,4.7361,0.842,0.0284,101.1834,171.1893,0.0,0.8889,5.6154,3.79
18,1,3.0,362,147,0.4061,7.7261,5.4632,0.847,0.026,64.8637,221.3149,0.0,0.8776,5.7569,3.35
19,1,5.0,1082,431,0.3983,13.1028,9.2651,0.8683,0.0189,48.4145,222.8257,0.4455,0.3202,5.3762,4.61
20,1,5.0,540,209,0.387,8.9939,6.3597,0.8491,0.024,54.1838,314.4738,0.0,0.8421,5.8815,4.58
21,1,4.0,20,9,0.45,2.0125,1.423,0.7335,0.089,700.0,20.0,0.0,0.8889,4.4,4.0
22,1,4.0,790,281,0.3557,9.9975,7.0693,0.8451,0.0232,51.37,310.3929,0.0,0.7865,5.3797,3.79
23,1,3.0,836,263,0.3146,9.096,6.4319,0.8281,0.0255,83.3887,184.4172,0.0,0.7452,5.61,2.81
24,1,1.0,78,33,0.4231,3.7365,2.6421,0.8026,0.0453,220.2498,54.2489,0.0,0.8485,5.8974,2.18
25,1,4.0,58,25,0.431,3.2827,2.3212,0.7927,0.051,267.5386,42.991,0.0,0.84,4.8276,3.82
26,1,4.0,387,247,0.6382,12.5557,8.8782,0.9246,0.0126,64.8999,166.3947,0.7571,0.1498,5.323,3.69
27,1,2.0,554,181,0.3267,7.69,5.4376,0.8229,0.028,99.1151,136.2409,0.0,0.7845,5.5379,2.66
28,1,4.0,876,269,0.3071,9.0887,6.4267,0.8257,0.0257,76.9896,151.1198,0.0,0.7509,5.5046,3.91
29,1,4.0,1328,391,0.2944,10.7295,7.5869,0.83,0.0236,80.291,164.5227,0.0,0.7519,5.1039,3.85
30,1,3.0,2558,609,0.2381,12.0411,8.5144,0.8171,0.0233,87.5177,122.7285,0.3366,0.312,4.9652,3.34
31,1,5.0,893,262,0.2934,8.7675,6.1996,0.8195,0.0266,67.7912,135.0966,0.0382,0.6565,5.2094,4.45
32,1,4.0,1001,354,0.3536,11.1889,7.9117,0.8495,0.0218,71.3772,217.8715,0.3249,0.3588,5.5375,3.87
33,1,5.0,1888,484,0.2564,11.139,7.8764,0.8195,0.0239,62.6111,145.9681,0.2335,0.3781,5.2135,4.93
34,1,4.0,712,224,0.3146,8.3948,5.936,0.8239,0.0268,88.6883,164.7953,0.0,0.7679,5.3455,3.92
35,1,2.0,664,202,0.3042,7.8391,5.5431,0.8169,0.0282,126.2883,114.222,0.0,0.797,5.3283,3.46
36,1,4.0,20,10,0.5,2.2361,1.5811,0.7686,0.0772,500.0,20.0,0.0,1.0,5.2,4.08
37,1,2.0,90,39,0.4333,4.111,2.9069,0.8142,0.0413,190.1235,61.7538,0.0,0.8974,4.7333,2.33
38,1,4.0,442,172,0.3891,8.1812,5.785,0.8451,0.0254,54.9743,255.4803,0.0,0.8372,5.7602,3.33
39,1,3.0,446,176,0.3946,8.3338,5.8929,0.8476,0.025,57.4112,269.2155,0.0,0.8409,5.9596,3.19
40,1,2.0,1367,438,0.3204,11.8465,8.3767,0.8424,0.0218,74.8011,173.2769,0.3082,0.3721,5.3665,2.62
41,1,5.0,36,16,0.4444,2.6667,1.8856,0.7737,0.0631,401.2346,28.2414,0.0,0.875,3.9444,4.08
42,1,4.0,1488,349,0.2345,9.0474,6.3975,0.8015,0.0272,91.051,120.3753,0.0,0.6418,5.0175,3.87
43,1,5.0,14,7,0.5,1.8708,1.3229,0.7374,0.0995,714.2857,14.0,0.0,1.0,5.0,4.06
44,1,4.0,50,21,0.42,2.9698,2.1,0.7782,0.0567,328.0,39.5833,0.0,0.8095,4.92,3.9
45,1,4.0,1014,318,0.3136,9.9864,7.0614,0.8325,0.0242,102.9959,168.5083,0.0,0.7893,5.858,3.78
46,1,5.0,754,255,0.3382,9.2866,6.5666,0.8364,0.0247,108.106,227.8562,0.0,0.8157,5.9019,4.21
47,1,4.0,1904,445,0.2337,10.1983,7.2113,0.8075,0.0255,81.0986,114.7058,0.0,0.6742,5.0641,4.2
48,1,3.0,656,208,0.3171,8.121,5.7424,0.8229,0.0273,110.2394,120.5043,0.0,0.7788,5.8506,2.86
49,1,4.0,1140,365,0.3202,10.8104,7.6441,0.8382,0.023,52.3084,196.1258,0.2712,0.3671,5.3982,4.2
50,1,4.0,486,167,0.3436,7.5753,5.3565,0.8273,0.0279,95.0905,150.5486,0.0,0.7844,5.0247,3.84
51,1,4.0,14,7,0.5,1.8708,1.3229,0.7374,0.0995,714.2857,14.0,0.0,1.0,5.5714,3.38
52,1,2.0,500,190,0.38,8.4971,6.0083,0.8443,0.0251,77.6,270.6604,0.0,0.8579,5.568,2.81
53,1,5.0,568,200,0.3521,8.3918,5.9339,0.8354,0.026,92.2436,149.398,0.0,0.81,5.8204,4.16
54,1,5.0,1686,405,0.2402,9.8634,6.9745,0.808,0.0258,82.1995,129.9759,0.0,0.6741,5.2242,4.6
55,1,5.0,2674,748,0.2797,14.4651,10.2284,0.8386,0.0205,46.6891,174.9223,0.3703,0.2701,5.3186,4.62
56,1,5.0,696,222,0.319,8.4149,5.9502,0.8254,0.0267,100.4096,147.1254,0.0,0.7613,5.7155,4.19
57,1,2.0,602,226,0.3754,9.2111,6.5132,0.8469,0.0239,70.4738,325.5051,0.0,0.854,6.2525,2.89
58,1,2.0,1480,353,0.2385,9.1758,6.4883,0.8036,0.0269,96.859,110.9732,0.0,0.6912,4.9649,3.01
59,1,5.0,783,246,0.3142,8.7913,6.2164,0.8262,0.0261,69.9409,112.7318,0.2683,0.3089,4.788,4.49
60,1,4.0,570,277,0.486,11.6023,8.204,0.8863,0.0179,60.3878,133.5938,0.6209,0.1661,5.0579,3.9
61,1,5.0,28,14,0.5,2.6458,1.8708,0.792,0.0624,357.1429,28.0,0.0,1.0,5.6429,4.46
62,1,2.0,598,198,0.3311,8.0968,5.7253,0.8271,0.027,93.679,165.2617,0.0,0.7929,5.3746,2.78
63,1,5.0,2888,648,0.2244,12.058,8.5263,0.8125,0.0235,56.7349,230.8524,0.0,0.6204,5.8373,4.7
64,1,5.0,778,307,0.3946,11.0065,7.7828,0.8603,0.021,54.9494,113.2416,0.4756,0.2378,4.6684,4.47
65,1,4.0,646,223,0.3452,8.7738,6.204,0.8356,0.0254,80.2749,249.0863,0.0,0.7982,5.743,3.25
66,1,4.0,628,228,0.3631,9.0982,6.4334,0.8427,0.0244,66.027,266.246,0.0,0.8158,5.9268,3.6
67,1,2.0,660,228,0.3455,8.8749,6.2755,0.8363,0.0252,86.5932,199.8727,0.0,0.8158,5.7424,2.96
68,1,4.0,860,350,0.407,11.9349,8.4392,0.867,0.0197,51.8118,229.1763,0.4371,0.32,5.3558,3.96
69,1,5.0,608,216,0.3553,8.76,6.1942,0.8386,0.0252,57.1871,214.6486,0.0509,0.6991,5.6184,4.25
70,1,5.0,460,147,0.3196,6.8539,4.8464,0.8139,0.0303,81.8526,143.4111,0.0,0.7211,5.2696,3.91
71,1,3.0,1305,233,0.1785,6.4499,4.5607,0.7598,0.0335,98.8359,162.6928,0.0558,0.0601,5.787,3.14
72,1,5.0,68,38,0.5588,4.6082,3.2585,0.8621,0.0327,151.3841,58.3409,0.3421,0.5263,4.2647,4.19
73,1,4.0,1178,403,0.3421,11.7417,8.3027,0.8483,0.0214,71.2698,173.4163,0.3524,0.3772,5.2632,3.85
74,1,2.0,984,305,0.31,9.723,6.8752,0.83,0.0247,75.5172,152.5938,0.1508,0.5541,5.2287,2.95
75,1,4.0,26,11,0.4231,2.1573,1.5254,0.736,0.081,621.3018,22.5789,0.0,0.8182,7.9231,3.81
0,2,5.0,468,145,0.3098,6.7026,4.7395,0.8094,0.031,89.6705,130.1399,0.0,0.6966,4.9829,4.46
1,2,4.0,890,246,0.2764,8.2459,5.8308,0.8107,0.0279,64.6636,138.542,0.0,0.6179,5.3955,4.05
2,2,4.0,2284,617,0.2701,12.9103,9.129,0.8308,0.0219,54.6174,222.1954,0.0,0.731,5.5263,4.21
3,2,5.0,38,17,0.4474,2.7578,1.95,0.7789,0.0608,429.3629,27.7193,0.0,0.9412,6.2632,4.41
4,2,5.0,698,250,0.3582,9.4626,6.6911,0.8432,0.0239,101.3538,291.4792,0.0,0.828,6.0029,4.15
5,2,3.0,758,257,0.3391,9.3347,6.6006,0.8369,0.0246,74.5957,255.0853,0.0,0.8171,5.6939,3.01
6,2,4.0,812,261,0.3214,9.1593,6.4766,0.8306,0.0253,76.1363,188.0099,0.0,0.7663,5.67,3.81
7,2,4.0,830,263,0.3169,9.1289,6.4551,0.829,0.0254,83.118,148.7628,0.0,0.7719,5.4241,3.92
8,2,1.0,654,241,0.3685,9.4238,6.6637,0.846,0.0238,47.8355,340.022,0.0124,0.7759,5.4358,2.23
9,2,3.0,1661,496,0.2986,12.1702,8.6056,0.837,0.022,83.9386,119.6751,0.4637,0.2238,4.699,3.16
10,2,4.0,424,162,0.3821,7.8674,5.5631,0.841,0.0263,62.2998,236.9162,0.0,0.8333,5.5425,3.6
11,2,3.0,780,246,0.3154,8.8082,6.2283,0.8267,0.026,94.0828,202.0202,0.0,0.7724,5.5744,3.37
12,2,5.0,1732,596,0.3441,14.321,10.1265,0.8569,0.0192,52.1231,258.5382,0.3205,0.4195,5.4833,3.62
13,2,4.0,34,17,0.5,2.9155,2.0616,0.8034,0.0557,294.1176,34.0,0.0,1.0,5.8235,3.41
14,2,5.0,506,192,0.3794,8.5354,6.0355,0.8444,0.025,55.0704,277.7543,0.0,0.8177,5.9209,4.4
15,2,3.0,544,199,0.3658,8.5321,6.0331,0.8403,0.0253,72.7184,279.9802,0.0,0.809,6.0846,3.25
16,2,4.0,638,219,0.3433,8.6703,6.1308,0.8344,0.0256,73.653,194.4441,0.0,0.8037,5.4389,3.91
17,2,4.0,408,136,0.3333,6.733,4.761,0.8172,0.0304,106.6897,138.0451,0.0,0.7574,5.0588,3.95
18,2,3.0,426,148,0.3474,7.1706,5.0704,0.8254,0.0288,112.9626,162.1294,0.0,0.8176,5.8826,3.01
19,2,5.0,1099,387,0.3521,11.6738,8.2546,0.8509,0.0213,49.5115,160.5266,0.3488,0.4031,5.3758,4.65
20,2,4.0,1094,324,0.2962,9.7957,6.9266,0.8261,0.0249,79.3258,171.0689,0.0,0.7685,5.4589,3.96
21,2,4.0,20,9,0.45,2.0125,1.423,0.7335,0.089,700.0,20.0,0.0,0.8889,4.4,4.0
22,2,4.0,794,267,0.3363,9.4755,6.7002,0.8368,0.0244,59.2923,270.6066,0.0,0.7528,5.2947,3.59
23,2,2.0,836,263,0.3146,9.096,6.4319,0.8281,0.0255,83.3887,184.4172,0.0,0.7452,5.61,2.81
24,2,2.0,758,234,0.3087,8.4993,6.0099,0.8227,0.0267,84.7599,156.6606,0.0,0.7607,5.8391,2.87
25,2,3.0,56,24,0.4286,3.2071,2.2678,0.7895,0.0523,306.1224,30.9764,0.0,0.875,5.5714,3.42
26,2,5.0,395,221,0.5595,11.1197,7.8628,0.9029,0.0162,66.9124,125.725,0.6742,0.19,5.2,3.75
27,2,2.0,510,181,0.3549,8.0148,5.6673,0.8338,0.0267,83.2757,175.977,0.0,0.8287,5.749,2.63
28,2,4.0,1163,447,0.3844,13.1074,9.2684,0.8645,0.0192,47.8793,229.6743,0.3065,0.4676,5.313,4.07
29,2,5.0,856,278,0.3248,9.5018,6.7188,0.8334,0.0247,47.7116,215.3296,0.0,0.723,5.1589,4.65
30,2,4.0,730,244,0.3342,9.0308,6.3858,0.8338,0.0252,82.1543,184.3352,0.0,0.8279,5.2986,3.91
31,2,4.0,670,234,0.3493,9.0402,6.3924,0.8383,0.0248,58.053,276.9031,0.0,0.7906,5.7612,3.53
32,2,4.0,298,118,0.396,6.8356,4.8335,0.8374,0.0285,130.85,174.6586,0.0,0.9068,5.7718,3.72
33,2,5.0,1888,484,0.2564,11.139,7.8764,0.8195,0.0239,62.6111,145.9681,0.2335,0.3781,5.2135,4.93
34,2,4.0,662,214,0.3233,8.3173,5.8813,0.8261,0.0268,101.4503,175.003,0.0,0.8084,5.7221,3.64
35,2,2.0,796,260,0.3266,9.2155,6.5163,0.8325,0.0251,102.207,181.6212,0.0,0.8077,5.7035,2.67
36,2,4.0,8,4,0.5,1.4142,1.0,0.6667,0.1603,1250.0,0.0,0.0,1.0,4.5,4.39
37,2,1.0,74,32,0.4324,3.7199,2.6304,0.8052,0.0453,237.3996,52.5871,0.0,0.9062,4.8919,1.58
38,2,4.0,954,265,0.2778,8.5797,6.0668,0.8133,0.0272,80.5392,124.8459,0.0,0.6717,5.3774,3.8
39,2,3.0,788,269,0.3414,9.5827,6.776,0.8389,0.0242,68.0899,230.3135,0.0,0.7881,5.6015,3.14
40,2,2.0,986,315,0.3195,10.0316,7.0934,0.8345,0.024,63.9583,257.625,0.0,0.781,5.6775,2.66
41,2,5.0,16,8,0.5,2.0,1.4142,0.75,0.0902,625.0,16.0,0.0,1.0,3.75,3.98
42,2,4.0,1212,341,0.2814,9.795,6.9261,0.8214,0.0252,77.3072,152.4061,0.0,0.6862,5.5908,3.51
43,2,5.0,12,6,0.5,1.7321,1.2247,0.7211,0.1123,833.3333,12.0,0.0,1.0,5.1667,4.9
44,2,4.0,52,22,0.4231,3.0509,2.1573,0.7823,0.0551,310.6509,41.4737,0.0,0.8182,5.1923,4.02
45,2,4.0,764,260,0.3403,9.4065,6.6514,0.8376,0.0245,67.0897,238.1291,0.0,0.7962,5.8796,3.74
46,2,5.0,994,315,0.3169,9.9912,7.0648,0.8335,0.0241,70.0582,199.9807,0.0,0.7873,5.5493,4.46
47,2,4.0,1592,392,0.2462,9.8246,6.947,0.8099,0.0258,78.8806,153.1619,0.0,0.6403,5.353,4.14
48,2,2.0,706,222,0.3144,8.3551,5.9079,0.8236,0.0269,103.7245,117.6667,0.0,0.7793,5.7932,2.74
49,2,3.0,463,180,0.3888,8.3653,5.9152,0.8461,0.0251,60.4565,207.6163,0.05,0.7611,5.8143,3.15
50,2,5.0,752,246,0.3271,8.9707,6.3432,0.8313,0.0255,89.124,205.0616,0.0,0.8171,5.0824,4.35
51,2,4.0,14,7,0.5,1.8708,1.3229,0.7374,0.0995,714.2857,14.0,0.0,1.0,4.7143,3.92
52,2,1.0,732,251,0.3429,9.2772,6.56,0.8377,0.0246,85.7744,244.0722,0.0,0.8127,5.6749,2.16
53,2,5.0,620,213,0.3435,8.5543,6.0488,0.8338,0.0258,87.513,158.0727,0.0,0.8122,5.7323,4.85
54,2,4.0,1846,449,0.2432,10.4503,7.3895,0.812,0.025,75.916,147.9167,0.0,0.6682,5.2644,4.18
55,2,5.0,2250,645,0.2867,13.5978,9.6151,0.8381,0.021,46.5383,167.9909,0.3798,0.3039,5.2929,4.85
56,2,4.0,760,258,0.3395,9.3586,6.6176,0.8371,0.0246,64.4044,227.4475,0.0,0.7791,5.75,3.97
57,2,4.0,672,244,0.3631,9.4125,6.6556,0.8444,0.0239,79.7194,284.2944,0.0,0.8197,5.628,3.79
58,2,3.0,1480,353,0.2385,9.1758,6.4883,0.8036,0.0269,96.859,110.9732,0.0,0.6912,4.9649,3.01
59,2,4.0,618,161,0.2605,6.4764,4.5795,0.7907,0.0326,95.3593,108.4544,0.0,0.5652,5.2621,4.01
60,2,2.0,822,247,0.3005,8.6151,6.0918,0.8209,0.0267,92.7061,132.2562,0.0243,0.7045,5.3966,2.91
61,2,5.0,1228,515,0.4194,14.6963,10.3919,0.8778,0.0172,51.6584,167.5782,0.5786,0.2136,5.114,4.67
62,2,4.0,556,186,0.3345,7.8882,5.5778,0.8268,0.0274,120.7236,178.5196,0.0,0.8065,5.6799,3.57
63,2,5.0,776,197,0.2539,7.0719,5.0006,0.794,0.031,105.4841,112.462,0.0,0.6853,4.9974,4.42
