user_id,file_id,rating,n_sentences,n_words,n_chars,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,pred_rating
58,0,3.0,90,1046,5552,1806,198,11.6222,1.7266,5.3078,0.1893,48.97,9.3163,12.2206,11.6025,9.381,12.8633,3.38
59,0,4.0,182,2648,15052,5048,661,14.5495,1.9063,5.6843,0.2496,30.7906,12.5791,15.8047,14.0161,12.6177,15.5892,4.14
60,0,4.0,84,774,4208,1322,110,9.2143,1.708,5.4367,0.1421,52.9848,8.1581,9.3705,9.6664,8.784,12.9553,3.92
61,0,5.0,2,32,198,68,12,16.0,2.125,6.1875,0.375,10.82,15.725,21.4,17.1224,15.7131,18.7325,4.21
62,0,2.0,66,598,3426,1116,146,9.0606,1.8662,5.7291,0.2441,39.7562,9.965,13.3901,11.6258,10.0843,14.6202,2.66
68,0,5.0,123,1360,6891,2186,177,11.0569,1.6074,5.0669,0.1301,59.6302,7.689,9.6286,9.9821,7.9636,11.3164,3.63
69,0,4.0,66,738,4398,1424,186,11.1818,1.9295,5.9593,0.252,32.2464,11.5395,14.554,12.7193,12.2294,16.5938,3.91
70,0,4.0,189,1679,8554,2615,218,8.8836,1.5575,5.0947,0.1298,66.0558,6.2528,8.747,9.2645,7.0078,10.8248,4.22
71,0,4.0,76,684,3890,1276,160,9.0,1.8655,5.6871,0.2339,39.8789,9.9329,12.9567,11.418,9.8564,14.3515,3.59
72,0,4.0,41,849,4693,1468,135,20.7073,1.7291,5.5277,0.159,39.5358,12.8892,14.6434,13.4953,14.959,15.2733,4.01
73,0,5.0,70,712,3914,1262,160,10.1714,1.7725,5.4972,0.2247,46.5599,9.292,13.0573,11.766,9.5475,13.6134,4.3
74,0,4.0,149,1596,8879,2829,306,10.7114,1.7726,5.5633,0.1917,46.0046,9.5036,11.9537,11.3159,10.1288,14.1487,4.16
75,0,5.0,150,1638,9026,2902,302,10.92,1.7717,5.5104,0.1844,45.8677,9.5745,11.7428,11.235,9.9839,13.8904,4.69
76,0,2.0,111,1502,8288,2679,306,13.5315,1.7836,5.518,0.2037,42.2061,10.734,13.5617,12.6142,11.3254,14.4582,2.81
77,0,3.0,28,1323,7161,2283,231,47.25,1.7256,5.4127,0.1746,12.8885,23.1999,25.8841,19.5377,27.6888,15.4002,4.43
78,0,4.0,107,1373,7297,2456,295,12.8318,1.7888,5.3146,0.2149,42.4796,10.522,13.727,12.6147,10.0178,13.1433,3.46
79,0,4.0,1,12,84,26,4,12.0,2.1667,7.0,0.3333,11.355,14.6567,18.1333,14.5546,17.54,22.8933,3.94
0,1,5.0,8,524,2844,930,98,65.5,1.7748,5.4275,0.187,-9.7964,30.8977,33.6809,23.1237,36.8834,15.6617,4.74
1,1,5.0,38,642,3628,1126,130,16.8947,1.7539,5.6511,0.2025,41.3074,11.6949,14.8576,13.6954,13.634,15.6764,3.77
2,1,4.0,50,640,3514,1126,120,12.8,1.7594,5.4906,0.1875,44.9999,10.1626,12.62,11.9792,10.8308,14.1724,3.55
3,1,5.0,262,2806,17512,5666,806,10.7099,2.0192,6.2409,0.2872,25.1363,12.414,15.7736,13.149,13.3197,18.1328,4.16
4,1,5.0,46,436,2636,828,98,9.4783,1.8991,6.0459,0.2248,36.5522,10.5157,12.7821,11.4674,11.7852,16.6268,4.45
5,1,4.0,62,548,3192,1028,136,8.8387,1.8759,5.8248,0.2482,39.1615,9.9929,13.4625,11.59,10.4242,15.101,3.54
6,1,4.0,68,792,4346,1434,172,11.6471,1.8106,5.4874,0.2172,41.836,10.3175,13.3457,12.2147,10.2391,13.9243,3.91
7,1,4.0,46,874,4772,1584,192,19.0,1.8124,5.46,0.2197,34.2246,13.2058,16.3872,14.8003,13.7864,14.7466,3.66
8,1,2.0,86,634,3533,1114,110,7.3721,1.7571,5.5726,0.1735,50.7019,8.0189,9.8889,9.59,8.5028,12.9515,2.03
9,1,4.0,116,1488,7662,2432,214,12.8276,1.6344,5.1492,0.1438,55.544,8.6988,10.8837,10.8884,9.2365,12.1697,3.62
10,1,4.0,56,580,3434,1116,140,10.3571,1.9241,5.9207,0.2414,33.5404,11.1541,13.798,12.1617,11.635,16.1557,3.91
11,1,4.0,52,676,3790,1242,154,13.0,1.8373,5.6065,0.2278,38.2063,11.1599,14.3124,12.9602,11.4767,14.8893,3.87
12,1,5.0,131,1743,9657,3200,372,13.3053,1.8359,5.5404,0.2134,38.0117,11.2629,13.8591,12.7559,11.3182,14.5532,4.58
13,1,2.0,4,38,192,62,6,9.5,1.6316,5.0526,0.1579,59.1609,7.3676,10.1158,10.1258,7.1179,10.7937,2.67
14,1,5.0,84,1026,6016,1928,240,12.2143,1.8791,5.8635,0.2339,35.4621,11.3475,14.2424,12.7854,12.2945,16.2543,4.61
15,1,2.0,18,554,3164,1004,122,30.7778,1.8123,5.7112,0.2202,22.2771,17.7982,21.1198,18.0018,20.8586,16.8201,3.54
16,1,4.0,110,1374,7208,2330,210,12.4909,1.6958,5.246,0.1528,50.6938,9.2916,11.1099,11.0224,9.5241,12.6767,3.69
17,1,4.0,26,260,1460,468,60,10.0,1.8,5.6154,0.2308,44.405,9.55,13.2308,11.8074,10.0185,14.2585,3.6
18,1,3.0,15,350,2068,680,90,23.3333,1.9429,5.9086,0.2571,18.786,16.4357,19.619,17.1224,18.066,17.6738,2.96
19,1,5.0,98,1025,5693,1837,203,10.4592,1.7922,5.5541,0.198,44.5992,9.637,12.1056,11.3511,9.9596,14.0283,4.51
20,1,5.0,42,540,3176,1048,140,12.8571,1.9407,5.8815,0.2593,29.5983,12.325,15.5132,13.5591,12.7003,16.4809,4.26
21,1,4.0,1,20,88,30,2,20.0,1.5,4.4,0.1,59.635,9.91,12.0,11.2081,9.294,8.592,3.99
22,1,4.0,76,786,4236,1346,128,10.3421,1.7125,5.3893,0.1628,51.463,8.6505,10.6508,10.5429,9.1247,13.0271,3.9
23,1,3.0,62,826,4680,1516,190,13.3226,1.8354,5.6659,0.23,38.0419,11.2629,14.53,13.1297,11.9175,15.2935,2.82
24,1,1.0,6,78,460,158,26,13.0,2.0256,5.8974,0.3333,22.2708,13.3826,18.5333,15.0211,12.8469,16.6,2.57
25,1,4.0,4,58,280,88,8,14.5,1.5172,4.8276,0.1379,63.7589,7.9684,11.3172,11.2081,8.5579,10.5448,3.72
26,1,4.0,40,379,2051,665,71,9.475,1.7546,5.4116,0.1873,48.7772,8.8097,11.2834,10.7401,8.7962,12.8963,4.0
27,1,2.0,40,554,3068,988,110,13.85,1.7834,5.5379,0.1986,41.9022,10.8555,13.4822,12.6026,11.5785,14.6257,2.64
28,1,4.0,58,876,4822,1528,158,15.1034,1.7443,5.5046,0.1804,43.9379,10.883,13.256,12.558,12.0482,14.607,3.86
29,1,4.0,104,1276,6626,2136,226,12.2692,1.674,5.1928,0.1771,52.7629,8.948,11.9923,11.5505,9.1627,12.3211,3.63
30,1,3.0,193,2524,12667,4256,436,13.0777,1.6862,5.0186,0.1727,50.9075,9.4076,12.1408,11.7155,8.7466,11.4461,3.51
31,1,5.0,127,863,4622,1465,143,6.7953,1.6976,5.3557,0.1657,56.3237,7.0914,9.3462,9.191,7.1932,11.3358,4.41
32,1,4.0,90,1001,5543,1793,195,11.1222,1.7912,5.5375,0.1948,44.0097,9.8839,12.2411,11.538,10.2126,14.0989,4.19
33,1,5.0,182,1827,9694,2975,249,10.0385,1.6284,5.306,0.1363,58.8873,7.5396,9.4669,9.8111,8.5803,12.4504,4.82
34,1,4.0,48,712,3806,1198,126,14.8333,1.6826,5.3455,0.177,49.4325,10.0495,13.012,12.3848,11.164,13.6361,3.84
35,1,2.0,48,664,3538,1100,108,13.8333,1.6566,5.3283,0.1627,52.6436,9.3532,12.0394,11.6982,10.583,13.3907,3.75
36,1,4.0,2,20,104,32,4,10.0,1.6,5.2,0.2,61.325,7.19,12.0,11.2081,8.062,11.816,3.81
37,1,2.0,6,90,426,146,16,15.0,1.6222,4.7333,0.1778,54.37,9.4022,13.1111,12.458,8.364,10.0587,2.42
38,1,4.0,36,430,2530,804,94,11.9444,1.8698,5.8837,0.2186,36.5291,11.1316,13.522,12.3603,12.2545,16.3181,4.06
39,1,3.0,46,434,2646,856,104,9.4348,1.9724,6.0968,0.2396,30.3979,11.3633,13.3592,11.7189,12.0032,16.9117,3.54
40,1,2.0,122,1359,7321,2325,233,11.1393,1.7108,5.387,0.1714,50.7935,8.942,11.3137,11.0239,9.5127,13.2186,2.74
41,1,5.0,1,36,142,54,4,36.0,1.5,3.9444,0.1111,43.395,16.15,18.8444,14.5546,15.1483,6.5711,4.04
42,1,4.0,104,1474,7446,2406,232,14.1731,1.6323,5.0516,0.1574,54.3573,9.1986,11.965,11.6615,9.4494,11.8147,3.93
43,1,5.0,2,14,70,22,2,7.0,1.5714,5.0,0.1429,66.7871,5.6829,8.5143,8.8418,5.62,9.3714,3.81
44,1,4.0,4,50,246,74,4,12.5,1.48,4.92,0.08,68.9395,6.749,8.2,8.8418,7.9932,10.7616,3.69
45,1,4.0,60,1012,5932,1926,246,16.8667,1.9032,5.8617,0.2431,28.7078,13.4453,16.47,14.6965,14.6118,16.9116,3.72
46,1,5.0,78,754,4450,1418,194,9.6667,1.8806,5.9019,0.2573,37.9215,10.3715,14.1584,12.1386,11.2011,15.8408,4.3
47,1,4.0,118,1904,9642,3116,284,16.1356,1.6366,5.0641,0.1492,52.0049,10.0142,12.4206,11.9917,10.4896,12.1423,4.09
48,1,3.0,46,656,3838,1228,166,14.2609,1.872,5.8506,0.253,33.9931,12.0608,15.8263,13.9814,13.2568,16.526,3.03
49,1,4.0,81,1075,5993,1877,193,13.2716,1.746,5.5749,0.1795,45.6488,10.1893,12.49,11.9473,11.4635,14.75,3.62
50,1,4.0,54,468,2424,792,82,8.6667,1.6923,5.1795,0.1752,54.8691,7.7592,10.4752,10.1688,7.2987,11.24,3.8
51,1,4.0,1,14,78,22,2,14.0,1.5714,5.5714,0.1429,59.6821,8.4129,11.3143,11.2081,11.8114,14.8457,3.8
52,1,2.0,48,500,2784,896,104,10.4167,1.792,5.568,0.208,44.6589,9.6181,12.4867,11.538,10.0036,14.0982,2.72
53,1,5.0,42,568,3306,1066,132,13.5238,1.8768,5.8204,0.2324,34.3344,11.8301,14.7053,13.2567,12.7461,16.2354,4.32
54,1,5.0,140,1660,8776,2838,326,11.8571,1.7096,5.2867,0.1964,50.1646,9.208,12.5983,11.8466,9.3991,12.7897,4.53
55,1,5.0,147,2558,14012,4613,537,17.4014,1.8034,5.4777,0.2099,36.6082,12.4762,15.3577,14.0479,13.0707,14.708,4.69
56,1,5.0,54,696,3978,1292,156,12.8889,1.8563,5.7155,0.2241,36.708,11.3413,14.1211,12.8389,11.9345,15.5107,4.33
57,1,2.0,22,584,3746,1194,160,26.5455,2.0445,6.4144,0.274,6.9249,18.8881,21.5771,18.5352,22.0545,20.8015,2.65
58,1,2.0,126,1458,7326,2400,226,11.5714,1.6461,5.0247,0.155,55.8307,8.3467,10.8288,10.78,8.022,11.1872,2.76
59,1,5.0,18,659,3529,1195,126,36.6111,1.8134,5.3551,0.1912,16.265,20.0859,22.2924,18.2436,22.098,14.8794,4.66
60,1,4.0,43,528,2749,871,79,12.2791,1.6496,5.2064,0.1496,54.8138,8.6644,10.8965,10.8724,9.2319,12.4033,3.91
61,1,5.0,2,28,158,54,8,14.0,1.9286,5.6429,0.2857,29.4679,12.6271,17.0286,14.5546,12.1479,15.2657,4.3
62,1,2.0,54,584,3200,1014,120,10.8148,1.7363,5.4795,0.2055,48.9669,9.1161,12.5451,11.6452,9.7856,13.6822,2.74
63,1,5.0,306,2842,16808,5594,746,9.2876,1.9683,5.9141,0.2625,30.8872,11.2585,14.2147,12.0489,11.0694,15.7881,4.58
64,1,5.0,20,651,3359,1039,80,32.55,1.596,5.1598,0.1229,38.7746,15.9374,17.9355,14.5546,19.1474,13.63,4.46
65,1,4.0,80,630,3694,1220,152,7.875,1.9365,5.8635,0.2413,35.0133,10.332,12.8008,11.0036,10.1245,14.9186,3.55
66,1,4.0,44,618,3712,1210,150,14.0455,1.9579,6.0065,0.2427,26.9381,12.9913,15.3269,13.677,13.8832,17.4106,3.11
67,1,2.0,48,660,3790,1242,154,13.75,1.8818,5.7424,0.2333,33.6769,11.978,14.8333,13.3617,12.4918,15.8127,2.92
68,1,4.0,53,835,4557,1443,158,15.7547,1.7281,5.4575,0.1892,44.643,10.9464,13.8707,12.9927,12.1521,14.4112,3.86
69,1,5.0,49,588,3396,1082,146,12.0,1.8401,5.7755,0.2483,38.9795,10.8036,14.732,12.9902,11.7727,15.6933,4.23
70,1,5.0,42,406,2322,722,80,9.6667,1.7783,5.7192,0.197,46.577,9.1642,11.7484,11.0134,10.3408,14.7669,3.49
71,1,3.0,118,1285,7532,2457,295,10.8898,1.9121,5.8615,0.2296,34.0214,11.2194,13.5388,12.1617,11.6225,15.9474,3.55
72,1,5.0,9,68,290,91,6,7.5556,1.3382,4.2647,0.0882,85.9514,3.1478,6.5516,7.7935,2.4345,5.3588,4.08
73,1,4.0,92,1170,6192,1992,219,12.7174,1.7026,5.2923,0.1872,49.8899,9.46,12.5741,11.9431,9.8555,12.9912,3.52
74,1,2.0,77,970,5131,1644,191,12.5974,1.6948,5.2897,0.1969,50.6647,9.3222,12.9152,12.1265,9.7831,12.9537,2.79
75,1,4.0,1,26,206,62,10,26.0,2.3846,7.9231,0.3846,-21.2935,22.6885,25.7846,21.1944,28.8877,29.6492,3.89
0,2,5.0,46,422,2240,724,80,9.1739,1.7156,5.3081,0.1896,52.3804,8.2324,11.2525,10.6628,8.1579,12.1848,4.28
1,2,4.0,47,840,4738,1506,164,17.8723,1.7929,5.6405,0.1952,37.0189,12.5359,14.9585,13.8004,14.0728,15.7098,3.97
2,2,4.0,170,2272,12610,4118,498,13.3647,1.8125,5.5502,0.2192,39.9323,11.0097,14.1135,12.9068,11.3937,14.6202,3.79
3,2,5.0,4,38,238,76,12,9.5,2.0,6.2632,0.3158,27.9925,11.715,16.4316,13.0239,12.8195,17.9116,4.23
4,2,5.0,61,696,4186,1330,156,11.4098,1.9109,6.0144,0.2241,33.5902,11.4087,13.5295,12.2648,12.6026,16.9702,4.06
5,2,3.0,74,748,4306,1368,166,10.1081,1.8289,5.7567,0.2219,41.8523,9.9329,12.9202,11.6853,10.738,15.121,3.03
6,2,4.0,56,802,4594,1468,174,14.3214,1.8304,5.7282,0.217,37.4449,11.5944,14.4069,13.199,12.7104,15.8149,3.98
7,2,4.0,72,810,4480,1472,178,11.25,1.8173,5.5309,0.2198,41.674,10.2415,13.2901,12.1114,10.2454,14.0904,3.93
8,2,1.0,86,634,3533,1114,110,7.3721,1.7571,5.5726,0.1735,50.7019,8.0189,9.8889,9.59,8.5028,12.9515,2.03
9,2,3.0,117,1652,7795,2511,198,14.1197,1.52,4.7185,0.1199,63.9136,7.8524,10.4421,10.5607,7.8541,9.8485,3.36
10,2,4.0,16,414,2340,758,80,25.875,1.8309,5.6522,0.1932,25.6762,16.1061,18.0795,15.9032,18.1292,16.2908,4.07
11,2,3.0,78,764,4332,1422,168,9.7949,1.8613,5.6702,0.2199,39.4309,10.1928,12.7138,11.5131,10.1739,14.5185,3.38
12,2,5.0,158,1690,9425,3104,383,10.6962,1.8367,5.5769,0.2266,40.5947,10.2544,13.3436,12.0235,10.1854,14.225,3.68
13,2,4.0,2,34,198,62,10,17.0,1.8235,5.8235,0.2941,35.3094,12.5576,18.5647,15.9032,14.4988,16.7012,3.75
14,2,5.0,68,488,2978,956,118,7.1765,1.959,6.1025,0.2418,33.8181,10.3252,12.5427,10.6545,10.9008,15.9579,4.39
15,2,3.0,56,528,3294,1072,150,9.4286,2.0303,6.2386,0.2841,25.5014,12.0447,15.1351,12.4788,12.6683,17.7438,3.14
16,2,4.0,74,628,3460,1104,126,8.4865,1.758,5.5096,0.2006,49.4976,8.4637,11.4201,10.5835,8.7632,13.1083,3.85
17,2,4.0,34,398,2054,664,56,11.7059,1.6683,5.1608,0.1407,53.8118,8.6617,10.3105,10.4607,8.7303,12.0169,3.97
18,2,3.0,18,412,2492,802,110,22.8889,1.9466,6.0485,0.267,18.9203,16.3066,19.8352,17.2514,18.5031,18.4722,2.96
19,2,5.0,88,1005,5668,1796,197,11.4205,1.7871,5.6398,0.196,44.0576,9.9513,12.409,11.6766,10.8437,14.7702,4.29
20,2,4.0,80,1086,5964,1966,246,13.575,1.8103,5.4917,0.2265,39.9039,11.0659,14.4908,13.1468,11.2235,14.3108,3.85
21,2,4.0,1,20,88,30,2,20.0,1.5,4.4,0.1,59.635,9.91,12.0,11.2081,9.294,8.592,3.99
22,2,4.0,80,790,4190,1314,122,9.875,1.6633,5.3038,0.1544,56.0974,7.8881,10.1272,10.1838,8.4884,12.3889,3.8
23,2,2.0,62,826,4680,1516,190,13.3226,1.8354,5.6659,0.23,38.0419,11.2629,14.53,13.1297,11.9175,15.2935,2.82
24,2,2.0,38,758,4426,1422,168,19.9474,1.876,5.8391,0.2216,27.8797,14.3261,16.8444,15.1409,16.0456,17.0497,2.8
25,2,3.0,4,56,312,98,12,14.0,1.75,5.5714,0.2143,44.575,10.52,14.1714,13.0239,11.8114,14.8457,3.12
26,2,5.0,35,389,2047,677,75,11.1143,1.7404,5.2622,0.1928,48.3196,9.2808,12.1578,11.4917,8.9122,12.4786,3.77
27,2,2.0,43,510,2932,928,110,11.8605,1.8196,5.749,0.2157,40.8578,10.507,13.3716,12.2662,11.5781,15.5085,2.46
28,2,4.0,75,1136,6139,1931,178,15.1467,1.6998,5.404,0.1567,47.656,10.3751,12.3263,11.9299,11.5964,14.0216,3.93
29,2,5.0,58,848,4398,1414,126,14.6207,1.6675,5.1863,0.1486,50.9285,9.788,11.7917,11.5492,10.3079,12.671,4.52
30,2,4.0,68,718,3854,1254,130,10.5588,1.7465,5.3677,0.1811,48.3624,9.1369,11.4659,11.0279,9.1312,12.9587,4.02
31,2,4.0,22,658,3848,1228,142,29.9091,1.8663,5.848,0.2158,18.5916,18.0964,20.5959,17.6428,21.0687,17.5967,3.41
32,2,4.0,30,298,1720,558,64,9.9333,1.8725,5.7718,0.2148,38.3406,10.3793,12.5639,11.4731,10.7219,15.1584,3.83
33,2,5.0,182,1827,9694,2975,249,10.0385,1.6284,5.306,0.1363,58.8873,7.5396,9.4669,9.8111,8.5803,12.4504,4.82
34,2,4.0,66,648,3774,1244,156,9.8182,1.9198,5.8241,0.2407,34.4584,10.8922,13.5569,11.9119,10.9105,15.4307,3.6
35,2,2.0,68,796,4540,1452,162,11.7059,1.8241,5.7035,0.2035,40.6329,10.4999,12.8231,11.9467,11.2865,15.208,2.36
36,2,4.0,2,8,36,12,2,4.0,1.5,4.5,0.25,75.875,3.67,11.6,8.8418,1.765,3.26,4.06
37,2,1.0,6,74,362,116,12,12.3333,1.5676,4.8919,0.1622,61.7005,7.7173,11.4198,11.2081,7.7775,10.5643,2.25
38,2,4.0,86,944,5120,1612,166,10.9767,1.7076,5.4237,0.1758,51.2284,8.8409,11.4246,11.066,9.6041,13.3949,3.8
