user_id,file_id,rating,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,n_sentences,n_tokens,pred_rating
41,0,5.0,9.0,9.0,0.0,2.464,3.0,1,28,4.31
42,0,2.0,4.25,7.0,2.278,3.093,2.75,4,68,2.42
43,0,4.0,3.0,3.0,0.0,1.944,5.0,2,18,4.38
44,0,4.0,4.0,5.0,1.0,2.574,4.0,4,62,3.93
45,0,3.0,4.0,5.0,1.0,2.699,4.0,4,50,3.9
46,0,5.0,4.315,8.0,1.709,2.704,5.0,54,888,3.29
47,0,4.0,4.319,7.0,2.084,2.589,4.362,94,1586,3.72
48,0,4.0,4.0,5.0,1.0,2.649,4.0,4,50,3.85
49,0,4.0,3.972,8.0,1.732,2.861,3.688,109,1539,4.02
50,0,4.0,3.523,6.0,1.52,2.37,3.538,65,832,3.86
51,0,3.0,4.333,10.0,2.08,2.581,4.615,78,1166,3.24
52,0,1.0,3.739,6.0,1.421,2.489,3.652,46,558,2.7
53,0,5.0,5.088,8.0,1.738,2.655,4.529,34,850,4.28
54,0,5.0,4.433,8.0,1.802,2.77,4.767,120,2208,4.69
55,0,5.0,3.276,8.0,1.641,2.371,3.741,170,1985,4.52
56,0,5.0,4.065,7.0,1.605,2.716,3.839,62,854,4.15
57,0,4.0,4.447,7.0,1.332,2.657,4.053,76,1130,4.03
58,0,3.0,4.463,10.0,2.096,2.533,4.732,82,1424,3.0
59,0,4.0,4.656,13.0,2.216,2.691,4.144,195,3391,3.84
60,0,4.0,3.286,6.0,1.512,2.444,3.224,98,1222,3.99
61,0,5.0,7.0,7.0,0.0,2.734,6.0,2,46,4.48
62,0,2.0,4.536,10.0,1.955,2.45,4.357,56,824,2.56
68,0,5.0,3.942,9.0,1.669,2.585,4.255,137,1782,4.02
69,0,4.0,4.323,10.0,1.511,2.742,4.532,62,974,3.96
70,0,4.0,3.939,13.0,2.12,2.535,3.903,165,2212,3.99
71,0,4.0,4.224,8.0,2.018,2.432,4.138,58,922,3.77
72,0,4.0,4.212,10.0,1.78,2.735,3.788,66,1310,4.04
73,0,5.0,4.452,8.0,1.603,2.664,3.935,62,912,4.37
74,0,4.0,4.196,11.0,1.701,2.625,3.816,158,2244,4.31
75,0,5.0,4.523,8.0,1.656,2.61,4.415,130,2146,4.27
76,0,2.0,4.55,11.0,1.916,2.716,4.171,111,1885,2.96
77,0,3.0,6.767,11.0,2.55,3.365,4.256,43,1689,4.26
78,0,4.0,4.838,9.0,1.972,2.782,3.971,105,1736,4.2
79,0,4.0,5.0,5.0,0.0,1.812,3.0,1,16,3.43
0,1,5.0,7.333,15.0,4.497,3.368,5.833,12,760,4.33
1,1,5.0,4.273,7.0,1.629,2.964,5.409,44,838,3.51
2,1,4.0,4.222,8.0,1.663,2.544,4.556,54,836,3.46
3,1,5.0,4.352,8.0,1.393,2.597,3.993,270,4092,4.44
4,1,5.0,3.714,6.0,1.419,2.497,4.048,42,648,4.25
5,1,4.0,4.143,7.0,1.705,2.512,3.393,56,730,3.56
6,1,4.0,4.576,10.0,1.954,2.669,4.364,66,1070,3.78
7,1,4.0,5.68,12.0,2.267,3.036,4.72,50,1107,4.29
8,1,2.0,4.347,7.0,1.52,2.505,3.514,72,890,1.9
9,1,4.0,4.555,10.0,1.51,2.751,4.487,119,1866,3.82
10,1,4.0,4.48,8.0,2.138,2.69,4.36,50,776,3.92
11,1,4.0,4.607,9.0,1.839,2.606,3.821,56,818,3.92
12,1,5.0,4.467,10.0,1.807,2.996,4.754,122,2457,4.8
13,1,2.0,2.5,3.0,0.5,2.702,5.5,4,44,3.16
14,1,5.0,5.256,9.0,1.463,2.767,4.513,78,1380,4.54
15,1,2.0,5.571,11.0,2.921,3.872,5.714,14,688,4.0
16,1,4.0,4.491,10.0,2.062,2.652,4.509,114,1786,3.73
17,1,4.0,3.857,6.0,1.457,2.387,3.429,28,346,3.83
18,1,3.0,4.947,7.0,1.317,2.969,3.842,19,472,3.62
19,1,5.0,3.595,10.0,1.702,2.46,3.638,116,1485,4.42
20,1,5.0,4.419,9.0,1.968,2.57,4.116,43,712,4.29
21,1,4.0,6.0,6.0,0.0,2.4,3.0,1,20,3.94
22,1,4.0,4.053,6.0,0.999,2.548,4.684,76,1052,4.04
23,1,3.0,4.65,8.0,1.931,2.607,4.733,60,1104,2.81
24,1,1.0,4.667,6.0,1.247,2.369,4.0,6,94,2.2
25,1,4.0,4.0,5.0,1.0,2.819,5.0,4,64,3.87
26,1,4.0,3.725,8.0,1.581,2.445,3.775,40,500,3.92
27,1,2.0,4.625,7.0,1.259,2.834,5.05,40,732,2.65
28,1,4.0,4.667,9.0,1.68,2.759,4.667,60,1100,3.92
29,1,4.0,4.436,8.0,1.717,2.654,5.085,94,1666,3.42
30,1,3.0,4.644,10.0,2.052,2.668,3.849,205,3174,3.59
31,1,5.0,3.252,9.0,1.432,2.366,3.487,115,1172,4.55
32,1,4.0,4.549,13.0,1.795,2.77,4.988,82,1381,3.8
33,1,5.0,4.258,8.0,1.684,2.697,4.297,155,2525,4.64
34,1,4.0,5.739,10.0,1.983,2.935,4.087,46,876,3.75
35,1,2.0,5.0,8.0,1.414,2.67,4.167,48,786,3.98
36,1,4.0,5.0,5.0,0.0,2.909,3.0,2,22,3.79
37,1,2.0,5.0,9.0,3.266,2.895,3.333,6,110,2.28
38,1,4.0,4.444,8.0,1.921,2.631,4.222,36,602,3.82
39,1,3.0,3.636,7.0,1.263,2.621,4.773,44,652,3.51
40,1,2.0,4.456,7.0,1.358,2.675,4.509,114,1786,2.74
41,1,5.0,10.0,10.0,0.0,2.056,4.0,1,36,3.54
42,1,4.0,4.788,10.0,1.974,2.64,4.365,104,1822,3.54
43,1,5.0,2.5,3.0,0.5,2.214,4.5,2,16,4.04
44,1,4.0,3.5,4.0,0.5,2.622,4.0,4,56,3.87
45,1,4.0,5.0,9.0,2.0,2.563,4.125,64,1266,3.62
46,1,5.0,3.946,7.0,1.161,2.585,4.297,74,974,4.39
47,1,4.0,4.967,14.0,2.29,2.793,4.311,122,2324,4.16
48,1,3.0,5.458,10.0,1.607,2.743,4.125,48,822,3.26
49,1,4.0,4.286,10.0,2.007,2.666,4.066,91,1474,3.74
50,1,4.0,4.412,7.0,1.331,2.948,5.118,34,630,3.6
51,1,4.0,5.0,5.0,0.0,2.071,4.0,1,14,3.42
52,1,2.0,4.25,7.0,1.09,2.566,4.542,48,674,2.63
53,1,5.0,5.136,9.0,1.604,2.651,4.045,44,716,4.75
54,1,5.0,4.844,10.0,2.033,2.759,4.172,128,2174,4.51
55,1,5.0,4.729,12.0,1.887,3.059,4.048,166,3373,4.6
56,1,5.0,4.815,10.0,1.611,2.695,4.407,54,878,4.06
57,1,2.0,5.214,8.0,2.076,3.207,5.071,28,810,2.69
58,1,2.0,4.45,9.0,1.901,2.596,4.6,120,1932,2.87
59,1,5.0,6.385,22.0,5.204,2.993,3.615,26,941,3.69
60,1,4.0,4.489,8.0,1.596,2.812,4.319,47,773,3.93
61,1,5.0,4.0,4.0,0.0,2.716,7.0,2,36,4.5
62,1,2.0,4.773,10.0,2.214,2.678,5.091,44,782,2.45
63,1,5.0,3.869,7.0,1.537,2.664,4.655,290,4294,4.75
64,1,5.0,4.973,9.0,2.162,3.048,4.27,37,936,4.39
65,1,4.0,3.368,7.0,1.677,2.444,3.395,76,854,4.17
66,1,4.0,4.188,8.0,2.108,2.57,4.667,48,872,3.45
67,1,2.0,4.66,10.0,2.026,2.718,4.96,50,876,2.46
68,1,4.0,4.418,10.0,2.172,2.787,4.145,55,1128,4.08
69,1,5.0,4.122,8.0,1.722,2.722,4.245,49,828,4.5
70,1,5.0,3.846,8.0,1.854,2.609,3.308,52,616,3.55
71,1,3.0,3.703,7.0,1.422,2.695,4.915,118,1686,3.42
72,1,5.0,3.4,8.0,2.615,1.935,2.5,10,80,3.93
73,1,4.0,4.429,9.0,1.773,2.742,3.714,98,1435,3.96
74,1,2.0,4.897,11.0,2.08,2.643,4.397,68,1195,2.74
75,1,4.0,4.0,4.0,0.0,4.095,7.0,1,42,4.24
0,2,5.0,3.75,8.0,1.785,2.437,3.5,48,614,4.26
1,2,4.0,4.456,8.0,1.836,2.8,4.105,57,1122,3.96
2,2,4.0,5.25,10.0,1.996,2.706,4.295,156,2878,4.07
3,2,5.0,3.25,4.0,0.433,3.267,4.25,4,42,4.34
4,2,5.0,4.381,7.0,1.147,2.555,4.222,63,950,4.32
5,2,3.0,4.571,7.0,1.661,2.645,4.314,70,1046,3.04
6,2,4.0,4.92,8.0,1.573,2.807,4.68,50,1004,3.74
7,2,4.0,5.067,11.0,2.435,2.612,3.667,60,1062,3.38
8,2,1.0,4.347,7.0,1.52,2.505,3.514,72,890,1.9
9,2,3.0,5.152,13.0,2.065,2.891,4.943,105,2086,3.7
10,2,4.0,5.875,9.0,2.204,3.352,4.875,16,532,3.7
11,2,3.0,4.4,8.0,1.66,2.596,4.514,70,1024,3.34
12,2,5.0,4.372,9.0,1.733,2.79,4.324,148,2321,4.45
13,2,4.0,6.0,6.0,0.0,3.002,4.0,2,36,4.01
14,2,5.0,3.483,7.0,1.405,2.624,4.172,58,726,4.48
15,2,3.0,3.96,15.0,2.569,2.643,4.2,50,774,3.35
16,2,4.0,4.129,7.0,1.641,2.626,3.935,62,852,3.91
17,2,4.0,4.444,7.0,1.536,2.644,4.167,36,528,3.84
18,2,3.0,6.222,10.0,2.299,3.065,4.889,18,490,3.39
19,2,5.0,4.333,10.0,1.687,2.911,3.645,93,1578,4.37
20,2,4.0,4.643,8.0,1.477,2.745,4.238,84,1346,4.06
21,2,4.0,6.0,6.0,0.0,2.4,3.0,1,20,3.94
22,2,4.0,4.105,7.0,1.353,2.571,4.632,76,1072,3.99
23,2,2.0,4.65,8.0,1.931,2.607,4.733,60,1104,2.81
24,2,2.0,4.8,7.0,1.327,3.26,4.7,40,992,2.78
25,2,3.0,4.5,5.0,0.5,2.775,3.5,4,64,3.23
26,2,5.0,4.303,8.0,1.992,2.645,3.667,33,505,3.2
27,2,2.0,4.595,7.0,1.346,2.586,4.429,42,668,2.39
28,2,4.0,4.55,11.0,2.144,2.716,3.812,80,1503,3.83
29,2,5.0,4.03,9.0,1.642,2.773,5.03,66,1070,4.42
30,2,4.0,4.0,6.0,1.518,2.424,3.97,66,904,3.83
31,2,4.0,6.417,12.0,2.431,3.462,4.25,24,834,3.85
32,2,4.0,4.808,7.0,1.144,2.898,4.115,26,428,3.78
33,2,5.0,4.258,8.0,1.684,2.697,4.297,155,2525,4.64
34,2,4.0,3.929,6.0,1.307,2.744,4.571,56,832,3.95
35,2,2.0,4.761,10.0,1.837,2.675,4.134,67,1006,2.66
36,2,4.0,2.0,2.0,0.0,2.35,2.0,2,10,4.21
37,2,1.0,5.0,8.0,2.944,2.336,3.0,6,94,1.94
38,2,4.0,4.419,10.0,2.06,2.525,4.0,86,1258,3.84
39,2,3.0,4.5,9.0,1.875,2.538,4.633,60,1040,3.06
40,2,2.0,4.907,8.0,1.507,2.645,4.256,86,1290,2.69
41,2,5.0,5.0,5.0,0.0,2.875,2.0,1,16,3.81
42,2,4.0,4.902,9.0,1.75,2.834,4.61,82,1576,4.15
43,2,5.0,2.0,2.0,0.0,2.238,5.0,2,14,4.78
44,2,4.0,3.5,4.0,0.5,2.798,4.0,4,60,3.93
45,2,4.0,4.387,7.0,1.407,2.712,4.468,62,1014,3.96
46,2,5.0,4.481,9.0,1.856,2.62,4.013,77,1262,4.38
47,2,4.0,5.288,13.0,2.611,2.64,4.644,118,2044,3.63
48,2,2.0,5.346,10.0,1.616,2.757,4.115,52,880,2.82
49,2,3.0,6.632,9.0,1.754,3.009,4.789,19,612,3.35
50,2,5.0,5.12,9.0,1.275,3.493,5.8,50,1060,4.36
51,2,4.0,4.0,4.0,0.0,2.071,4.0,1,14,4.07
52,2,1.0,4.742,8.0,1.684,2.638,4.129,62,968,2.38
53,2,5.0,5.042,9.0,1.594,2.653,4.042,48,774,4.94
54,2,4.0,4.72,12.0,2.083,2.752,4.644,118,2338,4.12
55,2,5.0,6.07,13.0,2.671,3.375,4.704,71,2687,4.65
56,2,4.0,4.088,6.0,1.039,2.683,4.382,68,1040,4.04
57,2,4.0,4.339,8.0,1.573,2.596,4.0,56,882,3.69
58,2,3.0,4.458,9.0,1.816,2.631,3.966,118,1818,4.04
59,2,4.0,6.429,11.0,3.11,3.533,5.714,14,744,4.16
60,2,2.0,5.129,9.0,1.871,2.767,3.742,62,1060,2.98
61,2,5.0,4.722,12.0,2.676,2.886,4.407,54,1544,4.58
62,2,4.0,4.706,8.0,1.871,2.782,4.176,34,722,3.94
63,2,5.0,2.961,6.0,1.521,2.448,3.647,102,1074,4.4
64,2,3.0,4.143,7.0,1.301,2.666,4.833,42,656,3.26
65,2,4.0,4.433,9.0,1.944,2.589,4.3,60,962,3.94
66,2,4.0,3.75,7.0,1.479,2.601,4.531,64,836,3.88
67,2,4.0,6.333,10.0,3.127,3.752,4.556,18,708,3.79
68,2,4.0,4.246,9.0,2.076,2.649,3.846,65,995,3.87
69,2,4.0,6.0,9.0,2.145,3.379,5.3,20,660,3.77
70,2,4.0,3.857,8.0,1.684,2.608,3.429,84,1154,3.97
71,2,5.0,5.297,11.0,2.216,3.0,4.865,37,1116,4.5
72,2,5.0,3.974,11.0,1.787,2.651,3.812,154,2028,4.64
73,2,4.0,4.591,9.0,1.866,2.881,4.345,171,3341,4.18
74,2,3.0,4.786,10.0,2.318,2.579,4.112,98,1607,3.1
75,2,4.0,4.0,7.0,1.662,2.632,4.143,21,396,3.98
0,3,5.0,5.583,14.0,2.985,2.775,4.083,24,718,3.34
1,3,4.0,4.05,7.0,1.717,2.617,3.625,80,1024,3.85
2,3,4.0,4.357,7.0,1.517,2.684,4.5,56,938,3.99
3,3,5.0,3.931,8.0,1.589,2.562,3.923,260,3552,4.8
4,3,5.0,4.423,7.0,1.182,2.508,3.923,52,742,4.11
5,3,4.0,4.086,6.0,0.937,2.64,4.143,70,948,4.0
6,3,4.0,4.96,8.0,1.483,2.946,5.44,50,962,3.6
7,3,4.0,4.426,9.0,2.212,2.494,4.044,68,1060,3.93
8,3,3.0,3.707,9.0,1.981,2.414,3.414,99,1167,3.33
9,3,3.0,3.831,8.0,1.65,2.565,4.351,148,2077,3.77
10,3,3.0,4.429,7.0,1.003,2.67,4.19,42,620,3.95
11,3,4.0,4.4,8.0,1.66,2.606,4.543,70,1028,3.57
12,3,5.0,5.0,5.0,0.0,3.463,5.0,2,40,3.58
13,3,2.0,8.0,8.0,0.0,1.812,1.0,1,16,3.09
14,3,5.0,4.143,7.0,1.397,2.696,4.143,70,1038,4.52
15,3,4.0,3.69,6.0,1.117,2.668,4.828,58,766,3.78
16,3,4.0,4.136,7.0,1.604,2.737,4.273,44,670,4.02
17,3,5.0,7.0,7.0,0.0,2.921,2.0,1,38,4.36
18,3,4.0,4.687,8.0,1.862,2.658,3.892,83,1324,3.98
19,3,5.0,4.8,9.0,1.963,2.848,4.012,85,1701,4.53
20,3,4.0,3.381,7.0,1.653,2.443,3.838,105,1145,4.17
21,3,4.0,6.0,6.0,0.0,2.4,3.0,1,20,3.94
22,3,4.0,4.054,7.0,1.089,2.566,4.297,74,1070,4.19
23,3,3.0,4.65,8.0,1.931,2.607,4.733,60,1104,2.81
24,3,3.0,4.619,8.0,1.759,2.781,5.381,42,754,3.04
25,3,4.0,5.0,11.0,2.07,2.787,4.0,42,794,3.83
26,3,4.0,3.964,8.0,1.918,2.504,3.714,28,383,3.78
27,3,2.0,4.333,8.0,1.247,2.641,4.375,48,708,2.65
28,3,3.0,4.054,7.0,1.305,2.631,4.065,92,1130,3.52
29,3,3.0,6.25,14.0,3.876,2.942,4.667,24,822,3.29
30,3,4.0,4.357,7.0,1.109,2.689,4.75,56,902,3.8
31,3,5.0,4.358,8.0,1.589,2.679,3.975,81,1153,4.57
32,3,4.0,4.125,8.0,1.474,2.475,4.344,64,928,3.76
33,3,5.0,3.901,9.0,1.724,2.515,3.766,222,2865,4.81
34,3,4.0,4.233,7.0,1.257,2.755,4.067,60,818,3.93
35,3,1.0,4.857,10.0,1.663,2.739,4.571,56,908,2.33
36,3,4.0,2.0,2.0,0.0,1.45,3.0,2,10,3.98
37,3,1.0,4.0,6.0,2.16,2.937,3.333,6,100,2.33
38,3,4.0,13.0,13.0,0.0,5.235,5.0,2,640,4.07
39,3,2.0,5.222,8.0,1.988,3.478,4.0,18,566,2.8
40,3,1.0,4.333,5.0,0.471,2.531,2.333,3,30,2.16
41,3,4.0,8.0,8.0,0.0,2.967,4.0,1,30,4.28
42,3,3.0,3.837,10.0,2.261,2.282,3.512,43,535,3.22
43,3,5.0,2.0,2.0,0.0,2.393,5.0,2,14,4.9
44,3,4.0,5.5,7.0,1.5,2.776,4.0,4,84,3.8
45,3,4.0,3.769,7.0,1.367,2.6,3.385,52,746,3.71
46,3,5.0,4.015,8.0,1.622,2.539,4.169,65,866,4.4
47,3,5.0,3.978,11.0,1.716,2.536,3.725,182,2304,4.69
48,3,4.0,4.176,9.0,1.806,2.648,3.971,68,886,4.0
49,3,2.0,4.25,8.0,1.732,2.677,4.312,64,960,2.99
50,3,4.0,6.056,13.0,2.613,3.042,4.944,36,782,3.83
51,3,5.0,3.0,3.0,0.0,2.5,5.0,1,10,4.73
52,3,2.0,3.97,7.0,1.566,2.442,4.273,66,882,3.19
53,3,5.0,5.042,9.0,1.594,2.653,4.042,48,774,4.94
54,3,4.0,3.447,12.0,1.884,2.287,3.291,206,2182,3.95
55,3,5.0,5.156,12.0,2.92,3.253,4.625,96,2982,4.75
56,3,4.0,5.328,9.0,1.724,3.127,4.641,64,1462,4.0
57,3,4.0,4.407,8.0,1.661,2.647,4.37,54,842,3.86
58,3,2.0,4.0,8.0,1.918,2.654,4.9,100,1416,2.79
59,3,3.0,4.895,11.0,2.426,2.485,3.579,38,616,2.87
60,3,4.0,4.495,9.0,1.766,2.799,4.323,99,1976,4.13
61,3,5.0,3.754,7.0,1.354,2.595,3.667,114,1513,3.84
62,3,2.0,4.5,8.0,1.633,2.661,5.0,48,820,2.66
63,3,5.0,6.481,11.0,2.425,4.582,6.741,54,3528,4.84
64,3,5.0,4.85,13.0,2.465,3.128,3.575,40,1131,3.44
65,3,4.0,4.466,10.0,2.055,2.848,4.014,73,1495,4.19
66,3,4.0,3.333,5.0,1.106,2.579,3.833,6,66,3.99
67,3,5.0,4.0,7.0,1.724,2.691,4.649,74,1216,4.5
68,3,2.0,4.262,7.0,1.535,2.653,3.656,61,832,2.72
69,3,4.0,8.667,13.0,4.19,5.54,9.333,6,956,4.23
70,3,5.0,6.348,11.0,2.958,3.914,5.435,23,1074,4.52
71,3,4.0,4.615,9.0,1.903,2.59,4.038,26,442,3.8
72,3,4.0,4.75,8.0,2.203,2.607,4.583,12,240,3.46
73,3,4.0,7.333,13.0,3.59,3.68,4.556,18,962,3.99
74,3,3.0,4.8,12.0,2.266,2.671,4.27,115,1929,3.28
75,3,4.0,3.981,7.0,1.635,2.589,3.635,52,768,3.85
0,4,5.0,8.833,12.0,2.478,3.182,5.667,6,460,4.4
1,4,4.0,4.857,9.0,1.959,2.849,4.357,28,666,3.85
2,4,4.0,4.553,7.0,1.795,2.953,4.618,152,2752,4.29
3,4,5.0,4.365,7.0,1.057,2.789,4.096,104,1592,4.48
4,4,5.0,4.667,8.0,1.407,2.666,4.182,66,1076,4.37
5,4,3.0,4.926,9.0,1.676,2.739,4.407,54,910,3.08
6,4,4.0,4.192,9.0,2.167,2.417,4.154,52,770,3.75
7,4,4.0,4.627,9.0,1.93,2.474,4.034,59,953,3.74
8,4,3.0,3.833,8.0,1.547,2.498,3.598,102,1207,3.69
9,4,3.0,4.509,8.0,1.352,2.672,4.421,114,1737,3.07
10,4,3.0,4.923,9.0,1.979,2.679,4.615,26,394,3.11
11,4,4.0,4.333,8.0,1.638,2.683,4.782,78,1266,3.91
12,4,5.0,4.383,9.0,1.644,3.009,4.633,120,2218,4.84
13,4,4.0,5.75,7.0,0.829,2.639,3.75,8,148,3.72
14,4,5.0,4.679,10.0,1.814,2.467,4.071,56,934,3.42
15,4,1.0,4.469,8.0,1.732,2.523,4.312,64,1024,2.22
16,4,4.0,5.147,9.0,1.555,2.813,4.676,68,1292,4.19
17,4,4.0,4.667,6.0,0.943,3.526,5.667,6,192,3.44
18,4,4.0,4.687,8.0,1.862,2.658,3.892,83,1324,3.98
19,4,5.0,4.337,9.0,1.788,2.758,4.066,181,2761,4.57
20,4,4.0,4.316,8.0,1.703,2.639,4.289,76,1082,3.85
21,4,4.0,6.0,6.0,0.0,2.4,3.0,1,20,3.94
22,4,3.0,4.447,7.0,1.229,2.721,5.158,76,1282,3.25
23,4,3.0,4.65,8.0,1.931,2.607,4.733,60,1104,2.81
24,4,4.0,4.87,9.0,2.091,2.563,4.348,46,798,3.13
25,4,4.0,4.632,9.0,1.499,2.651,4.25,144,2274,4.17
26,4,5.0,4.565,9.0,1.782,2.81,3.863,131,1864,4.42
27,4,2.0,4.177,8.0,1.519,2.539,3.645,62,788,2.69
28,4,4.0,5.816,11.0,2.353,3.011,4.878,49,1328,4.26
29,4,4.0,5.0,12.0,2.217,3.084,4.875,48,1004,3.85
30,4,4.0,6.625,11.0,2.69,3.367,5.75,16,726,4.2
31,4,4.0,5.241,11.0,2.641,2.785,4.276,58,1192,4.09
32,4,4.0,5.226,11.0,2.709,2.84,4.516,31,742,3.9
33,4,5.0,5.206,10.0,2.112,3.026,4.551,107,2863,4.81
34,4,4.0,3.905,7.0,1.54,2.78,3.857,42,636,4.02
35,4,1.0,5.407,17.0,3.336,3.032,3.667,54,1174,2.56
36,4,4.0,4.0,4.0,0.0,1.75,2.0,1,8,4.04
37,4,5.0,5.109,10.0,1.856,2.881,4.848,92,1824,4.0
38,4,4.0,4.0,4.0,0.0,1.771,4.5,2,18,4.0
39,4,2.0,3.917,7.0,1.885,2.299,4.048,84,1070,2.85
40,4,2.0,4.02,8.0,1.715,2.445,3.87,100,1315,3.02
41,4,5.0,4.0,4.0,0.0,2.167,2.0,1,12,4.37
42,4,3.0,4.75,8.0,2.101,2.607,4.045,88,1520,3.19
43,4,5.0,2.0,2.0,0.0,2.393,5.0,2,14,4.9
44,4,3.0,9.0,14.0,5.0,2.619,4.0,4,98,3.08
45,4,4.0,4.625,10.0,1.654,2.656,4.8,80,1246,3.75
46,4,5.0,4.034,8.0,2.092,2.383,3.241,58,726,3.42
47,4,5.0,4.438,9.0,1.777,2.594,4.429,112,1820,4.26
48,4,5.0,4.25,6.0,1.534,2.716,4.25,48,802,4.37
49,4,4.0,4.095,8.0,1.823,2.974,4.619,42,692,3.93
50,4,4.0,7.0,10.0,2.121,4.056,5.625,16,1034,4.16
51,4,4.0,10.0,10.0,0.0,1.65,3.0,1,20,3.57
52,4,2.0,6.1,15.0,3.145,3.325,4.1,20,872,2.81
53,4,5.0,5.042,9.0,1.594,2.653,4.042,48,774,4.94
54,4,4.0,4.373,9.0,1.976,2.674,4.642,134,2352,4.06
55,4,5.0,6.409,11.0,2.668,3.442,5.045,66,2953,4.76
56,4,2.0,4.606,8.0,1.65,2.574,4.152,66,1036,2.54
57,4,5.0,4.201,10.0,1.861,2.56,3.74,169,2329,4.2
58,4,3.0,4.0,8.0,1.918,2.654,4.9,100,1416,2.79
59,4,4.0,4.05,8.0,1.186,2.572,4.566,159,2341,4.5
60,4,4.0,4.194,11.0,2.106,2.638,4.014,72,1443,3.93
61,4,5.0,4.104,9.0,1.616,2.91,3.756,193,2765,4.83
62,4,4.0,5.64,12.0,2.869,2.671,4.92,50,1034,3.68
63,4,5.0,4.262,8.0,1.705,2.712,4.19,84,1224,4.13
64,4,4.0,4.821,8.0,1.738,2.811,4.333,78,1328,4.04
65,4,4.0,3.81,7.0,1.789,2.727,3.429,42,586,3.81
66,4,4.0,4.0,6.0,1.155,2.728,3.833,6,80,3.95
67,4,3.0,3.485,6.0,1.329,2.499,4.364,66,718,3.4
68,4,3.0,4.9,7.0,1.179,3.099,4.65,20,354,3.08
69,4,4.0,4.842,9.0,2.3,2.782,4.158,38,844,3.94
70,4,4.0,3.976,6.0,1.318,2.664,3.714,84,1090,3.96
71,4,5.0,3.76,9.0,1.436,2.652,3.987,150,1971,4.7
72,4,5.0,3.732,8.0,1.795,2.53,3.585,82,1124,3.95
73,4,4.0,4.233,8.0,1.499,2.705,3.586,116,1576,3.84
74,4,1.0,5.585,13.0,2.693,2.643,3.619,147,2594,2.55
75,4,4.0,4.607,8.0,1.345,2.808,4.679,56,916,3.74
