user_id,file_id,rating,token_count,pos_count_NOUN,pos_ratio_NOUN,pos_count_VERB,pos_ratio_VERB,pos_count_ADJ,pos_ratio_ADJ,pos_count_ADV,pos_ratio_ADV,pos_count_PRON,pos_ratio_PRON,pos_count_PROPN,pos_ratio_PROPN,pos_count_AUX,pos_ratio_AUX,pos_count_ADP,pos_ratio_ADP,pos_count_DET,pos_ratio_DET,pos_count_CCONJ,pos_ratio_CCONJ,pos_count_SCONJ,pos_ratio_SCONJ,pos_count_PART,pos_ratio_PART,pos_count_NUM,pos_ratio_NUM,pos_entropy,pred_rating
11,0,4.0,584.0,186.0,0.3185,72.0,0.1233,68.0,0.1164,8.0,0.0137,20.0,0.0342,92.0,0.1575,8.0,0.0137,38.0,0.0651,30.0,0.0514,46.0,0.0788,6.0,0.0103,8.0,0.0137,0.0,0.0,2.9335,3.86
12,0,5.0,1020.0,326.0,0.3196,102.0,0.1,114.0,0.1118,22.0,0.0216,50.0,0.049,170.0,0.1667,26.0,0.0255,70.0,0.0686,48.0,0.0471,60.0,0.0588,12.0,0.0118,10.0,0.0098,10.0,0.0098,3.0293,4.53
13,0,3.0,1326.0,359.0,0.2707,125.0,0.0943,84.0,0.0633,14.0,0.0106,17.0,0.0128,387.0,0.2919,17.0,0.0128,113.0,0.0852,76.0,0.0573,37.0,0.0279,10.0,0.0075,10.0,0.0075,76.0,0.0573,2.8587,3.62
14,0,5.0,762.0,266.0,0.3491,80.0,0.105,84.0,0.1102,12.0,0.0157,42.0,0.0551,112.0,0.147,18.0,0.0236,52.0,0.0682,28.0,0.0367,56.0,0.0735,2.0,0.0026,4.0,0.0052,2.0,0.0026,2.8821,4.32
15,0,2.0,796.0,216.0,0.2714,86.0,0.108,106.0,0.1332,18.0,0.0226,30.0,0.0377,126.0,0.1583,30.0,0.0377,62.0,0.0779,44.0,0.0553,44.0,0.0553,8.0,0.0101,16.0,0.0201,2.0,0.0025,3.0962,3.38
16,0,4.0,1952.0,483.0,0.2474,208.0,0.1066,151.0,0.0774,44.0,0.0225,80.0,0.041,425.0,0.2177,42.0,0.0215,221.0,0.1132,153.0,0.0784,58.0,0.0297,25.0,0.0128,14.0,0.0072,46.0,0.0236,3.0921,4.06
17,0,4.0,1796.0,496.0,0.2762,200.0,0.1114,166.0,0.0924,36.0,0.02,82.0,0.0457,258.0,0.1437,50.0,0.0278,176.0,0.098,152.0,0.0846,112.0,0.0624,20.0,0.0111,34.0,0.0189,0.0,0.0,3.1054,3.8
18,0,4.0,1069.0,257.0,0.2404,91.0,0.0851,99.0,0.0926,28.0,0.0262,32.0,0.0299,257.0,0.2404,22.0,0.0206,105.0,0.0982,70.0,0.0655,58.0,0.0543,13.0,0.0122,11.0,0.0103,15.0,0.014,3.0598,3.99
19,0,5.0,2162.0,634.0,0.2932,133.0,0.0615,196.0,0.0907,30.0,0.0139,29.0,0.0134,607.0,0.2808,22.0,0.0102,170.0,0.0786,47.0,0.0217,55.0,0.0254,10.0,0.0046,16.0,0.0074,207.0,0.0957,2.787,4.85
20,0,4.0,614.0,235.0,0.3827,38.0,0.0619,76.0,0.1238,4.0,0.0065,8.0,0.013,131.0,0.2134,6.0,0.0098,48.0,0.0782,12.0,0.0195,46.0,0.0749,4.0,0.0065,4.0,0.0065,2.0,0.0033,2.6215,3.93
21,0,4.0,736.0,236.0,0.3207,64.0,0.087,68.0,0.0924,20.0,0.0272,14.0,0.019,230.0,0.3125,12.0,0.0163,40.0,0.0543,6.0,0.0082,38.0,0.0516,2.0,0.0027,2.0,0.0027,4.0,0.0054,2.6142,3.92
22,0,3.0,650.0,196.0,0.3015,50.0,0.0769,80.0,0.1231,8.0,0.0123,10.0,0.0154,200.0,0.3077,8.0,0.0123,32.0,0.0492,10.0,0.0154,48.0,0.0738,4.0,0.0062,4.0,0.0062,0.0,0.0,2.6247,3.97
23,0,2.0,36.0,4.0,0.1111,8.0,0.2222,0.0,0.0,0.0,0.0,8.0,0.2222,8.0,0.2222,2.0,0.0556,0.0,0.0,2.0,0.0556,2.0,0.0556,2.0,0.0556,0.0,0.0,0.0,0.0,2.7255,2.56
24,0,4.0,870.0,266.0,0.3057,80.0,0.092,84.0,0.0966,14.0,0.0161,14.0,0.0161,186.0,0.2138,4.0,0.0046,86.0,0.0989,36.0,0.0414,66.0,0.0759,4.0,0.0046,12.0,0.0138,4.0,0.0046,2.8272,3.93
25,0,2.0,120.0,44.0,0.3667,18.0,0.15,6.0,0.05,4.0,0.0333,10.0,0.0833,8.0,0.0667,6.0,0.05,4.0,0.0333,8.0,0.0667,6.0,0.05,4.0,0.0333,2.0,0.0167,0.0,0.0,2.9984,2.98
26,0,5.0,572.0,188.0,0.3287,44.0,0.0769,52.0,0.0909,8.0,0.014,24.0,0.042,168.0,0.2937,14.0,0.0245,26.0,0.0455,6.0,0.0105,12.0,0.021,8.0,0.014,4.0,0.007,8.0,0.014,2.666,4.44
27,0,2.0,582.0,228.0,0.3918,30.0,0.0515,88.0,0.1512,6.0,0.0103,14.0,0.0241,76.0,0.1306,4.0,0.0069,46.0,0.079,26.0,0.0447,28.0,0.0481,10.0,0.0172,6.0,0.0103,0.0,0.0,2.6616,2.8
28,0,3.0,618.0,146.0,0.2362,70.0,0.1133,76.0,0.123,12.0,0.0194,20.0,0.0324,128.0,0.2071,12.0,0.0194,68.0,0.11,36.0,0.0583,42.0,0.068,2.0,0.0032,6.0,0.0097,0.0,0.0,3.0156,3.26
29,0,4.0,1618.0,356.0,0.22,135.0,0.0834,162.0,0.1001,17.0,0.0105,13.0,0.008,512.0,0.3164,23.0,0.0142,150.0,0.0927,104.0,0.0643,41.0,0.0253,8.0,0.0049,29.0,0.0179,59.0,0.0365,2.8725,4.23
30,0,4.0,540.0,214.0,0.3963,56.0,0.1037,46.0,0.0852,6.0,0.0111,16.0,0.0296,84.0,0.1556,2.0,0.0037,46.0,0.0852,14.0,0.0259,40.0,0.0741,0.0,0.0,2.0,0.0037,2.0,0.0037,2.6183,3.63
31,0,5.0,32.0,14.0,0.4375,2.0,0.0625,4.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,4.0,0.125,2.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,2.2246,3.91
32,0,4.0,1494.0,380.0,0.2544,130.0,0.087,151.0,0.1011,29.0,0.0194,27.0,0.0181,419.0,0.2805,14.0,0.0094,117.0,0.0783,89.0,0.0596,60.0,0.0402,9.0,0.006,16.0,0.0107,53.0,0.0355,2.9375,4.18
33,0,5.0,2171.0,616.0,0.2837,206.0,0.0949,233.0,0.1073,51.0,0.0235,61.0,0.0281,442.0,0.2036,25.0,0.0115,216.0,0.0995,113.0,0.052,92.0,0.0424,24.0,0.0111,28.0,0.0129,54.0,0.0249,3.029,4.42
34,0,4.0,782.0,230.0,0.2941,94.0,0.1202,96.0,0.1228,8.0,0.0102,16.0,0.0205,144.0,0.1841,14.0,0.0179,68.0,0.087,58.0,0.0742,40.0,0.0512,6.0,0.0077,8.0,0.0102,0.0,0.0,2.9197,3.73
35,0,4.0,872.0,228.0,0.2615,110.0,0.1261,82.0,0.094,14.0,0.0161,28.0,0.0321,194.0,0.2225,12.0,0.0138,80.0,0.0917,42.0,0.0482,46.0,0.0528,6.0,0.0069,6.0,0.0069,16.0,0.0183,2.9815,3.81
36,0,4.0,30.0,8.0,0.2667,4.0,0.1333,6.0,0.2,0.0,0.0,2.0,0.0667,0.0,0.0,0.0,0.0,6.0,0.2,0.0,0.0,2.0,0.0667,0.0,0.0,2.0,0.0667,0.0,0.0,2.6062,3.62
37,0,5.0,880.0,262.0,0.2977,78.0,0.0886,92.0,0.1045,20.0,0.0227,26.0,0.0295,200.0,0.2273,18.0,0.0205,64.0,0.0727,30.0,0.0341,58.0,0.0659,8.0,0.0091,6.0,0.0068,8.0,0.0091,2.9178,4.49
38,0,2.0,14.0,4.0,0.2857,2.0,0.1429,2.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1429,2.0,0.1429,2.0,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,2.5216,2.62
39,0,4.0,804.0,232.0,0.2886,100.0,0.1244,84.0,0.1045,22.0,0.0274,38.0,0.0473,110.0,0.1368,20.0,0.0249,72.0,0.0896,54.0,0.0672,44.0,0.0547,6.0,0.0075,10.0,0.0124,2.0,0.0025,3.063,3.5
40,0,2.0,1363.0,376.0,0.2759,102.0,0.0748,151.0,0.1108,17.0,0.0125,30.0,0.022,383.0,0.281,28.0,0.0205,111.0,0.0814,55.0,0.0404,81.0,0.0594,9.0,0.0066,12.0,0.0088,6.0,0.0044,2.8399,2.85
41,0,5.0,28.0,10.0,0.3571,2.0,0.0714,2.0,0.0714,0.0,0.0,0.0,0.0,2.0,0.0714,0.0,0.0,6.0,0.2143,4.0,0.1429,2.0,0.0714,0.0,0.0,0.0,0.0,0.0,0.0,2.4956,4.39
42,0,2.0,60.0,16.0,0.2667,10.0,0.1667,8.0,0.1333,2.0,0.0333,4.0,0.0667,8.0,0.1333,2.0,0.0333,0.0,0.0,4.0,0.0667,4.0,0.0667,0.0,0.0,2.0,0.0333,0.0,0.0,2.9866,2.79
43,0,4.0,16.0,8.0,0.5,0.0,0.0,2.0,0.125,2.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.125,2.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.75
44,0,4.0,58.0,14.0,0.2414,8.0,0.1379,2.0,0.0345,2.0,0.0345,8.0,0.1379,10.0,0.1724,2.0,0.0345,4.0,0.069,4.0,0.069,2.0,0.0345,2.0,0.0345,0.0,0.0,0.0,0.0,3.0904,3.96
45,0,3.0,46.0,7.0,0.1522,9.0,0.1957,2.0,0.0435,2.0,0.0435,8.0,0.1739,8.0,0.1739,2.0,0.0435,2.0,0.0435,2.0,0.0435,2.0,0.0435,2.0,0.0435,0.0,0.0,0.0,0.0,3.1283,3.76
46,0,5.0,688.0,224.0,0.3256,70.0,0.1017,90.0,0.1308,14.0,0.0203,22.0,0.032,94.0,0.1366,16.0,0.0233,42.0,0.061,38.0,0.0552,62.0,0.0901,8.0,0.0116,8.0,0.0116,0.0,0.0,2.9775,3.34
47,0,4.0,1216.0,358.0,0.2944,132.0,0.1086,122.0,0.1003,24.0,0.0197,46.0,0.0378,182.0,0.1497,40.0,0.0329,126.0,0.1036,66.0,0.0543,76.0,0.0625,24.0,0.0197,6.0,0.0049,4.0,0.0033,3.0563,3.79
48,0,4.0,46.0,10.0,0.2174,6.0,0.1304,2.0,0.0435,2.0,0.0435,6.0,0.1304,6.0,0.1304,0.0,0.0,6.0,0.1304,4.0,0.087,0.0,0.0,4.0,0.087,0.0,0.0,0.0,0.0,3.0179,3.93
49,0,4.0,1129.0,351.0,0.3109,88.0,0.0779,73.0,0.0647,15.0,0.0133,21.0,0.0186,222.0,0.1966,12.0,0.0106,118.0,0.1045,54.0,0.0478,38.0,0.0337,15.0,0.0133,6.0,0.0053,115.0,0.1019,2.9609,4.09
50,0,4.0,602.0,202.0,0.3355,36.0,0.0598,38.0,0.0631,4.0,0.0066,8.0,0.0133,176.0,0.2924,6.0,0.01,48.0,0.0797,26.0,0.0432,28.0,0.0465,0.0,0.0,2.0,0.0033,18.0,0.0299,2.6104,3.91
51,0,3.0,934.0,276.0,0.2955,104.0,0.1113,102.0,0.1092,16.0,0.0171,38.0,0.0407,126.0,0.1349,16.0,0.0171,88.0,0.0942,58.0,0.0621,68.0,0.0728,8.0,0.0086,24.0,0.0257,0.0,0.0,3.0399,3.23
52,0,1.0,408.0,136.0,0.3333,26.0,0.0637,26.0,0.0637,16.0,0.0392,6.0,0.0147,126.0,0.3088,4.0,0.0098,34.0,0.0833,10.0,0.0245,8.0,0.0196,0.0,0.0,2.0,0.0049,8.0,0.0196,2.5862,2.78
53,0,5.0,726.0,220.0,0.303,70.0,0.0964,90.0,0.124,10.0,0.0138,14.0,0.0193,166.0,0.2287,10.0,0.0138,44.0,0.0606,34.0,0.0468,38.0,0.0523,14.0,0.0193,6.0,0.0083,10.0,0.0138,2.9145,4.55
54,0,5.0,1678.0,502.0,0.2992,206.0,0.1228,172.0,0.1025,38.0,0.0226,62.0,0.0369,284.0,0.1692,36.0,0.0215,128.0,0.0763,74.0,0.0441,110.0,0.0656,26.0,0.0155,22.0,0.0131,4.0,0.0024,3.0168,4.48
55,0,5.0,1442.0,507.0,0.3516,107.0,0.0742,183.0,0.1269,6.0,0.0042,33.0,0.0229,333.0,0.2309,22.0,0.0153,77.0,0.0534,25.0,0.0173,44.0,0.0305,20.0,0.0139,8.0,0.0055,70.0,0.0485,2.7444,4.31
56,0,5.0,696.0,218.0,0.3132,90.0,0.1293,64.0,0.092,16.0,0.023,18.0,0.0259,106.0,0.1523,10.0,0.0144,54.0,0.0776,40.0,0.0575,62.0,0.0891,6.0,0.0086,2.0,0.0029,2.0,0.0029,2.9271,3.37
57,0,4.0,872.0,338.0,0.3876,92.0,0.1055,84.0,0.0963,8.0,0.0092,16.0,0.0183,150.0,0.172,8.0,0.0092,56.0,0.0642,34.0,0.039,64.0,0.0734,2.0,0.0023,8.0,0.0092,2.0,0.0023,2.6801,3.77
58,0,3.0,1082.0,344.0,0.3179,114.0,0.1054,86.0,0.0795,26.0,0.024,40.0,0.037,136.0,0.1257,36.0,0.0333,96.0,0.0887,76.0,0.0702,78.0,0.0721,16.0,0.0148,18.0,0.0166,2.0,0.0018,3.0603,3.25
59,0,4.0,2774.0,819.0,0.2952,271.0,0.0977,353.0,0.1273,53.0,0.0191,78.0,0.0281,457.0,0.1647,54.0,0.0195,261.0,0.0941,165.0,0.0595,153.0,0.0552,11.0,0.004,29.0,0.0105,60.0,0.0216,3.0328,4.02
60,0,4.0,880.0,191.0,0.217,62.0,0.0705,74.0,0.0841,4.0,0.0045,4.0,0.0045,333.0,0.3784,2.0,0.0023,62.0,0.0705,46.0,0.0523,14.0,0.0159,0.0,0.0,6.0,0.0068,82.0,0.0932,2.6249,4.23
61,0,5.0,34.0,12.0,0.3529,4.0,0.1176,2.0,0.0588,0.0,0.0,0.0,0.0,8.0,0.2353,0.0,0.0,2.0,0.0588,2.0,0.0588,2.0,0.0588,0.0,0.0,0.0,0.0,2.0,0.0588,2.5869,4.26
62,0,2.0,624.0,186.0,0.2981,72.0,0.1154,80.0,0.1282,16.0,0.0256,26.0,0.0417,80.0,0.1282,10.0,0.016,42.0,0.0673,36.0,0.0577,50.0,0.0801,4.0,0.0064,8.0,0.0128,2.0,0.0032,3.0071,2.7
68,0,5.0,1411.0,354.0,0.2509,110.0,0.078,142.0,0.1006,22.0,0.0156,24.0,0.017,406.0,0.2877,12.0,0.0085,159.0,0.1127,78.0,0.0553,52.0,0.0369,14.0,0.0099,13.0,0.0092,23.0,0.0163,2.8765,4.39
69,0,4.0,758.0,280.0,0.3694,78.0,0.1029,92.0,0.1214,8.0,0.0106,14.0,0.0185,142.0,0.1873,4.0,0.0053,40.0,0.0528,26.0,0.0343,58.0,0.0765,4.0,0.0053,12.0,0.0158,0.0,0.0,2.715,3.9
70,0,4.0,1745.0,451.0,0.2585,147.0,0.0842,109.0,0.0625,18.0,0.0103,14.0,0.008,579.0,0.3318,19.0,0.0109,146.0,0.0837,99.0,0.0567,65.0,0.0372,26.0,0.0149,10.0,0.0057,55.0,0.0315,2.7796,4.16
71,0,4.0,730.0,194.0,0.2658,94.0,0.1288,78.0,0.1068,16.0,0.0219,34.0,0.0466,100.0,0.137,22.0,0.0301,52.0,0.0712,38.0,0.0521,50.0,0.0685,8.0,0.011,12.0,0.0164,8.0,0.011,3.1041,3.65
72,0,4.0,942.0,291.0,0.3089,86.0,0.0913,54.0,0.0573,7.0,0.0074,22.0,0.0234,264.0,0.2803,17.0,0.018,39.0,0.0414,30.0,0.0318,37.0,0.0393,5.0,0.0053,3.0,0.0032,84.0,0.0892,2.7827,4.04
73,0,5.0,734.0,228.0,0.3106,90.0,0.1226,60.0,0.0817,4.0,0.0054,22.0,0.03,126.0,0.1717,16.0,0.0218,64.0,0.0872,46.0,0.0627,56.0,0.0763,2.0,0.0027,6.0,0.0082,2.0,0.0027,2.8836,4.18
74,0,4.0,1688.0,468.0,0.2773,80.0,0.0474,155.0,0.0918,16.0,0.0095,20.0,0.0118,571.0,0.3383,14.0,0.0083,152.0,0.09,72.0,0.0427,59.0,0.035,13.0,0.0077,4.0,0.0024,63.0,0.0373,2.6916,4.26
75,0,5.0,1708.0,460.0,0.2693,106.0,0.0621,152.0,0.089,16.0,0.0094,18.0,0.0105,556.0,0.3255,10.0,0.0059,176.0,0.103,74.0,0.0433,76.0,0.0445,6.0,0.0035,8.0,0.0047,36.0,0.0211,2.6881,4.77
76,0,2.0,1549.0,464.0,0.2995,181.0,0.1168,150.0,0.0968,19.0,0.0123,63.0,0.0407,256.0,0.1653,33.0,0.0213,139.0,0.0897,88.0,0.0568,86.0,0.0555,24.0,0.0155,27.0,0.0174,7.0,0.0045,3.0313,2.83
77,0,3.0,1363.0,376.0,0.2759,95.0,0.0697,117.0,0.0858,25.0,0.0183,33.0,0.0242,432.0,0.3169,14.0,0.0103,129.0,0.0946,53.0,0.0389,44.0,0.0323,6.0,0.0044,13.0,0.0095,26.0,0.0191,2.7849,4.28
78,0,4.0,1418.0,415.0,0.2927,155.0,0.1093,123.0,0.0867,21.0,0.0148,40.0,0.0282,218.0,0.1537,12.0,0.0085,156.0,0.11,123.0,0.0867,95.0,0.067,8.0,0.0056,15.0,0.0106,26.0,0.0183,3.0175,3.44
79,0,4.0,12.0,10.0,0.8333,0.0,0.0,2.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,4.38
0,1,5.0,594.0,168.0,0.2828,52.0,0.0875,42.0,0.0707,2.0,0.0034,12.0,0.0202,142.0,0.2391,6.0,0.0101,62.0,0.1044,22.0,0.037,16.0,0.0269,8.0,0.0135,0.0,0.0,62.0,0.1044,2.8759,4.7
1,1,5.0,686.0,174.0,0.2536,52.0,0.0758,44.0,0.0641,10.0,0.0146,2.0,0.0029,252.0,0.3673,12.0,0.0175,46.0,0.0671,18.0,0.0262,28.0,0.0408,4.0,0.0058,4.0,0.0058,34.0,0.0496,2.6736,4.18
2,1,4.0,660.0,164.0,0.2485,68.0,0.103,96.0,0.1455,8.0,0.0121,24.0,0.0364,150.0,0.2273,18.0,0.0273,42.0,0.0636,28.0,0.0424,38.0,0.0576,4.0,0.0061,20.0,0.0303,0.0,0.0,3.001,2.86
3,1,5.0,3018.0,952.0,0.3154,260.0,0.0861,310.0,0.1027,52.0,0.0172,50.0,0.0166,818.0,0.271,88.0,0.0292,208.0,0.0689,40.0,0.0133,120.0,0.0398,8.0,0.0027,34.0,0.0113,78.0,0.0258,2.7907,4.57
4,1,5.0,458.0,118.0,0.2576,38.0,0.083,30.0,0.0655,8.0,0.0175,6.0,0.0131,184.0,0.4017,8.0,0.0175,24.0,0.0524,4.0,0.0087,20.0,0.0437,4.0,0.0087,2.0,0.0044,4.0,0.0087,2.5077,4.47
5,1,4.0,584.0,191.0,0.3271,64.0,0.1096,62.0,0.1062,10.0,0.0171,12.0,0.0205,93.0,0.1592,6.0,0.0103,62.0,0.1062,16.0,0.0274,44.0,0.0753,0.0,0.0,8.0,0.0137,2.0,0.0034,2.8056,3.82
6,1,4.0,828.0,238.0,0.2874,112.0,0.1353,90.0,0.1087,18.0,0.0217,36.0,0.0435,108.0,0.1304,30.0,0.0362,60.0,0.0725,54.0,0.0652,52.0,0.0628,10.0,0.0121,10.0,0.0121,2.0,0.0024,3.0858,3.82
7,1,4.0,902.0,286.0,0.3171,89.0,0.0987,97.0,0.1075,23.0,0.0255,26.0,0.0288,117.0,0.1297,30.0,0.0333,89.0,0.0987,64.0,0.071,58.0,0.0643,6.0,0.0067,14.0,0.0155,0.0,0.0,3.0255,3.39
8,1,2.0,668.0,225.0,0.3368,83.0,0.1243,44.0,0.0659,6.0,0.009,26.0,0.0389,152.0,0.2275,9.0,0.0135,53.0,0.0793,26.0,0.0389,12.0,0.018,6.0,0.009,6.0,0.009,4.0,0.006,2.717,1.94
9,1,4.0,1526.0,377.0,0.2471,150.0,0.0983,150.0,0.0983,21.0,0.0138,35.0,0.0229,406.0,0.2661,31.0,0.0203,150.0,0.0983,96.0,0.0629,61.0,0.04,8.0,0.0052,18.0,0.0118,23.0,0.0151,2.9609,4.23
10,1,4.0,608.0,212.0,0.3487,70.0,0.1151,50.0,0.0822,8.0,0.0132,18.0,0.0296,112.0,0.1842,2.0,0.0033,44.0,0.0724,18.0,0.0296,50.0,0.0822,2.0,0.0033,8.0,0.0132,2.0,0.0033,2.7521,3.77
11,1,4.0,686.0,238.0,0.3469,70.0,0.102,80.0,0.1166,18.0,0.0262,18.0,0.0262,84.0,0.1224,8.0,0.0117,64.0,0.0933,38.0,0.0554,54.0,0.0787,4.0,0.0058,10.0,0.0146,0.0,0.0,2.9202,3.7
12,1,5.0,1902.0,490.0,0.2576,170.0,0.0894,179.0,0.0941,19.0,0.01,32.0,0.0168,523.0,0.275,33.0,0.0174,153.0,0.0804,83.0,0.0436,78.0,0.041,15.0,0.0079,12.0,0.0063,110.0,0.0578,2.9332,4.83
13,1,2.0,38.0,8.0,0.2105,6.0,0.1579,4.0,0.1053,4.0,0.1053,2.0,0.0526,4.0,0.1053,2.0,0.0526,0.0,0.0,6.0,0.1579,0.0,0.0,0.0,0.0,2.0,0.0526,0.0,0.0,3.0106,2.52
14,1,5.0,1062.0,344.0,0.3239,110.0,0.1036,138.0,0.1299,16.0,0.0151,30.0,0.0282,182.0,0.1714,24.0,0.0226,82.0,0.0772,38.0,0.0358,74.0,0.0697,6.0,0.0056,10.0,0.0094,2.0,0.0019,2.892,4.27
15,1,2.0,580.0,178.0,0.3069,50.0,0.0862,62.0,0.1069,6.0,0.0103,10.0,0.0172,120.0,0.2069,10.0,0.0172,48.0,0.0828,28.0,0.0483,52.0,0.0897,2.0,0.0034,4.0,0.0069,10.0,0.0172,2.9124,3.58
16,1,4.0,1436.0,408.0,0.2841,184.0,0.1281,144.0,0.1003,38.0,0.0265,74.0,0.0515,164.0,0.1142,44.0,0.0306,116.0,0.0808,76.0,0.0529,98.0,0.0682,30.0,0.0209,44.0,0.0306,0.0,0.0,3.1517,3.86
17,1,4.0,266.0,76.0,0.2857,24.0,0.0902,20.0,0.0752,8.0,0.0301,12.0,0.0451,62.0,0.2331,4.0,0.015,20.0,0.0752,12.0,0.0451,20.0,0.0752,0.0,0.0,6.0,0.0226,0.0,0.0,2.9312,3.79
18,1,3.0,362.0,102.0,0.2818,36.0,0.0994,20.0,0.0552,6.0,0.0166,6.0,0.0166,140.0,0.3867,0.0,0.0,16.0,0.0442,8.0,0.0221,16.0,0.0442,0.0,0.0,0.0,0.0,12.0,0.0331,2.4853,3.97
19,1,5.0,1107.0,300.0,0.271,96.0,0.0867,100.0,0.0903,16.0,0.0145,26.0,0.0235,316.0,0.2855,10.0,0.009,91.0,0.0822,26.0,0.0235,42.0,0.0379,7.0,0.0063,7.0,0.0063,65.0,0.0587,2.8579,4.63
20,1,5.0,552.0,142.0,0.2572,43.0,0.0779,56.0,0.1014,12.0,0.0217,12.0,0.0217,199.0,0.3605,6.0,0.0109,34.0,0.0616,18.0,0.0326,14.0,0.0254,2.0,0.0036,12.0,0.0217,0.0,0.0,2.6599,4.57
21,1,4.0,20.0,4.0,0.2,2.0,0.1,6.0,0.3,0.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,2.0,0.1,4.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4464,4.03
22,1,4.0,808.0,252.0,0.3119,60.0,0.0743,80.0,0.099,18.0,0.0223,18.0,0.0223,226.0,0.2797,22.0,0.0272,46.0,0.0569,24.0,0.0297,44.0,0.0545,6.0,0.0074,6.0,0.0074,6.0,0.0074,2.8056,3.96
