user_id,file_id,perplexity,rating,pred_rating
12,1,21.453,5.0,4.91
13,1,18.531,2.0,3.63
14,1,5.165,5.0,3.74
15,1,5.172,2.0,3.32
16,1,9.313,4.0,4.26
17,1,5.997,4.0,4.01
18,1,7.509,3.0,3.81
19,1,7.409,5.0,4.23
20,1,6.535,5.0,4.29
21,1,26.319,4.0,4.01
22,1,4.416,4.0,3.32
23,1,3.585,3.0,2.92
24,1,6.387,1.0,2.07
25,1,13.684,4.0,4.32
26,1,30.174,4.0,3.92
27,1,4.352,2.0,3.28
28,1,3.918,4.0,3.87
29,1,12.058,4.0,4.49
30,1,11.786,3.0,3.1
31,1,4.349,5.0,3.65
32,1,6.426,4.0,2.77
33,1,12.166,5.0,4.6
34,1,5.541,4.0,3.78
35,1,5.535,2.0,3.48
36,1,21.809,4.0,4.54
37,1,6.378,2.0,2.09
38,1,6.227,4.0,4.09
39,1,5.936,3.0,3.79
40,1,5.828,2.0,3.33
41,1,22.364,5.0,4.5
42,1,10.916,4.0,4.17
43,1,33.868,5.0,4.07
44,1,14.291,4.0,4.23
45,1,5.046,4.0,4.17
46,1,3.15,5.0,4.06
47,1,13.334,4.0,4.16
48,1,4.863,3.0,3.68
49,1,8.088,4.0,3.26
50,1,5.778,4.0,4.19
51,1,73.483,4.0,3.75
52,1,6.417,2.0,2.21
53,1,5.019,5.0,4.2
54,1,10.751,5.0,4.3
55,1,24.412,5.0,4.59
56,1,4.548,5.0,4.28
57,1,6.588,2.0,2.47
58,1,7.806,2.0,2.57
59,1,4.393,5.0,3.31
60,1,33.437,4.0,4.06
61,1,13.347,5.0,4.51
62,1,4.406,2.0,2.65
63,1,14.871,5.0,4.75
64,1,7.103,5.0,4.5
65,1,5.236,4.0,3.88
66,1,5.376,4.0,3.65
67,1,5.178,2.0,3.3
68,1,6.293,4.0,3.94
69,1,9.119,5.0,3.5
70,1,7.491,5.0,3.81
71,1,2.267,3.0,3.69
72,1,15.87,5.0,4.96
73,1,5.771,4.0,4.19
74,1,4.128,2.0,2.71
75,1,14.237,4.0,4.23
0,2,7.244,5.0,4.62
1,2,5.079,4.0,2.84
2,2,19.313,4.0,4.12
3,2,18.803,5.0,4.11
4,2,3.249,5.0,3.3
5,2,3.803,3.0,3.13
6,2,3.226,4.0,3.46
7,2,3.583,4.0,3.48
8,2,6.962,1.0,2.07
9,2,6.935,3.0,2.58
10,2,7.394,4.0,4.22
11,2,3.359,3.0,3.46
12,2,16.982,5.0,4.32
13,2,23.319,4.0,4.3
14,2,6.001,5.0,4.26
15,2,5.607,3.0,3.91
16,2,5.03,4.0,4.3
17,2,4.994,4.0,3.69
18,2,7.06,3.0,2.8
19,2,9.597,5.0,4.38
20,2,4.713,4.0,3.5
21,2,26.319,4.0,4.01
22,2,4.155,4.0,3.46
23,2,3.585,2.0,2.92
24,2,3.202,2.0,2.69
25,2,9.804,3.0,3.97
26,2,28.676,5.0,3.7
27,2,4.415,2.0,2.76
28,2,10.474,4.0,3.84
29,2,5.644,5.0,4.52
30,2,6.07,4.0,4.0
31,2,6.727,4.0,3.72
32,2,5.738,4.0,4.08
33,2,12.166,5.0,4.6
34,2,5.605,4.0,3.96
35,2,3.786,2.0,3.13
36,2,30.551,4.0,3.93
37,2,7.069,1.0,2.8
38,2,3.937,4.0,3.88
39,2,3.182,3.0,2.71
40,2,5.445,2.0,3.33
41,2,45.801,5.0,3.04
42,2,6.05,4.0,4.02
43,2,41.622,5.0,4.36
44,2,12.56,4.0,4.28
45,2,4.24,4.0,3.56
46,2,4.588,5.0,4.35
47,2,10.349,4.0,4.0
48,2,4.943,2.0,2.68
49,2,9.127,3.0,3.49
50,2,4.901,5.0,3.63
51,2,29.242,4.0,3.84
52,2,3.318,1.0,2.7
53,2,5.179,5.0,4.7
54,2,11.927,4.0,3.7
55,2,20.793,5.0,4.9
56,2,3.714,4.0,3.93
57,2,5.762,4.0,4.07
58,2,8.387,3.0,3.65
59,2,6.662,4.0,3.66
60,2,3.267,2.0,2.72
61,2,16.773,5.0,4.69
62,2,4.715,4.0,3.36
63,2,3.076,5.0,3.78
64,2,28.793,3.0,3.7
65,2,2.913,4.0,3.81
66,2,4.981,4.0,3.68
67,2,5.923,4.0,3.84
68,2,4.183,4.0,3.38
69,2,6.536,4.0,4.08
70,2,4.453,4.0,3.5
71,2,5.683,5.0,4.72
72,2,22.217,5.0,4.56
73,2,28.102,4.0,3.78
74,2,6.879,3.0,2.65
75,2,6.534,4.0,4.27
0,3,7.917,5.0,2.62
1,3,4.209,4.0,3.12
2,3,5.333,4.0,3.7
3,3,13.482,5.0,4.6
4,3,5.679,5.0,4.72
5,3,3.581,4.0,3.46
6,3,3.1,4.0,3.79
7,3,3.758,4.0,3.66
8,3,5.254,3.0,3.72
9,3,13.089,3.0,4.02
10,3,6.536,3.0,4.08
11,3,3.46,4.0,3.66
12,3,15.68,5.0,4.94
13,3,46.727,2.0,3.04
14,3,3.613,5.0,3.77
15,3,5.49,4.0,3.48
16,3,6.111,4.0,3.93
17,3,34.771,5.0,4.69
18,3,5.419,4.0,3.89
19,3,9.195,5.0,4.22
20,3,2.759,4.0,3.69
21,3,26.319,4.0,4.01
22,3,3.938,4.0,3.88
23,3,3.585,3.0,2.92
24,3,4.934,3.0,2.89
25,3,5.661,4.0,4.5
26,3,25.113,4.0,3.95
27,3,5.99,2.0,3.42
28,3,6.298,3.0,3.74
29,3,7.495,3.0,3.81
30,3,5.288,4.0,3.72
31,3,4.958,5.0,4.14
32,3,5.159,4.0,3.73
33,3,15.658,5.0,4.94
34,3,5.935,4.0,3.79
35,3,5.066,1.0,2.86
36,3,69.554,4.0,3.7
37,3,8.968,1.0,2.12
38,3,7.005,4.0,3.13
39,3,6.454,2.0,2.85
40,3,119.754,1.0,3.18
41,3,15.922,4.0,4.96
42,3,25.448,3.0,3.88
43,3,39.773,5.0,4.89
44,3,10.429,4.0,3.92
45,3,6.631,4.0,3.2
46,3,5.603,5.0,4.15
47,3,10.054,5.0,4.21
48,3,5.846,4.0,3.46
49,3,4.348,2.0,3.29
50,3,4.56,4.0,4.26
51,3,85.504,5.0,3.76
52,3,4.519,2.0,3.3
53,3,5.179,5.0,4.7
54,3,10.115,4.0,4.09
55,3,24.723,5.0,4.5
56,3,6.488,4.0,4.01
57,3,4.618,4.0,4.05
58,3,4.223,2.0,3.05
59,3,5.177,3.0,3.31
60,3,15.136,4.0,4.69
61,3,8.299,5.0,3.59
62,3,4.197,2.0,3.01
63,3,17.554,5.0,4.53
64,3,7.014,5.0,3.16
65,3,7.799,4.0,2.95
66,3,18.162,4.0,3.73
67,3,4.96,5.0,4.12
68,3,10.669,2.0,3.52
69,3,4.583,4.0,4.3
70,3,7.543,5.0,4.41
71,3,33.712,4.0,4.07
72,3,19.722,4.0,4.13
73,3,4.637,4.0,3.98
74,3,5.533,3.0,3.48
75,3,6.682,4.0,3.69
0,4,7.092,5.0,4.49
1,4,5.922,4.0,3.84
2,4,17.215,4.0,4.21
3,4,12.307,5.0,4.6
4,4,3.329,5.0,3.43
5,4,3.103,3.0,3.79
6,4,4.223,4.0,3.43
7,4,6.035,4.0,4.05
8,4,5.471,3.0,3.5
9,4,8.161,3.0,3.36
10,4,5.015,3.0,3.78
11,4,4.262,4.0,3.56
12,4,21.319,5.0,4.91
13,4,6.971,4.0,2.92
14,4,3.153,5.0,3.15
15,4,3.06,1.0,3.22
16,4,4.162,4.0,3.53
17,4,8.47,4.0,3.97
18,4,5.419,4.0,3.89
19,4,15.117,5.0,4.69
20,4,3.976,4.0,3.87
21,4,26.319,4.0,4.01
22,4,4.71,3.0,3.5
23,4,3.585,3.0,2.92
24,4,4.373,4.0,3.44
25,4,11.23,4.0,4.03
26,4,15.342,5.0,4.83
27,4,4.949,2.0,2.74
28,4,7.573,4.0,4.08
29,4,4.138,4.0,3.2
30,4,7.942,4.0,3.15
31,4,4.37,4.0,3.29
32,4,6.143,4.0,3.85
33,4,26.01,5.0,4.16
34,4,7.151,4.0,4.47
35,4,4.722,1.0,3.06
36,4,128.964,4.0,3.18
37,4,9.274,5.0,4.26
38,4,32.805,4.0,4.06
39,4,3.154,2.0,3.15
40,4,4.962,2.0,3.56
41,4,38.074,5.0,4.94
42,4,6.201,3.0,3.8
43,4,39.773,5.0,4.89
44,4,8.374,3.0,3.64
45,4,4.636,4.0,4.01
46,4,5.991,5.0,3.44
47,4,14.516,5.0,4.76
48,4,6.307,5.0,4.02
49,4,8.441,4.0,3.97
50,4,5.907,4.0,3.76
51,4,24.855,4.0,4.17
52,4,6.936,2.0,2.38
53,4,5.179,5.0,4.7
54,4,8.603,4.0,4.08
55,4,22.971,5.0,4.28
56,4,3.471,2.0,3.28
57,4,8.104,5.0,3.28
58,4,4.223,3.0,3.05
59,4,20.669,4.0,4.9
60,4,6.282,4.0,4.06
61,4,14.458,5.0,4.75
62,4,2.901,4.0,3.69
63,4,4.558,5.0,4.26
64,4,5.151,4.0,3.73
65,4,6.004,4.0,4.17
66,4,12.72,4.0,4.23
67,4,5.424,3.0,3.63
68,4,6.948,3.0,2.43
69,4,8.504,4.0,4.01
70,4,4.448,4.0,3.59
71,4,12.92,5.0,4.28
72,4,4.768,5.0,3.93
73,4,8.77,4.0,3.73
74,4,9.087,1.0,2.35
75,4,5.751,4.0,4.05
