user_id,file_id,rating,n_sentences,n_words,n_chars,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,pred_rating
55,0,5,56,708,4235,1454,231,12.6429,2.0537,5.9816,0.3263,20.2618,13.574,18.108,14.7317,13.0649,17.0308,4.23
56,0,1,2,24,110,40,6,12.0,1.6667,4.5833,0.25,53.655,8.7567,14.8,13.0239,6.1575,8.6833,1.97
57,0,1,32,530,2884,954,118,16.5625,1.8,5.4415,0.2226,37.7441,12.1094,15.5307,14.0992,12.4808,14.4089,2.8
58,0,1,8,174,1020,370,52,21.75,2.1264,5.8621,0.2989,4.8622,17.9845,20.654,17.6938,17.0553,17.308,1.2
59,0,5,50,1124,6380,2170,292,22.48,1.9306,5.6762,0.2598,20.6886,15.9583,19.3835,16.9346,16.5447,16.2591,4.78
60,0,4,58,666,4254,1424,242,11.4828,2.1381,6.3874,0.3634,14.2935,14.1183,19.1276,14.7982,14.396,19.1801,4.16
61,0,5,1,14,64,22,2,14.0,1.5714,4.5714,0.1429,59.6821,8.4129,11.3143,11.2081,7.1014,8.9657,4.3
62,0,1,9,128,738,258,36,14.2222,2.0156,5.7656,0.2812,21.8776,13.741,16.9389,14.5546,12.8372,16.0206,1.75
63,0,5,132,1632,9676,3154,430,12.3636,1.9326,5.9289,0.2635,30.7881,12.0365,15.4847,13.4399,12.677,16.6679,4.2
64,0,4,11,222,1224,422,60,20.1818,1.9009,5.5135,0.2703,25.5342,14.7115,18.8835,16.4712,14.6296,15.1528,3.85
65,0,1,2,14,76,22,0,7.0,1.5714,5.4286,0.0,66.7871,5.6829,2.8,0.0,7.6386,11.8914,1.47
66,0,4,42,785,4607,1586,229,18.6905,2.0204,5.8688,0.2917,16.9398,15.5398,19.145,16.4686,15.5572,17.1248,4.22
67,0,4,9,198,1020,336,36,22.0,1.697,5.1515,0.1818,40.9414,13.0142,16.0727,14.5546,13.8336,13.1455,3.82
68,0,3,13,316,1833,603,76,24.3077,1.9082,5.8006,0.2405,20.7266,16.4071,19.3433,16.9418,18.0448,17.09,2.98
69,0,5,43,814,4496,1492,188,18.9302,1.8329,5.5233,0.231,32.5555,13.4213,16.8104,15.0742,14.0501,15.1136,4.48
70,0,1,6,104,482,162,14,17.3333,1.5577,4.6346,0.1346,57.4609,9.5508,12.3179,11.8555,9.0657,9.7438,1.41
71,0,1,2,34,174,60,6,17.0,1.7647,5.1176,0.1765,40.2859,11.8635,13.8588,13.0239,11.1741,12.5506,1.35
72,0,4,10,150,832,274,32,15.0,1.8267,5.5467,0.2133,37.074,11.8147,14.5333,13.3484,12.1948,14.8411,2.58
73,0,2,30,531,2939,1010,137,17.7,1.9021,5.5348,0.258,27.9542,13.7574,17.4002,15.3371,13.4891,15.0725,3.95
74,0,2,29,438,2271,774,91,15.1034,1.7671,5.1849,0.2078,42.0064,11.1524,14.3519,13.2488,10.5428,12.7276,2.39
75,0,4,1,20,90,34,4,20.0,1.7,4.5,0.2,42.715,12.27,16.0,14.5546,9.765,9.18,4.08
0,1,1,4,102,476,164,20,25.5,1.6078,4.6667,0.1961,44.929,13.3275,18.0431,15.9032,13.3,10.4792,1.25
1,1,4,17,364,2065,711,94,21.4118,1.9533,5.6731,0.2582,19.8532,15.8095,18.8944,16.5625,15.9961,16.1753,3.86
2,1,1,18,380,1932,646,64,21.1111,1.7,5.0842,0.1684,41.5872,12.7033,15.1813,13.9012,13.0722,12.6931,3.69
3,1,5,56,1324,7956,2736,452,23.6429,2.0665,6.0091,0.3414,8.0145,18.015,23.1127,19.3592,18.6941,18.2813,4.81
4,1,1,4,88,402,148,16,22.0,1.6818,4.5682,0.1818,42.2232,12.8355,16.0727,14.5546,11.0861,9.7155,1.28
5,1,3,9,102,624,222,32,11.3333,2.1765,6.1176,0.3137,11.2023,14.5124,17.0824,13.9012,13.0508,17.56,2.85
6,1,1,11,114,588,200,20,10.3636,1.7544,5.1579,0.1754,47.8949,9.1536,11.163,10.8322,8.0455,11.6723,1.83
7,1,2,12,270,1542,524,68,22.5,1.9407,5.7111,0.2519,19.8108,16.0857,19.0741,16.7282,16.7193,16.4658,2.51
8,1,1,29,353,2031,675,95,12.1724,1.9122,5.7535,0.2691,32.7095,11.721,15.6338,13.4688,11.7554,15.5991,2.4
9,1,1,4,56,272,90,10,14.0,1.6071,4.8571,0.1786,56.6607,8.8343,12.7429,12.1617,8.4471,10.6457,1.25
10,1,1,10,174,864,300,35,17.4,1.7241,4.9655,0.2011,43.3119,11.5408,15.006,13.8167,10.6576,11.6961,1.98
11,1,3,30,544,3166,1078,156,18.1333,1.9816,5.8199,0.2868,20.7848,14.8651,18.7239,16.1562,15.0482,16.7884,3.65
12,1,2,26,348,1805,588,56,13.3846,1.6897,5.1868,0.1609,50.3048,9.5679,11.7906,11.5131,9.692,12.4868,2.41
13,1,1,3,24,122,34,2,8.0,1.4167,5.0833,0.0833,78.865,4.2467,6.5333,7.7935,6.5125,10.39,1.26
14,1,4,11,174,982,328,46,15.8182,1.8851,5.6437,0.2644,31.3037,12.8228,16.902,14.8114,13.0608,15.5136,2.25
15,1,4,11,192,1006,338,42,17.4545,1.7604,5.2396,0.2188,40.1874,11.9902,15.7318,14.2919,11.9757,13.3129,3.32
16,1,1,6,100,456,164,18,16.6667,1.64,4.56,0.18,51.1743,10.262,13.8667,13.0239,8.3809,9.2368,1.14
17,1,4,8,90,424,138,14,11.25,1.5333,4.7111,0.1556,65.6963,6.8908,10.7222,10.6864,6.3843,9.2702,2.97
18,1,4,12,150,820,274,38,12.5,1.8267,5.4667,0.2533,39.6115,10.8397,15.1333,13.295,10.568,13.976,2.39
19,1,1,6,102,391,135,10,17.0,1.3235,3.8333,0.098,77.6094,6.6576,10.7216,10.5042,5.125,4.9988,1.05
20,1,1,4,82,366,122,12,20.5,1.4878,4.4634,0.1463,60.1592,9.9611,14.0537,13.0239,9.8427,9.001,1.03
21,1,4,1,20,88,30,2,20.0,1.5,4.4,0.1,59.635,9.91,12.0,11.2081,9.294,8.592,3.76
22,1,4,30,416,2156,746,88,13.8667,1.7933,5.1827,0.2115,41.0498,10.9786,14.0082,12.9133,9.9138,12.5396,3.04
23,1,4,9,196,1092,364,48,21.7778,1.8571,5.5714,0.2449,27.6163,14.8176,18.507,16.3221,15.7003,15.6008,3.99
24,1,4,6,150,866,284,40,25.0,1.8933,5.7733,0.2667,21.284,16.5013,20.6667,17.8793,18.2624,16.9632,3.51
25,1,4,62,743,3822,1246,124,11.9839,1.677,5.144,0.1669,52.7984,8.8721,11.4692,11.2081,8.7902,11.9768,2.52
26,1,5,25,442,2387,805,112,17.68,1.8213,5.4005,0.2534,34.8106,12.7962,17.2077,15.2207,12.8461,14.2805,4.37
27,1,1,9,159,654,224,17,17.6667,1.4088,4.1132,0.1069,69.7184,7.9239,11.3434,10.9805,6.7765,6.7102,1.01
28,1,1,5,124,704,240,34,24.8,1.9355,5.6774,0.2742,17.9211,16.9207,20.8877,18.0261,17.7106,16.3897,2.27
29,1,1,7,124,602,210,26,17.7143,1.6935,4.8548,0.2097,45.5808,11.3024,15.4728,14.139,10.2934,11.0755,1.49
30,1,1,4,72,330,110,12,18.0,1.5278,4.5833,0.1667,59.315,9.4578,13.8667,13.0239,9.1575,9.5056,1.07
31,1,4,48,464,2654,890,116,9.6667,1.9181,5.7198,0.25,34.7518,10.8136,13.8667,12.0099,10.3437,14.7705,3.58
32,1,4,11,256,1482,484,70,23.2727,1.8906,5.7891,0.2734,23.2663,15.7957,20.2466,17.5402,17.4728,16.9678,2.89
33,1,4,61,924,5332,1766,242,15.1475,1.9113,5.7706,0.2619,29.768,12.8704,16.5352,14.5077,13.3231,16.1768,4.4
34,1,2,12,266,1548,502,70,22.1667,1.8872,5.8195,0.2632,24.6772,15.3242,19.393,16.9267,17.0634,17.0836,2.98
35,1,5,22,326,1762,616,80,14.8182,1.8896,5.4049,0.2454,31.9369,12.486,15.7432,14.0229,11.4362,13.9833,4.06
36,1,1,11,120,624,200,20,10.9091,1.6667,5.2,0.1667,54.7623,8.3312,11.0303,10.8322,8.5165,12.0627,1.69
37,1,4,9,120,590,184,12,13.3333,1.5333,4.9167,0.1,63.5817,7.7033,9.3333,9.7256,8.3942,10.89,3.68
38,1,3,11,164,948,316,40,14.9091,1.9268,5.7805,0.2439,28.6925,12.9611,15.7197,14.0229,13.2506,16.2039,2.9
39,1,3,16,212,1082,384,50,13.25,1.8113,5.1038,0.2358,40.1485,10.9511,14.734,13.2279,9.2338,11.9762,2.85
40,1,4,7,146,882,288,34,20.8571,1.9726,6.0411,0.2329,18.7828,15.821,17.6579,15.7194,17.4521,18.3025,3.6
41,1,1,17,292,1444,474,44,17.1765,1.6233,4.9452,0.1507,52.0707,10.2636,12.898,12.3198,10.4502,11.5545,1.78
42,1,1,9,110,584,184,16,12.2222,1.6727,5.3091,0.1455,52.9167,8.9148,10.7071,10.7461,9.6869,12.9956,2.61
43,1,4,7,134,738,248,30,19.1429,1.8507,5.5075,0.2239,30.8319,13.7145,16.6124,14.9556,14.0816,15.0376,3.47
44,1,4,19,359,1754,586,56,18.8947,1.6323,4.8858,0.156,49.5632,11.0402,13.7974,12.9367,11.0295,11.3619,3.34
45,1,1,6,114,696,244,42,19.0,2.1404,6.1053,0.3684,6.4763,17.0761,22.3368,18.2436,16.8258,18.5411,1.89
46,1,3,8,132,750,250,32,16.5,1.8939,5.6818,0.2424,29.8602,13.1935,16.297,14.5546,13.5814,15.8152,3.0
47,1,1,4,70,320,108,12,17.5,1.5429,4.5714,0.1714,58.5468,9.4407,13.8571,13.0239,8.8514,9.3886,1.07
48,1,1,9,98,512,174,22,10.8889,1.7755,5.2245,0.2245,45.5746,9.6077,13.3351,12.0608,8.6218,12.2016,1.22
49,1,1,9,124,620,206,22,13.7778,1.6613,5.0,0.1774,52.3054,9.3866,12.6079,12.0608,9.0089,11.4516,1.48
50,1,3,31,358,1794,564,36,11.5484,1.5754,5.0112,0.1006,61.8329,7.5038,8.6417,9.2853,7.9468,11.1026,2.13
51,1,5,1,12,48,20,2,12.0,1.6667,4.0,0.1667,53.655,8.7567,11.4667,11.2081,3.41,5.2533,4.26
52,1,2,7,114,692,216,24,16.2857,1.8947,6.0702,0.2105,30.0103,13.1193,14.9353,13.7071,15.3034,18.0751,2.23
53,1,1,4,66,290,104,12,16.5,1.5758,4.3939,0.1818,56.7784,9.4389,13.8727,13.0239,7.5155,8.2424,1.9
54,1,3,6,94,450,152,14,15.6667,1.617,4.7872,0.1489,54.1333,9.6009,12.2241,11.8555,8.9512,10.4596,2.4
55,1,5,42,664,4036,1351,211,15.8095,2.0346,6.0783,0.3178,18.6579,14.5844,19.0347,15.9336,15.1036,18.0682,4.61
56,1,5,7,96,476,154,16,13.7143,1.6042,4.9583,0.1667,57.2025,8.6877,12.1524,11.766,8.7809,11.1967,3.55
57,1,1,4,88,332,110,8,22.0,1.25,3.7727,0.0909,78.755,7.74,12.4364,11.2081,7.3395,5.0382,1.2
58,1,1,9,176,1034,374,52,19.5556,2.125,5.875,0.2955,7.2111,17.1117,19.6404,16.8608,16.019,17.2314,1.55
59,1,5,22,432,2480,836,108,19.6364,1.9352,5.7407,0.25,23.1874,14.9034,17.8545,15.7865,15.4271,16.4481,4.56
60,1,1,8,128,587,205,21,16.0,1.6016,4.5859,0.1641,55.1028,9.5484,12.9625,12.3848,8.1698,9.3153,1.15
61,1,4,22,466,2754,896,124,21.1818,1.9227,5.9099,0.2661,22.6711,15.3593,19.1165,16.6917,16.9964,17.5526,4.07
62,1,1,7,104,562,186,22,14.8571,1.7885,5.4038,0.2115,40.4512,11.3081,14.4044,13.2567,11.4507,13.9823,1.27
63,1,4,50,636,3692,1208,168,12.72,1.8994,5.805,0.2642,33.2374,11.7834,15.654,13.6007,12.2717,16.0065,3.92
64,1,4,11,222,1224,422,60,20.1818,1.9009,5.5135,0.2703,25.5342,14.7115,18.8835,16.4712,14.6296,15.1528,3.85
65,1,4,13,164,1036,338,56,12.6154,2.061,6.3171,0.3415,19.6718,13.6495,18.7047,14.9859,14.6311,18.998,3.06
66,1,4,7,134,800,258,38,19.1429,1.9254,5.9701,0.2836,24.5184,14.5951,19.0004,16.4394,16.2608,17.7582,3.57
67,1,4,9,94,606,196,28,10.4444,2.0851,6.4468,0.2979,19.8339,13.0876,16.0927,13.2054,14.1567,19.2732,3.27
68,1,1,4,62,276,92,10,15.5,1.4839,4.4516,0.1613,65.567,7.9647,12.6516,12.1617,7.2871,8.4658,1.01
69,1,2,7,128,696,228,26,18.2857,1.7812,5.4375,0.2031,37.5813,12.5602,15.4393,14.139,13.3235,14.5538,2.17
70,1,3,32,676,3549,1205,156,21.125,1.7825,5.25,0.2308,34.5899,13.6828,17.6808,15.7425,13.86,13.6688,3.27
71,1,5,25,562,3004,1088,156,22.48,1.9359,5.3452,0.2776,20.237,16.0213,20.0952,17.3995,14.9859,14.313,4.4
72,1,1,4,56,226,82,6,14.0,1.4643,4.0357,0.1071,68.7464,7.1486,9.8857,10.1258,4.5782,5.8157,1.08
73,1,2,44,724,4168,1326,151,16.4545,1.8315,5.7569,0.2086,35.1894,12.4389,14.9244,13.7121,13.9123,16.2517,2.71
74,1,3,18,391,1999,695,93,21.7222,1.7775,5.1125,0.2379,34.411,13.8561,18.203,16.1143,13.5111,12.899,3.19
75,1,1,2,40,198,66,4,20.0,1.65,4.95,0.1,46.945,11.68,12.0,11.2081,11.8845,11.826,1.35
0,2,4,18,182,996,312,30,10.1111,1.7143,5.4725,0.1648,51.5437,8.5819,10.6379,10.5042,9.4012,13.451,3.41
1,2,5,23,421,2405,835,114,18.3043,1.9834,5.7126,0.2708,20.4627,14.9525,18.1531,15.8475,14.6285,16.1729,4.57
2,2,1,18,216,862,296,14,12.0,1.3704,3.9907,0.0648,78.7217,5.2604,7.3926,8.1673,3.3664,5.1989,1.72
3,2,5,56,1322,7952,2734,452,23.6071,2.0681,6.0151,0.3419,7.9143,18.0201,23.1191,19.3592,18.7048,18.3151,4.8
4,2,1,9,270,1426,482,65,30.0,1.7852,5.2815,0.2407,25.3583,17.1752,21.6296,18.4816,18.4458,14.2684,1.94
5,2,1,4,62,300,100,14,15.5,1.6129,4.8387,0.2258,54.6509,9.4873,15.2323,13.8167,9.1103,10.7419,1.45
6,2,2,7,188,1046,334,38,26.8571,1.7766,5.5638,0.2021,29.275,15.8481,18.828,16.4394,18.2042,15.8132,2.67
7,2,1,4,98,462,156,14,24.5,1.5918,4.7143,0.1429,47.2981,12.7487,15.5143,13.8167,13.0243,10.7118,1.32
8,2,2,29,353,2031,675,95,12.1724,1.9122,5.7535,0.2691,32.7095,11.721,15.6338,13.4688,11.7554,15.5991,2.4
9,2,1,2,54,238,76,8,27.0,1.4074,4.4074,0.1481,60.3633,11.5474,16.7259,14.5546,12.8289,9.0193,1.05
10,2,3,7,144,774,248,20,20.5714,1.7222,5.375,0.1389,40.255,12.7551,13.7841,12.7854,14.172,14.3661,2.94
11,2,3,7,162,864,292,32,23.1429,1.8025,5.3333,0.1975,30.8561,14.7049,17.1584,15.3435,15.2614,14.281,3.13
12,2,4,12,173,980,331,41,14.4167,1.9133,5.6647,0.237,30.3373,12.6094,15.2464,13.6887,12.4593,15.4555,3.23
13,2,1,2,22,108,30,2,11.0,1.3636,4.9091,0.0909,80.3064,4.7909,8.0364,8.8418,7.1918,10.3745,1.34
14,2,2,8,162,1066,370,72,20.25,2.284,6.5802,0.4444,-6.941,19.2581,25.8778,20.2673,19.688,21.4301,2.77
15,2,5,9,178,946,300,30,19.7778,1.6854,5.3146,0.1685,44.1763,12.011,14.6527,13.5591,13.4907,13.9533,4.22
16,2,1,10,178,882,308,38,17.8,1.7303,4.9551,0.2135,42.3815,11.77,15.6593,14.2653,10.8083,11.6728,2.61
17,2,1,3,20,88,30,2,6.6667,1.5,4.4,0.1,73.1683,4.71,6.6667,7.7935,2.6273,5.632,1.17
18,2,3,13,228,1235,443,64,17.5385,1.943,5.4167,0.2807,24.6571,14.1772,18.2435,15.8045,12.8517,14.3623,3.03
19,2,1,4,74,322,108,8,18.5,1.4595,4.3514,0.1081,64.5872,8.8466,11.7243,11.2081,8.3149,8.1859,1.03
20,2,1,10,98,472,162,20,9.8,1.6531,4.8163,0.2041,57.039,7.7381,12.0833,11.2081,6.1549,9.4996,1.55
21,2,4,1,20,88,30,2,20.0,1.5,4.4,0.1,59.635,9.91,12.0,11.2081,9.294,8.592,3.76
22,2,3,11,128,680,216,22,11.6364,1.6875,5.3125,0.1719,52.2616,8.8607,11.5295,11.2081,9.4101,12.8938,2.59
23,2,4,9,196,1092,364,48,21.7778,1.8571,5.5714,0.2449,27.6163,14.8176,18.507,16.3221,15.7003,15.6008,3.99
24,2,3,20,468,2580,846,114,23.4,1.8077,5.5128,0.2436,30.1532,14.8668,19.1036,16.7681,16.2354,15.3504,3.58
25,2,2,14,273,1458,493,60,19.5,1.8059,5.3407,0.2198,34.2667,13.3242,16.5912,14.9556,13.4745,14.0851,2.25
26,2,4,47,1049,5313,1763,192,22.3191,1.6806,5.0648,0.183,41.9982,12.9461,16.2489,14.6755,13.5849,12.6549,3.93
27,2,1,9,159,654,224,17,17.6667,1.4088,4.1132,0.1069,69.7184,7.9239,11.3434,10.9805,6.7765,6.7102,1.01
28,2,4,10,168,1048,360,58,16.8,2.1429,6.2381,0.3452,8.4973,16.2477,20.5295,16.8872,16.3514,19.1181,3.47
29,2,1,4,70,312,108,10,17.5,1.5429,4.4571,0.1429,58.5468,9.4407,12.7143,12.1617,8.3131,8.7166,1.02
30,2,4,16,250,1396,468,58,15.625,1.872,5.584,0.232,32.6044,12.5934,15.53,14.0058,12.6831,15.1395,3.36
31,2,1,38,562,2468,860,64,14.7895,1.5302,4.3915,0.1139,62.3646,8.2348,10.4709,10.5429,6.6485,8.0204,1.53
32,2,1,2,52,220,74,6,26.0,1.4231,4.2308,0.1154,60.0527,11.3423,15.0154,13.0239,11.4969,7.9385,1.06
33,2,5,61,924,5332,1766,242,15.1475,1.9113,5.7706,0.2619,29.768,12.8704,16.5352,14.5077,13.3231,16.1768,4.4
34,2,5,18,318,2072,670,88,17.6667,2.1069,6.5157,0.2767,10.6581,16.1616,18.1358,15.7605,18.0924,20.837,4.42
35,2,1,4,78,348,112,6,19.5,1.4359,4.4615,0.0769,65.5656,8.9586,10.8769,10.1258,9.3338,8.9159,1.1
36,2,1,5,120,668,224,26,24.0,1.8667,5.5667,0.2167,24.555,15.7967,18.2667,16.1562,16.789,15.6987,1.61
37,2,1,2,60,250,88,8,30.0,1.4667,4.1667,0.1333,52.305,13.4167,17.3333,14.5546,13.195,7.7133,1.09
38,2,1,4,78,342,118,12,19.5,1.5128,4.3846,0.1538,59.0579,9.8663,13.9538,13.0239,8.9715,8.4636,1.04
39,2,3,4,90,508,170,24,22.5,1.8889,5.6444,0.2667,24.1975,15.4739,19.6667,17.1224,16.4053,16.0738,2.4
40,2,2,10,94,466,160,16,9.4,1.7021,4.9574,0.1702,53.294,8.1611,10.5685,10.3552,6.6196,10.2009,2.26
41,2,1,12,176,992,314,34,14.6667,1.7841,5.6364,0.1932,41.0142,11.1823,13.5939,12.7451,12.4506,15.3236,1.97
42,2,1,10,150,754,256,28,15.0,1.7067,5.0267,0.1867,47.226,10.3987,13.4667,12.6884,9.7456,11.7835,2.75
43,2,1,4,62,260,86,8,15.5,1.3871,4.1935,0.129,73.7541,6.8227,11.3613,11.2081,6.0716,6.9484,1.01
44,2,3,11,225,1260,410,53,20.4545,1.8222,5.6,0.2356,31.9136,13.8895,17.604,15.6688,15.1733,15.6809,3.05
45,2,1,6,134,748,256,38,22.3333,1.9104,5.5821,0.2836,22.5428,15.6633,20.2766,17.5059,16.0283,15.6973,2.14
46,2,1,11,106,434,150,10,9.6364,1.4151,4.0943,0.0943,77.3371,4.8663,7.6281,8.576,2.6725,5.203,1.44
