user_id,file_id,rating,token_count,total_connectives,connective_density_per_100w,unique_connectives,connective_entropy,count_temporal,count_comparison,count_cause,count_expansion,density_temporal,density_comparison,density_cause,density_expansion,enumeration_count,avg_connective_position,pred_rating
29,0,1,68,4,5.8824,2,1.0,0,2,0,2,0.0,2.9412,0.0,2.9412,0,0.5024,1.01
30,0,1,96,6,6.25,1,-0.0,0,0,0,6,0.0,0.0,0.0,6.25,0,0.5488,2.55
31,0,3,38,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.82
32,0,1,78,4,5.1282,2,1.0,0,2,0,2,0.0,2.5641,0.0,2.5641,0,0.3952,1.03
33,0,4,570,17,2.9825,6,1.2608,4,0,2,11,0.7018,0.0,0.3509,1.9298,2,0.5118,2.88
34,0,4,322,20,6.2112,7,1.971,4,4,6,6,1.2422,1.2422,1.8634,1.8634,0,0.4289,3.4
35,0,1,76,6,7.8947,2,0.9183,0,2,0,4,0.0,2.6316,0.0,5.2632,0,0.4905,1.01
36,0,2,78,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.58
37,0,1,46,4,8.6957,2,1.0,0,2,0,2,0.0,4.3478,0.0,4.3478,0,0.504,1.16
38,0,1,22,2,9.0909,1,-0.0,0,2,0,0,0.0,9.0909,0.0,0.0,0,0.5,1.13
39,0,2,182,6,3.2967,2,-0.0,0,0,0,6,0.0,0.0,0.0,3.2967,0,0.5913,2.86
40,0,3,174,16,9.1954,3,0.8113,4,0,0,12,2.2989,0.0,0.0,6.8966,4,0.4785,3.0
41,0,2,38,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.82
42,0,1,156,4,2.5641,2,1.0,0,0,2,2,0.0,0.0,1.2821,1.2821,0,0.588,3.03
43,0,2,612,24,3.9216,5,1.5,6,0,6,12,0.9804,0.0,0.9804,1.9608,0,0.5081,2.84
44,0,5,221,10,4.5249,3,1.371,0,2,2,6,0.0,0.905,0.905,2.7149,0,0.6,3.4
45,0,3,234,18,7.6923,4,0.9864,2,0,2,14,0.8547,0.0,0.8547,5.9829,2,0.5516,3.37
46,0,2,106,6,5.6604,1,-0.0,0,0,0,6,0.0,0.0,0.0,5.6604,0,0.5474,2.51
47,0,1,143,5,3.4965,2,-0.0,0,5,0,0,0.0,3.4965,0.0,0.0,0,0.4119,1.26
48,0,1,86,4,4.6512,2,1.0,0,2,0,2,0.0,2.3256,0.0,2.3256,0,0.5751,1.22
49,0,1,424,20,4.717,2,-0.0,0,0,0,20,0.0,0.0,0.0,4.717,0,0.5055,2.19
50,0,1,64,2,3.125,1,-0.0,0,2,0,0,0.0,3.125,0.0,0.0,0,0.3511,1.06
51,0,1,2,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.0
52,0,3,134,2,1.4925,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.4925,0,0.3909,2.56
53,0,1,66,2,3.0303,1,-0.0,0,2,0,0,0.0,3.0303,0.0,0.0,0,0.3597,1.83
54,0,1,90,4,4.4444,2,1.0,0,2,0,2,0.0,2.2222,0.0,2.2222,0,0.5402,2.24
55,0,5,724,27,3.7293,5,0.9683,4,0,2,21,0.5525,0.0,0.2762,2.9006,0,0.5348,3.17
56,0,1,24,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.79
57,0,1,530,14,2.6415,4,1.1488,0,2,2,10,0.0,0.3774,0.3774,1.8868,0,0.5265,2.91
58,0,1,176,8,4.5455,1,-0.0,0,0,0,8,0.0,0.0,0.0,4.5455,0,0.5857,1.15
59,0,5,1124,76,6.7616,11,1.4236,6,4,18,48,0.5338,0.3559,1.6014,4.2705,2,0.5065,4.59
60,0,4,692,34,4.9133,2,0.3228,0,0,2,32,0.0,0.0,0.289,4.6243,0,0.5073,3.86
61,0,5,14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3.19
62,0,1,128,6,4.6875,1,-0.0,0,0,0,6,0.0,0.0,0.0,4.6875,0,0.5976,2.31
63,0,5,1668,90,5.3957,8,1.503,18,10,6,56,1.0791,0.5995,0.3597,3.3573,2,0.5074,4.24
64,0,4,222,14,6.3063,3,0.5917,0,0,2,12,0.0,0.0,0.9009,5.4054,0,0.5015,3.89
65,0,1,14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3.19
66,0,4,786,36,4.5802,11,1.8335,3,8,11,14,0.3817,1.0178,1.3995,1.7812,0,0.5695,4.12
67,0,4,200,4,2.0,1,-0.0,0,0,0,4,0.0,0.0,0.0,2.0,0,0.4725,3.79
68,0,3,318,19,5.9748,4,0.7425,0,4,0,15,0.0,1.2579,0.0,4.717,0,0.5637,3.25
69,0,5,814,36,4.4226,2,-0.0,0,0,0,36,0.0,0.0,0.0,4.4226,0,0.4889,4.06
70,0,1,104,6,5.7692,2,0.9183,0,2,0,4,0.0,1.9231,0.0,3.8462,0,0.4395,1.11
71,0,1,34,2,5.8824,1,-0.0,0,0,2,0,0.0,0.0,5.8824,0.0,0,0.4906,1.4
72,0,4,150,2,1.3333,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.3333,0,0.459,3.51
73,0,2,543,24,4.4199,5,1.1761,1,3,2,18,0.1842,0.5525,0.3683,3.3149,0,0.4901,3.27
74,0,2,438,29,6.621,5,0.9256,2,1,2,24,0.4566,0.2283,0.4566,5.4795,0,0.5358,2.74
75,0,4,20,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3.85
0,1,1,102,14,13.7255,3,1.3788,0,2,4,8,0.0,1.9608,3.9216,7.8431,0,0.4906,2.38
1,1,4,364,26,7.1429,3,1.1867,0,1,14,11,0.0,0.2747,3.8462,3.022,0,0.4966,3.91
2,1,1,382,16,4.1885,7,1.75,2,8,2,4,0.5236,2.0942,0.5236,1.0471,0,0.4513,2.65
3,1,5,1357,94,6.927,3,0.7156,0,1,15,78,0.0,0.0737,1.1054,5.748,0,0.5354,4.66
4,1,1,88,6,6.8182,2,0.9183,0,2,0,4,0.0,2.2727,0.0,4.5455,0,0.4677,1.08
5,1,3,102,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.12
6,1,1,122,4,3.2787,1,-0.0,0,0,0,4,0.0,0.0,0.0,3.2787,0,0.5196,1.95
7,1,2,272,8,2.9412,1,-0.0,0,0,0,8,0.0,0.0,0.0,2.9412,0,0.603,2.73
8,1,1,355,20,5.6338,4,0.9918,0,1,4,15,0.0,0.2817,1.1268,4.2254,0,0.5182,3.2
9,1,1,56,2,3.5714,1,-0.0,0,2,0,0,0.0,3.5714,0.0,0.0,0,0.4395,1.12
10,1,1,174,4,2.2989,2,0.8113,0,1,0,3,0.0,0.5747,0.0,1.7241,0,0.3555,1.58
11,1,3,548,24,4.3796,2,0.4138,0,0,2,22,0.0,0.0,0.365,4.0146,0,0.5601,3.38
12,1,2,354,12,3.3898,3,0.8113,0,3,0,9,0.0,0.8475,0.0,2.5424,0,0.5311,2.04
13,1,1,24,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.79
14,1,4,174,10,5.7471,3,0.7219,0,0,2,8,0.0,0.0,1.1494,4.5977,0,0.531,2.86
15,1,4,198,8,4.0404,2,0.8113,2,0,0,6,1.0101,0.0,0.0,3.0303,2,0.5161,3.56
16,1,1,100,2,2.0,1,-0.0,0,2,0,0,0.0,2.0,0.0,0.0,0,0.329,1.6
17,1,4,90,4,4.4444,2,1.0,0,2,0,2,0.0,2.2222,0.0,2.2222,0,0.3667,2.4
18,1,4,150,8,5.3333,3,1.0,0,4,0,4,0.0,2.6667,0.0,2.6667,0,0.5659,1.46
19,1,1,102,2,1.9608,2,1.0,0,1,0,1,0.0,0.9804,0.0,0.9804,0,0.2028,1.5
20,1,1,82,6,7.3171,2,0.9183,0,2,0,4,0.0,2.439,0.0,4.878,0,0.4975,1.02
21,1,4,20,4,20.0,2,1.0,2,0,2,0,10.0,0.0,10.0,0.0,2,0.5991,3.58
22,1,4,442,20,4.5249,6,1.361,8,2,0,10,1.81,0.4525,0.0,2.2624,2,0.5012,3.7
23,1,4,196,10,5.102,1,-0.0,0,0,0,10,0.0,0.0,0.0,5.102,0,0.4547,3.97
24,1,4,150,14,9.3333,4,1.5567,0,4,4,6,0.0,2.6667,2.6667,4.0,0,0.5704,3.0
25,1,4,745,28,3.7584,4,0.9592,0,6,1,21,0.0,0.8054,0.1342,2.8188,0,0.3961,2.89
26,1,5,442,24,5.4299,6,1.7296,2,4,6,12,0.4525,0.905,1.3575,2.7149,0,0.5965,4.48
27,1,1,159,7,4.4025,2,0.8631,0,2,0,5,0.0,1.2579,0.0,3.1447,0,0.5721,1.03
28,1,1,126,4,3.1746,2,1.0,0,2,0,2,0.0,1.5873,0.0,1.5873,0,0.3895,1.19
29,1,1,124,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.75
30,1,1,72,2,2.7778,1,-0.0,0,2,0,0,0.0,2.7778,0.0,0.0,0,0.4564,1.02
31,1,4,476,40,8.4034,2,0.469,0,0,4,36,0.0,0.0,0.8403,7.563,0,0.5023,3.9
32,1,4,256,12,4.6875,3,1.2516,2,0,2,8,0.7812,0.0,0.7812,3.125,0,0.5407,3.09
33,1,4,924,55,5.9524,11,1.5158,4,15,4,32,0.4329,1.6234,0.4329,3.4632,0,0.5143,4.35
34,1,2,266,16,6.015,2,0.5436,0,2,0,14,0.0,0.7519,0.0,5.2632,0,0.5534,3.3
35,1,5,328,16,4.878,2,0.8113,0,0,4,12,0.0,0.0,1.2195,3.6585,0,0.5555,4.61
36,1,1,130,2,1.5385,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.5385,0,0.4907,1.42
37,1,4,120,8,6.6667,2,0.8113,0,0,2,6,0.0,0.0,1.6667,5.0,0,0.5545,3.19
38,1,3,164,6,3.6585,1,-0.0,0,0,0,6,0.0,0.0,0.0,3.6585,0,0.6152,2.81
39,1,3,212,4,1.8868,2,1.0,0,2,0,2,0.0,0.9434,0.0,0.9434,0,0.4172,2.48
40,1,4,146,8,5.4795,3,0.8113,0,0,2,6,0.0,0.0,1.3699,4.1096,0,0.4824,2.57
41,1,1,296,12,4.0541,2,0.65,2,0,0,10,0.6757,0.0,0.0,3.3784,0,0.5174,2.12
42,1,1,110,8,7.2727,2,1.0,4,0,0,4,3.6364,0.0,0.0,3.6364,0,0.4857,2.34
43,1,4,134,6,4.4776,1,-0.0,0,0,0,6,0.0,0.0,0.0,4.4776,0,0.5565,3.51
44,1,4,359,12,3.3426,3,1.2516,0,2,2,8,0.0,0.5571,0.5571,2.2284,0,0.5975,3.4
45,1,1,116,6,5.1724,2,0.9183,0,2,0,4,0.0,1.7241,0.0,3.4483,0,0.5639,1.19
46,1,3,132,4,3.0303,1,-0.0,0,0,0,4,0.0,0.0,0.0,3.0303,0,0.6271,2.79
47,1,1,70,2,2.8571,1,-0.0,0,2,0,0,0.0,2.8571,0.0,0.0,0,0.4491,1.01
48,1,1,102,4,3.9216,2,1.0,0,2,2,0,0.0,1.9608,1.9608,0.0,0,0.5251,1.17
49,1,1,126,2,1.5873,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.5873,0,0.4942,1.28
50,1,3,366,20,5.4645,1,-0.0,0,0,0,20,0.0,0.0,0.0,5.4645,0,0.569,2.75
51,1,5,12,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.81
52,1,2,116,8,6.8966,2,0.8113,0,0,2,6,0.0,0.0,1.7241,5.1724,0,0.4772,2.29
53,1,1,66,2,3.0303,1,-0.0,0,2,0,0,0.0,3.0303,0.0,0.0,0,0.3597,1.83
54,1,3,94,2,2.1277,1,-0.0,0,2,0,0,0.0,2.1277,0.0,0.0,0,0.3542,2.23
55,1,5,680,48,7.0588,4,0.7766,0,0,11,37,0.0,0.0,1.6176,5.4412,0,0.6013,4.68
56,1,5,98,2,2.0408,1,-0.0,0,0,0,2,0.0,0.0,0.0,2.0408,0,0.4454,3.26
57,1,1,88,6,6.8182,2,0.9183,0,2,0,4,0.0,2.2727,0.0,4.5455,0,0.4947,1.09
58,1,1,178,8,4.4944,1,-0.0,0,0,0,8,0.0,0.0,0.0,4.4944,0,0.5813,1.53
59,1,5,442,14,3.1674,5,1.8424,4,2,2,6,0.905,0.4525,0.4525,1.3575,2,0.5572,3.96
60,1,1,128,7,5.4688,3,0.9852,0,3,0,4,0.0,2.3438,0.0,3.125,0,0.4053,1.12
61,1,4,466,38,8.1545,4,0.953,0,4,4,30,0.0,0.8584,0.8584,6.4378,0,0.5016,3.83
62,1,1,110,4,3.6364,2,1.0,0,0,2,2,0.0,0.0,1.8182,1.8182,0,0.6761,1.76
63,1,4,648,22,3.3951,1,-0.0,0,0,0,22,0.0,0.0,0.0,3.3951,0,0.5424,3.68
64,1,4,222,14,6.3063,3,0.5917,0,0,2,12,0.0,0.0,0.9009,5.4054,0,0.5015,3.89
65,1,4,170,6,3.5294,2,0.9183,0,0,2,4,0.0,0.0,1.1765,2.3529,0,0.5097,2.9
66,1,4,134,8,5.9701,1,-0.0,0,0,0,8,0.0,0.0,0.0,5.9701,0,0.5031,3.42
67,1,4,100,4,4.0,1,-0.0,0,0,0,4,0.0,0.0,0.0,4.0,0,0.5048,2.99
68,1,1,62,2,3.2258,1,-0.0,0,2,0,0,0.0,3.2258,0.0,0.0,0,0.339,1.05
69,1,2,128,8,6.25,2,0.8113,0,0,2,6,0.0,0.0,1.5625,4.6875,0,0.4695,2.36
70,1,3,676,41,6.0651,3,0.7604,0,1,6,34,0.0,0.1479,0.8876,5.0296,0,0.4942,3.69
71,1,5,588,34,5.7823,3,0.7871,0,0,8,26,0.0,0.0,1.3605,4.4218,0,0.5404,4.66
72,1,1,56,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.47
73,1,2,726,31,4.27,6,1.1357,0,6,3,22,0.0,0.8264,0.4132,3.0303,0,0.6147,2.97
74,1,3,393,17,4.3257,3,1.0863,0,1,4,12,0.0,0.2545,1.0178,3.0534,0,0.5591,3.48
75,1,1,40,2,5.0,1,-0.0,0,0,2,0,0.0,0.0,5.0,0.0,0,0.3612,1.36
0,2,4,184,12,6.5217,3,0.65,0,0,2,10,0.0,0.0,1.087,5.4348,0,0.5033,3.73
1,2,5,421,33,7.8385,4,1.2685,0,2,16,15,0.0,0.4751,3.8005,3.5629,0,0.5441,4.51
2,2,1,218,6,2.7523,3,1.585,0,2,2,2,0.0,0.9174,0.9174,0.9174,0,0.5283,1.75
3,2,5,1355,92,6.7897,3,0.6717,0,1,13,78,0.0,0.0738,0.9594,5.7565,0,0.5286,4.59
4,2,1,272,11,4.0441,3,1.4354,0,3,2,6,0.0,1.1029,0.7353,2.2059,0,0.4826,1.48
5,2,1,62,2,3.2258,1,-0.0,0,2,0,0,0.0,3.2258,0.0,0.0,0,0.3935,1.0
6,2,2,188,10,5.3191,4,1.371,2,0,2,6,1.0638,0.0,1.0638,3.1915,0,0.5068,2.67
7,2,1,98,4,4.0816,2,1.0,0,2,0,2,0.0,2.0408,0.0,2.0408,0,0.3634,1.28
8,2,2,355,20,5.6338,4,0.9918,0,1,4,15,0.0,0.2817,1.1268,4.2254,0,0.5182,3.2
9,2,1,54,2,3.7037,1,-0.0,0,2,0,0,0.0,3.7037,0.0,0.0,0,0.4269,1.07
10,2,3,148,2,1.3514,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.3514,0,0.6175,3.24
11,2,3,162,10,6.1728,3,1.371,0,2,2,6,0.0,1.2346,1.2346,3.7037,0,0.4799,2.66
12,2,4,176,7,3.9773,2,0.8631,0,2,0,5,0.0,1.1364,0.0,2.8409,0,0.572,2.54
13,2,1,22,4,18.1818,2,1.0,0,0,2,2,0.0,0.0,9.0909,9.0909,0,0.5333,2.03
14,2,2,162,6,3.7037,1,-0.0,0,0,0,6,0.0,0.0,0.0,3.7037,0,0.477,2.84
15,2,5,186,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3.67
16,2,1,178,14,7.8652,5,1.5567,4,4,0,6,2.2472,2.2472,0.0,3.3708,0,0.5467,2.66
17,2,1,20,2,10.0,1,-0.0,0,0,0,2,0.0,0.0,0.0,10.0,0,0.4706,2.16
18,2,3,232,16,6.8966,5,1.7806,2,3,3,8,0.8621,1.2931,1.2931,3.4483,0,0.5866,3.08
19,2,1,74,4,5.4054,2,1.0,0,2,0,2,0.0,2.7027,0.0,2.7027,0,0.5146,1.0
20,2,1,98,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.8
21,2,4,20,4,20.0,2,1.0,2,0,2,0,10.0,0.0,10.0,0.0,2,0.5991,3.58
22,2,3,134,2,1.4925,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.4925,0,0.5701,3.15
23,2,4,196,10,5.102,1,-0.0,0,0,0,10,0.0,0.0,0.0,5.102,0,0.4547,3.97
24,2,3,468,18,3.8462,4,1.2244,0,2,4,12,0.0,0.4274,0.8547,2.5641,0,0.5027,3.29
25,2,2,273,13,4.7619,3,1.4196,0,2,4,7,0.0,0.7326,1.4652,2.5641,0,0.5127,2.23
26,2,4,1075,59,5.4884,8,1.4274,4,10,6,39,0.3721,0.9302,0.5581,3.6279,0,0.5474,4.26
27,2,1,159,7,4.4025,2,0.8631,0,2,0,5,0.0,1.2579,0.0,3.1447,0,0.5721,1.03
28,2,4,168,10,5.9524,2,0.7219,0,0,2,8,0.0,0.0,1.1905,4.7619,0,0.5665,3.52
29,2,1,70,2,2.8571,1,-0.0,0,2,0,0,0.0,2.8571,0.0,0.0,0,0.3524,1.04
30,2,4,252,16,6.3492,5,1.2988,0,4,2,10,0.0,1.5873,0.7937,3.9683,0,0.5074,3.87
31,2,1,562,10,1.7794,2,0.7219,0,2,0,8,0.0,0.3559,0.0,1.4235,0,0.4804,1.78
32,2,1,52,2,3.8462,1,-0.0,0,2,0,0,0.0,3.8462,0.0,0.0,0,0.379,1.06
33,2,5,924,55,5.9524,11,1.5158,4,15,4,32,0.4329,1.6234,0.4329,3.4632,0,0.5143,4.35
34,2,5,318,18,5.6604,2,0.5033,0,0,2,16,0.0,0.0,0.6289,5.0314,0,0.5013,4.45
35,2,1,78,4,5.1282,2,1.0,0,2,0,2,0.0,2.5641,0.0,2.5641,0,0.5136,1.0
36,2,1,120,6,5.0,1,-0.0,0,0,0,6,0.0,0.0,0.0,5.0,0,0.5124,1.81
37,2,1,60,4,6.6667,2,1.0,0,2,0,2,0.0,3.3333,0.0,3.3333,0,0.4624,1.05
38,2,1,78,2,2.5641,1,-0.0,0,2,0,0,0.0,2.5641,0.0,0.0,0,0.3671,1.15
39,2,3,92,6,6.5217,2,0.9183,2,0,0,4,2.1739,0.0,0.0,4.3478,2,0.5619,3.1
40,2,2,94,6,6.383,2,-0.0,0,0,0,6,0.0,0.0,0.0,6.383,0,0.6419,2.23
41,2,1,176,8,4.5455,2,-0.0,0,0,0,8,0.0,0.0,0.0,4.5455,0,0.4358,1.52
42,2,1,150,8,5.3333,2,0.8113,0,2,0,6,0.0,1.3333,0.0,4.0,0,0.4696,1.61
43,2,1,62,2,3.2258,1,-0.0,0,2,0,0,0.0,3.2258,0.0,0.0,0,0.3468,1.05
44,2,3,225,16,7.1111,4,1.2988,0,2,4,10,0.0,0.8889,1.7778,4.4444,0,0.5388,3.32
45,2,1,136,6,4.4118,2,0.9183,0,2,0,4,0.0,1.4706,0.0,2.9412,0,0.5264,1.13
46,2,1,106,4,3.7736,2,1.0,0,2,0,2,0.0,1.8868,0.0,1.8868,0,0.5332,1.44
47,2,1,66,4,6.0606,2,1.0,0,2,0,2,0.0,3.0303,0.0,3.0303,0,0.5059,1.03
48,2,1,104,4,3.8462,2,1.0,0,2,2,0,0.0,1.9231,1.9231,0.0,0,0.5184,1.14
49,2,1,64,4,6.25,2,1.0,0,2,0,2,0.0,3.125,0.0,3.125,0,0.5083,1.02
50,2,5,670,24,3.5821,2,0.4138,2,0,0,22,0.2985,0.0,0.0,3.2836,0,0.5778,4.11
51,2,5,22,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,4.02
52,2,1,154,6,3.8961,2,0.9183,0,0,2,4,0.0,0.0,1.2987,2.5974,0,0.5199,2.12
53,2,5,66,2,3.0303,1,-0.0,0,2,0,0,0.0,3.0303,0.0,0.0,0,0.3597,1.83
54,2,1,78,2,2.5641,1,-0.0,0,2,0,0,0.0,2.5641,0.0,0.0,0,0.4236,1.04
55,2,5,698,30,4.298,7,1.4384,11,2,1,16,1.5759,0.2865,0.1433,2.2923,6,0.4894,4.3
56,2,2,404,22,5.4455,6,1.6858,4,4,2,12,0.9901,0.9901,0.495,2.9703,0,0.4576,3.81
57,2,1,62,2,3.2258,1,-0.0,0,2,0,0,0.0,3.2258,0.0,0.0,0,0.348,1.05
58,2,3,176,8,4.5455,1,-0.0,0,0,0,8,0.0,0.0,0.0,4.5455,0,0.5857,1.15
59,2,5,352,20,5.6818,3,0.8813,0,6,0,14,0.0,1.7045,0.0,3.9773,0,0.5658,4.16
60,2,4,586,28,4.7782,3,0.5896,0,1,2,25,0.0,0.1706,0.3413,4.2662,0,0.4883,3.54
61,2,5,476,27,5.6723,7,1.4308,3,1,6,17,0.6303,0.2101,1.2605,3.5714,2,0.4625,4.43
62,2,1,118,2,1.6949,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.6949,0,0.5471,1.78
63,2,5,242,12,4.9587,2,0.65,0,0,2,10,0.0,0.0,0.8264,4.1322,0,0.5596,4.51
64,2,4,156,8,5.1282,1,-0.0,0,0,0,8,0.0,0.0,0.0,5.1282,0,0.5721,3.41
65,2,3,184,8,4.3478,2,-0.0,0,0,0,8,0.0,0.0,0.0,4.3478,0,0.5564,3.08
66,2,3,110,2,1.8182,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.8182,0,0.4884,2.4
67,2,5,150,2,1.3333,1,-0.0,0,0,0,2,0.0,0.0,0.0,1.3333,0,0.499,4.0
68,2,4,412,18,4.3689,4,1.0529,0,4,1,13,0.0,0.9709,0.2427,3.1553,0,0.532,3.71
69,2,1,193,14,7.2539,3,0.3712,0,1,0,13,0.0,0.5181,0.0,6.7358,0,0.5548,2.23
70,2,4,871,37,4.248,9,1.3971,6,1,6,24,0.6889,0.1148,0.6889,2.7555,2,0.484,3.97
71,2,4,1225,71,5.7959,8,1.4043,4,4,19,44,0.3265,0.3265,1.551,3.5918,4,0.521,4.29
72,2,1,12,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,2.81
73,2,1,774,27,3.4884,9,1.7446,5,5,3,14,0.646,0.646,0.3876,1.8088,0,0.5216,2.3
74,2,1,88,4,4.5455,2,1.0,0,2,0,2,0.0,2.2727,0.0,2.2727,0,0.5553,1.34
75,2,4,14,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,3.19
0,3,3,324,22,6.7901,4,1.2407,0,6,2,14,0.0,1.8519,0.6173,4.321,0,0.5713,3.35
1,3,4,639,33,5.1643,4,0.9286,0,2,5,26,0.0,0.313,0.7825,4.0689,0,0.4564,3.89
2,3,1,112,4,3.5714,1,-0.0,0,0,0,4,0.0,0.0,0.0,3.5714,0,0.5107,1.73
3,3,5,354,18,5.0847,4,0.9864,0,2,2,14,0.0,0.565,0.565,3.9548,0,0.5111,4.5
4,3,1,88,4,4.5455,2,1.0,0,2,0,2,0.0,2.2727,0.0,2.2727,0,0.399,1.32
5,3,1,62,2,3.2258,1,-0.0,0,2,0,0,0.0,3.2258,0.0,0.0,0,0.3948,1.0
6,3,2,100,4,4.0,1,-0.0,0,0,0,4,0.0,0.0,0.0,4.0,0,0.5123,2.63
7,3,2,232,4,1.7241,2,1.0,2,0,0,2,0.8621,0.0,0.0,0.8621,0,0.4624,2.6
8,3,1,385,22,5.7143,2,0.2668,0,1,0,21,0.0,0.2597,0.0,5.4545,0,0.4649,1.88
