user_id,file_id,rating,cosine_sim,q_norm,r_norm,norm_gap,pred_rating
53,0,1,0.2671,1.0,1.0,0.0,1.56
54,0,1,0.5427,1.0,1.0,0.0,2.63
55,0,5,0.1742,1.0,1.0,0.0,3.39
56,0,1,0.5704,1.0,1.0,0.0,2.23
57,0,1,0.1287,1.0,1.0,0.0,3.33
58,0,1,-0.0231,1.0,1.0,0.0,2.47
59,0,5,0.1832,1.0,1.0,0.0,3.38
60,0,4,0.8361,1.0,1.0,0.0,3.82
61,0,5,0.2909,1.0,1.0,0.0,3.65
62,0,1,0.2633,1.0,1.0,0.0,1.3
63,0,5,0.2255,1.0,1.0,0.0,3.17
64,0,4,0.1616,1.0,1.0,0.0,3.77
65,0,1,0.2893,1.0,1.0,0.0,1.71
66,0,4,0.5699,1.0,1.0,0.0,2.66
67,0,4,0.9221,1.0,1.0,0.0,3.45
68,0,3,0.2607,1.0,1.0,0.0,2.89
69,0,5,0.702,1.0,1.0,0.0,3.87
70,0,1,0.6324,1.0,1.0,0.0,2.64
71,0,1,0.4996,1.0,1.0,0.0,1.01
72,0,4,0.3505,1.0,1.0,0.0,1.68
73,0,2,0.2658,1.0,1.0,0.0,2.22
74,0,2,0.6338,1.0,1.0,0.0,1.99
75,0,4,0.4529,1.0,1.0,0.0,2.86
0,1,1,0.3782,1.0,1.0,0.0,1.37
1,1,4,0.0483,1.0,1.0,0.0,4.47
2,1,1,1.0,1.0,1.0,0.0,2.11
3,1,5,0.6331,1.0,1.0,0.0,4.06
4,1,1,0.475,1.0,1.0,0.0,1.03
5,1,3,0.2903,1.0,1.0,0.0,2.33
6,1,1,0.175,1.0,1.0,0.0,2.87
7,1,2,0.6357,1.0,1.0,0.0,2.11
8,1,1,0.8986,1.0,1.0,0.0,3.15
9,1,1,0.3524,1.0,1.0,0.0,1.24
10,1,1,0.2095,1.0,1.0,0.0,2.71
11,1,3,0.1595,1.0,1.0,0.0,3.22
12,1,2,0.7714,1.0,1.0,0.0,2.23
13,1,1,0.4672,1.0,1.0,0.0,1.0
14,1,4,0.2557,1.0,1.0,0.0,2.2
15,1,4,0.8395,1.0,1.0,0.0,4.14
16,1,1,0.7225,1.0,1.0,0.0,1.92
17,1,4,0.6359,1.0,1.0,0.0,3.62
18,1,4,0.2267,1.0,1.0,0.0,3.29
19,1,1,0.3665,1.0,1.0,0.0,1.73
20,1,1,0.2945,1.0,1.0,0.0,1.63
21,1,4,1.0,1.0,1.0,0.0,2.11
22,1,4,0.2328,1.0,1.0,0.0,3.6
23,1,4,0.1576,1.0,1.0,0.0,3.96
24,1,4,0.7918,1.0,1.0,0.0,4.13
25,1,4,0.1956,1.0,1.0,0.0,2.08
26,1,5,-0.0337,1.0,1.0,0.0,3.89
27,1,1,0.5667,1.0,1.0,0.0,1.19
28,1,1,0.8785,1.0,1.0,0.0,3.28
29,1,1,0.257,1.0,1.0,0.0,2.15
30,1,1,0.3491,1.0,1.0,0.0,1.23
31,1,4,-0.0286,1.0,1.0,0.0,3.89
32,1,4,0.191,1.0,1.0,0.0,2.14
33,1,4,0.1173,1.0,1.0,0.0,4.08
34,1,2,0.7704,1.0,1.0,0.0,1.91
35,1,5,0.7199,1.0,1.0,0.0,3.95
36,1,1,0.2463,1.0,1.0,0.0,2.7
37,1,4,0.2104,1.0,1.0,0.0,3.27
38,1,3,0.2256,1.0,1.0,0.0,3.16
39,1,3,0.3385,1.0,1.0,0.0,2.16
40,1,4,0.1623,1.0,1.0,0.0,3.32
41,1,1,0.2794,1.0,1.0,0.0,1.37
42,1,1,0.2096,1.0,1.0,0.0,2.49
43,1,4,0.2729,1.0,1.0,0.0,2.82
44,1,4,0.7053,1.0,1.0,0.0,2.93
45,1,1,0.2807,1.0,1.0,0.0,1.6
46,1,3,0.2976,1.0,1.0,0.0,2.05
47,1,1,0.4822,1.0,1.0,0.0,1.0
48,1,1,0.236,1.0,1.0,0.0,1.71
49,1,1,0.1897,1.0,1.0,0.0,1.56
50,1,3,0.3713,1.0,1.0,0.0,1.24
51,1,5,0.2523,1.0,1.0,0.0,3.57
52,1,2,0.1233,1.0,1.0,0.0,3.72
53,1,1,0.2671,1.0,1.0,0.0,1.4
54,1,3,0.2572,1.0,1.0,0.0,2.55
55,1,5,0.6181,1.0,1.0,0.0,3.23
56,1,5,0.1339,1.0,1.0,0.0,3.58
57,1,1,0.458,1.0,1.0,0.0,1.59
58,1,1,1.0,1.0,1.0,0.0,2.11
59,1,5,0.0692,1.0,1.0,0.0,4.45
60,1,1,0.5294,1.0,1.0,0.0,1.27
61,1,4,0.2389,1.0,1.0,0.0,3.03
62,1,1,0.336,1.0,1.0,0.0,1.55
63,1,4,0.6704,1.0,1.0,0.0,3.7
64,1,4,0.1616,1.0,1.0,0.0,3.77
65,1,4,0.0783,1.0,1.0,0.0,4.03
66,1,4,0.9291,1.0,1.0,0.0,3.0
67,1,4,0.9273,1.0,1.0,0.0,3.87
68,1,1,0.437,1.0,1.0,0.0,2.01
69,1,2,0.271,1.0,1.0,0.0,2.04
70,1,3,0.7686,1.0,1.0,0.0,2.29
71,1,5,0.0737,1.0,1.0,0.0,3.78
72,1,1,0.5104,1.0,1.0,0.0,1.31
73,1,2,0.0697,1.0,1.0,0.0,3.12
74,1,3,0.8228,1.0,1.0,0.0,3.8
75,1,1,0.4781,1.0,1.0,0.0,1.03
0,2,4,0.2827,1.0,1.0,0.0,2.67
1,2,5,0.1247,1.0,1.0,0.0,3.91
2,2,1,1.0,1.0,1.0,0.0,2.11
3,2,5,0.6331,1.0,1.0,0.0,4.06
4,2,1,0.7285,1.0,1.0,0.0,1.21
5,2,1,0.4682,1.0,1.0,0.0,1.0
6,2,2,0.0254,1.0,1.0,0.0,2.35
7,2,1,0.7781,1.0,1.0,0.0,1.84
8,2,2,0.8986,1.0,1.0,0.0,3.15
9,2,1,0.5464,1.0,1.0,0.0,2.43
10,2,3,0.1252,1.0,1.0,0.0,3.22
11,2,3,0.151,1.0,1.0,0.0,3.27
12,2,4,0.5961,1.0,1.0,0.0,2.68
13,2,1,0.4695,1.0,1.0,0.0,1.0
14,2,2,0.2714,1.0,1.0,0.0,2.05
15,2,5,0.9059,1.0,1.0,0.0,4.38
16,2,1,0.7113,1.0,1.0,0.0,2.57
17,2,1,1.0,1.0,1.0,0.0,2.11
18,2,3,0.3193,1.0,1.0,0.0,2.42
19,2,1,0.4229,1.0,1.0,0.0,1.87
20,2,1,0.6673,1.0,1.0,0.0,1.72
21,2,4,1.0,1.0,1.0,0.0,2.11
22,2,3,0.3835,1.0,1.0,0.0,2.41
23,2,4,0.1576,1.0,1.0,0.0,3.96
24,2,3,1.0,1.0,1.0,0.0,2.11
25,2,2,0.3576,1.0,1.0,0.0,1.34
26,2,4,0.2778,1.0,1.0,0.0,2.92
27,2,1,0.5667,1.0,1.0,0.0,1.07
28,2,4,0.194,1.0,1.0,0.0,2.53
29,2,1,0.3001,1.0,1.0,0.0,1.58
30,2,4,0.23,1.0,1.0,0.0,3.08
31,2,1,0.5003,1.0,1.0,0.0,1.05
32,2,1,0.4892,1.0,1.0,0.0,1.04
33,2,5,0.1237,1.0,1.0,0.0,3.95
34,2,5,0.7936,1.0,1.0,0.0,4.03
35,2,1,0.2163,1.0,1.0,0.0,2.48
36,2,1,0.3001,1.0,1.0,0.0,1.62
37,2,1,0.4894,1.0,1.0,0.0,1.0
38,2,1,0.3078,1.0,1.0,0.0,2.0
39,2,3,0.1332,1.0,1.0,0.0,2.92
40,2,2,0.2229,1.0,1.0,0.0,2.59
41,2,1,0.1636,1.0,1.0,0.0,2.31
42,2,1,0.3134,1.0,1.0,0.0,2.81
43,2,1,0.4363,1.0,1.0,0.0,1.76
44,2,3,0.607,1.0,1.0,0.0,2.9
45,2,1,0.3284,1.0,1.0,0.0,1.3
46,2,1,0.588,1.0,1.0,0.0,2.29
47,2,1,0.47,1.0,1.0,0.0,1.0
48,2,1,0.2368,1.0,1.0,0.0,1.77
49,2,1,0.6155,1.0,1.0,0.0,2.08
50,2,5,0.3947,1.0,1.0,0.0,2.95
51,2,5,0.2103,1.0,1.0,0.0,3.33
52,2,1,0.1862,1.0,1.0,0.0,1.71
53,2,5,0.2826,1.0,1.0,0.0,3.81
54,2,1,0.425,1.0,1.0,0.0,1.48
55,2,5,0.3929,1.0,1.0,0.0,3.4
56,2,2,0.6014,1.0,1.0,0.0,3.28
57,2,1,0.3996,1.0,1.0,0.0,1.72
58,2,3,1.0,1.0,1.0,0.0,1.51
59,2,5,0.3243,1.0,1.0,0.0,2.36
60,2,4,0.2531,1.0,1.0,0.0,3.81
61,2,5,0.0463,1.0,1.0,0.0,4.5
62,2,1,0.1959,1.0,1.0,0.0,2.3
63,2,5,0.7221,1.0,1.0,0.0,3.16
64,2,4,0.1164,1.0,1.0,0.0,4.04
65,2,3,0.2269,1.0,1.0,0.0,3.4
66,2,3,0.2259,1.0,1.0,0.0,3.04
67,2,5,0.8854,1.0,1.0,0.0,4.37
68,2,4,0.09,1.0,1.0,0.0,3.37
69,2,1,0.7063,1.0,1.0,0.0,3.06
70,2,4,0.6914,1.0,1.0,0.0,3.86
71,2,4,0.1358,1.0,1.0,0.0,3.13
72,2,1,0.5312,1.0,1.0,0.0,1.27
73,2,1,0.1002,1.0,1.0,0.0,2.04
74,2,1,0.358,1.0,1.0,0.0,1.5
75,2,4,0.2099,1.0,1.0,0.0,3.52
0,3,3,0.0991,1.0,1.0,0.0,2.92
1,3,4,0.1565,1.0,1.0,0.0,3.64
2,3,1,0.2793,1.0,1.0,0.0,1.37
3,3,5,0.6026,1.0,1.0,0.0,3.47
4,3,1,0.2954,1.0,1.0,0.0,1.78
5,3,1,0.4717,1.0,1.0,0.0,1.36
6,3,2,0.2606,1.0,1.0,0.0,2.25
7,3,2,0.5791,1.0,1.0,0.0,2.11
8,3,1,0.9278,1.0,1.0,0.0,2.96
9,3,4,0.158,1.0,1.0,0.0,3.38
10,3,1,0.1261,1.0,1.0,0.0,3.36
11,3,4,0.151,1.0,1.0,0.0,3.27
12,3,4,0.4408,1.0,1.0,0.0,2.58
13,3,1,0.373,1.0,1.0,0.0,1.25
14,3,2,0.5178,1.0,1.0,0.0,1.2
15,3,5,0.8177,1.0,1.0,0.0,4.46
16,3,1,0.6602,1.0,1.0,0.0,1.66
17,3,4,0.5332,1.0,1.0,0.0,2.31
18,3,4,0.5732,1.0,1.0,0.0,2.2
19,3,1,0.3769,1.0,1.0,0.0,1.37
20,3,2,0.1617,1.0,1.0,0.0,2.45
21,3,4,1.0,1.0,1.0,0.0,2.11
22,3,3,0.6591,1.0,1.0,0.0,3.52
23,3,4,0.1576,1.0,1.0,0.0,3.96
24,3,1,1.0,1.0,1.0,0.0,2.11
25,3,5,0.5453,1.0,1.0,0.0,3.55
26,3,4,-0.0006,1.0,1.0,0.0,3.13
27,3,1,0.5667,1.0,1.0,0.0,1.07
28,3,2,0.2986,1.0,1.0,0.0,2.04
29,3,1,0.3689,1.0,1.0,0.0,1.18
30,3,4,0.2772,1.0,1.0,0.0,3.01
31,3,2,0.2334,1.0,1.0,0.0,2.02
32,3,4,0.4293,1.0,1.0,0.0,2.71
33,3,5,0.1008,1.0,1.0,0.0,2.42
34,3,2,0.2281,1.0,1.0,0.0,3.86
35,3,1,0.3343,1.0,1.0,0.0,1.2
36,3,2,0.3013,1.0,1.0,0.0,2.03
37,3,1,0.4734,1.0,1.0,0.0,1.03
38,3,3,0.1683,1.0,1.0,0.0,3.06
39,3,1,0.1368,1.0,1.0,0.0,2.29
40,3,1,0.109,1.0,1.0,0.0,1.99
41,3,1,0.3519,1.0,1.0,0.0,1.22
42,3,1,0.2215,1.0,1.0,0.0,2.22
43,3,2,0.3448,1.0,1.0,0.0,1.38
44,3,2,0.5109,1.0,1.0,0.0,1.3
45,3,2,0.1979,1.0,1.0,0.0,2.25
46,3,5,0.1215,1.0,1.0,0.0,4.38
47,3,1,0.3957,1.0,1.0,0.0,1.73
48,3,2,0.2732,1.0,1.0,0.0,2.83
49,3,1,0.503,1.0,1.0,0.0,1.08
50,3,1,0.5796,1.0,1.0,0.0,1.54
51,3,4,0.2415,1.0,1.0,0.0,3.93
52,3,4,0.2461,1.0,1.0,0.0,2.7
53,3,1,0.2826,1.0,1.0,0.0,1.64
54,3,3,0.2269,1.0,1.0,0.0,3.32
55,3,4,0.2189,1.0,1.0,0.0,2.83
56,3,1,0.6151,1.0,1.0,0.0,1.82
57,3,1,0.4275,1.0,1.0,0.0,1.36
58,3,1,1.0,1.0,1.0,0.0,1.51
59,3,2,0.2189,1.0,1.0,0.0,2.83
60,3,2,0.1717,1.0,1.0,0.0,2.53
61,3,5,0.1213,1.0,1.0,0.0,4.39
62,3,1,0.3194,1.0,1.0,0.0,2.01
63,3,5,0.5639,1.0,1.0,0.0,3.46
64,3,4,0.1715,1.0,1.0,0.0,3.34
65,3,1,0.5159,1.0,1.0,0.0,1.29
66,3,4,0.2465,1.0,1.0,0.0,3.58
67,3,4,0.9272,1.0,1.0,0.0,3.6
68,3,3,0.4555,1.0,1.0,0.0,2.9
69,3,2,0.2887,1.0,1.0,0.0,1.77
70,3,1,0.6535,1.0,1.0,0.0,1.52
71,3,4,0.0618,1.0,1.0,0.0,3.76
72,3,4,0.2575,1.0,1.0,0.0,3.1
73,3,1,0.7241,1.0,1.0,0.0,1.22
74,3,1,0.5963,1.0,1.0,0.0,2.6
75,3,4,0.2269,1.0,1.0,0.0,3.38
0,4,2,0.2557,1.0,1.0,0.0,2.52
1,4,4,0.1777,1.0,1.0,0.0,3.67
2,4,1,1.0,1.0,1.0,0.0,2.11
3,4,5,0.6,1.0,1.0,0.0,3.54
4,4,1,0.3229,1.0,1.0,0.0,2.19
5,4,1,0.4592,1.0,1.0,0.0,1.24
6,4,3,0.1305,1.0,1.0,0.0,3.34
7,4,2,0.6066,1.0,1.0,0.0,2.9
8,4,3,0.8104,1.0,1.0,0.0,4.25
9,4,4,0.3072,1.0,1.0,0.0,2.28
10,4,5,0.6046,1.0,1.0,0.0,3.88
11,4,1,0.1461,1.0,1.0,0.0,2.46
12,4,4,0.4641,1.0,1.0,0.0,1.15
13,4,1,0.5888,1.0,1.0,0.0,2.15
14,4,1,0.4047,1.0,1.0,0.0,1.41
15,4,5,0.8512,1.0,1.0,0.0,4.01
16,4,1,0.1984,1.0,1.0,0.0,2.1
17,4,4,1.0,1.0,1.0,0.0,2.11
18,4,3,0.5591,1.0,1.0,0.0,3.71
19,4,1,0.4617,1.0,1.0,0.0,1.06
20,4,2,0.1317,1.0,1.0,0.0,3.1
21,4,4,1.0,1.0,1.0,0.0,2.11
22,4,2,0.2736,1.0,1.0,0.0,2.51
23,4,4,0.1576,1.0,1.0,0.0,3.96
24,4,4,1.0,1.0,1.0,0.0,2.11
25,4,4,0.4102,1.0,1.0,0.0,2.26
26,4,1,0.6032,1.0,1.0,0.0,2.92
27,4,1,0.5667,1.0,1.0,0.0,1.07
28,4,4,0.4576,1.0,1.0,0.0,2.28
29,4,2,0.7482,1.0,1.0,0.0,2.0
30,4,4,0.1667,1.0,1.0,0.0,3.02
31,4,1,0.2637,1.0,1.0,0.0,1.28
32,4,1,0.5194,1.0,1.0,0.0,1.21
33,4,5,0.2749,1.0,1.0,0.0,3.73
34,4,2,0.7287,1.0,1.0,0.0,1.42
35,4,1,0.7282,1.0,1.0,0.0,1.14
36,4,1,0.4073,1.0,1.0,0.0,1.5
37,4,5,0.5489,1.0,1.0,0.0,3.98
38,4,5,0.2579,1.0,1.0,0.0,2.59
39,4,1,0.4735,1.0,1.0,0.0,1.0
40,4,5,0.0574,1.0,1.0,0.0,4.62
41,4,5,0.1979,1.0,1.0,0.0,3.28
42,4,4,0.1845,1.0,1.0,0.0,3.66
43,4,2,0.8624,1.0,1.0,0.0,3.35
44,4,4,0.6482,1.0,1.0,0.0,3.56
45,4,2,0.2909,1.0,1.0,0.0,2.32
46,4,2,0.2253,1.0,1.0,0.0,3.0
47,4,1,0.4924,1.0,1.0,0.0,1.0
48,4,5,0.1484,1.0,1.0,0.0,3.74
49,4,2,0.7121,1.0,1.0,0.0,2.67
50,4,1,0.2956,1.0,1.0,0.0,1.6
51,4,4,0.2831,1.0,1.0,0.0,3.1
52,4,1,0.3431,1.0,1.0,0.0,1.29
53,4,1,0.2847,1.0,1.0,0.0,1.99
54,4,3,0.4273,1.0,1.0,0.0,2.2
55,4,5,0.2452,1.0,1.0,0.0,3.6
56,4,2,0.6386,1.0,1.0,0.0,3.42
57,4,1,0.33,1.0,1.0,0.0,1.24
58,4,1,1.0,1.0,1.0,0.0,1.51
59,4,2,0.7391,1.0,1.0,0.0,1.42
60,4,1,0.5673,1.0,1.0,0.0,1.96
61,4,5,0.2164,1.0,1.0,0.0,3.52
62,4,1,0.2116,1.0,1.0,0.0,2.29
63,4,5,0.6685,1.0,1.0,0.0,1.72
64,4,4,0.8346,1.0,1.0,0.0,4.12
65,4,3,0.2478,1.0,1.0,0.0,3.08
66,4,4,0.207,1.0,1.0,0.0,2.81
67,4,4,0.9367,1.0,1.0,0.0,3.14
68,4,1,0.6256,1.0,1.0,0.0,1.62
69,4,4,0.0999,1.0,1.0,0.0,2.89
70,4,3,0.8427,1.0,1.0,0.0,3.83
71,4,4,0.2506,1.0,1.0,0.0,3.97
72,4,2,0.3048,1.0,1.0,0.0,2.97
73,4,2,0.2062,1.0,1.0,0.0,2.45
74,4,1,0.7236,1.0,1.0,0.0,1.21
75,4,4,0.15,1.0,1.0,0.0,3.3
