user_id,file_id,rating,combo_ALL__pred,n_sentences,n_tokens,sentence_length,n_sentences_r,n_words_r,n_chars_r,syllables,polysyllables,words_per_sentence,syllables_per_word,chars_per_word,polysyllable_rate,flesch_reading_ease,fk_grade_level,gunning_fog,smog_index,ari,coleman_liau,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,token_count,sentence_count,pos_prop_NOUN,pos_prop_PROPN,pos_prop_PRON,pos_prop_VERB,pos_prop_AUX,pos_prop_ADJ,pos_prop_ADV,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_NUM,pos_prop_INTJ,pos_prop_SYM,pos_prop_X,pos_prop_PUNCT,content_vs_function_ratio,pronoun_ratio,verbs_per_sentence,pos_entropy,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,token_count_ner,entity_count,entity_density,unique_entity_types,entity_label_entropy,avg_entity_length_tokens,ent_count_PERSON,ent_count_ORG,ent_count_GPE,ent_count_LOC,ent_count_NORP,ent_count_FAC,ent_count_EVENT,ent_count_WORK_OF_ART,ent_count_LAW,ent_count_LANGUAGE,ent_count_PRODUCT,ent_count_DATE,ent_count_TIME,ent_count_PERCENT,ent_count_MONEY,ent_count_QUANTITY,ent_count_ORDINAL,ent_count_CARDINAL,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,disc_token_count,total_connectives,connective_density_per_100w,unique_connectives,connective_entropy,count_temporal,count_comparison,count_cause,count_expansion,density_temporal,density_comparison,density_cause,density_expansion,enumeration_count,avg_connective_position,unique_entities,avg_entities_per_sent,entity_continuity,entity_introductions,role_transitions,grid_density,cosine_sim,q_norm,r_norm,norm_gap,avg_logprob,ppl,proportion_top10,proportion_top100,proportion_top1000,proportion_over1000,mean_rank,median_rank,rank_entropy,n_pred_tokens,nli_mean_entail,nli_mean_contra,nli_max_contra,nli_frac_entail_gt50,nli_frac_contra_gt50,nli_pairs_evaluated,nli_r_to_q_entail,nli_q_to_r_entail,nli_r_to_q_contra,nli_q_to_r_contra,n_sentences_resp,ll_orig,mean_ll_pert,std_ll_pert,curvature_z,n_perturb_used
30,1,3.0,3.41,63.0,898.0,717.0,50.0,697.0,3389.0,1076.0,87.0,13.94,1.5438,4.8623,0.1248,62.0839,8.063,10.5688,10.6647,8.4413,10.6667,717.0,342.0,0.477,12.7722,9.0313,0.8874,0.0171,66.0586,127.6935,0.6433,0.1813,4.7685,898.0,63.0,0.2327,0.0713,0.0501,0.1347,0.0178,0.0668,0.0301,0.0757,0.0323,0.0401,0.0145,0.0145,0.0278,0.0,0.0022,0.0022,0.1871,2.1864,0.0501,2.1746,3.3238,3.7778,10.0,2.1265,2.4639,3.6032,898.0,37.0,0.0412,9.0,2.7423,2.6486,3.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,1.0,0.0,8.0,0.9981,0.179,0.766,0.055,0.1489,0.4467,717.0,31.0,4.3236,5.0,1.1357,0.0,3.0,6.0,22.0,0.0,0.4184,0.8368,3.0683,0.0,0.5201,154.0,5.0476,0.3312,0.6688,0.378,0.0328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,1,4.0,4.16,15.0,551.0,392.0,12.0,370.0,1982.0,603.0,52.0,30.8333,1.6297,5.3568,0.1405,37.664,15.6658,17.955,15.0211,19.217,14.7377,392.0,240.0,0.6122,12.1218,8.5714,0.9178,0.0138,55.8361,183.4872,0.75,0.1208,5.1709,551.0,15.0,0.2396,0.2214,0.0181,0.0708,0.0054,0.0708,0.0073,0.0236,0.0054,0.0127,0.0054,0.0054,0.049,0.0,0.0109,0.0036,0.2505,8.0,0.0181,2.8,2.8581,4.4,8.0,2.3324,3.2923,5.2,551.0,56.0,0.1016,9.0,2.4158,1.7321,13.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,21.0,0.9838,0.125,0.818,0.058,0.0706,0.4175,392.0,8.0,2.0408,3.0,0.8113,2.0,0.0,0.0,6.0,0.5102,0.0,0.0,1.5306,0.0,0.2568,143.0,17.6,0.2867,0.7133,0.2562,0.1231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,1,5.0,4.34,35.0,1483.0,1096.0,25.0,952.0,5327.0,1609.0,136.0,38.08,1.6901,5.5956,0.1429,25.1991,19.2047,20.9463,16.4534,23.9652,16.3247,1096.0,327.0,0.2984,9.8774,6.9844,0.8272,0.0247,101.314,87.4121,0.4709,0.2202,5.0839,1483.0,35.0,0.1996,0.2218,0.004,0.0897,0.0074,0.0674,0.0054,0.0243,0.0155,0.0121,0.0027,0.0013,0.0984,0.0,0.0034,0.0047,0.2421,8.66,0.004,4.1143,2.871,5.9429,13.0,2.8779,3.1583,4.6571,1483.0,211.0,0.1423,11.0,1.874,1.4882,29.0,35.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,12.0,1.0,0.0,0.0,0.0,0.0,124.0,0.9836,0.074,0.885,0.041,0.0581,0.5515,1096.0,17.0,1.5511,6.0,1.4517,2.0,3.0,1.0,11.0,0.1825,0.2737,0.0912,1.0036,0.0,0.4808,205.0,18.0286,0.5463,0.4537,0.2418,0.0879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,5.0,4.84,55.0,1465.0,1125.0,39.0,1045.0,5941.0,1838.0,193.0,26.7949,1.7589,5.6852,0.1847,30.8394,15.6144,18.1055,15.8375,18.7446,16.5241,1125.0,487.0,0.4329,14.5195,10.2669,0.8808,0.017,49.5723,146.4555,0.614,0.1848,5.3956,1465.0,55.0,0.2792,0.1604,0.013,0.0696,0.0082,0.073,0.0068,0.0601,0.028,0.0225,0.0041,0.0082,0.058,0.0,0.0048,0.0034,0.2007,4.09,0.013,2.0727,3.0367,5.2364,13.0,2.5006,3.3559,4.9273,1465.0,140.0,0.0956,12.0,2.6941,1.8071,25.0,28.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,4.0,1.0,0.0,0.0,44.0,0.9986,0.145,0.798,0.057,0.0361,0.4897,1125.0,29.0,2.5778,8.0,1.5923,2.0,5.0,5.0,17.0,0.1778,0.4444,0.4444,1.5111,0.0,0.3094,276.0,12.0545,0.4239,0.5761,0.292,0.0437,0.6793,1.0,1.0,0.0,-3.3289,27.9068,0.022,0.2439,0.6817,0.3183,1657.3557,419.0,4.3677,1681.0,0.0068,0.0283,0.132,0.0,0.0,14.0,0.01,0.009,0.0047,0.0036,8.0,-3.0717,-3.5041,0.237,1.8243,6.0
34,1,2.0,3.31,5.0,171.0,129.0,2.0,118.0,646.0,209.0,20.0,59.0,1.7712,5.4746,0.1695,-2.8924,28.32,30.3797,21.1944,33.8553,15.8888,129.0,92.0,0.7132,8.1001,5.7277,0.9304,0.0143,72.1111,94.7106,0.75,0.163,5.1395,171.0,5.0,0.152,0.2807,0.0409,0.0585,0.0234,0.0526,0.0234,0.0234,0.0409,0.0058,0.0,0.0058,0.076,0.0,0.0,0.0,0.2164,4.0417,0.0409,2.8,2.9956,5.8,8.0,2.0396,3.7594,6.2,171.0,9.0,0.0526,6.0,2.4194,3.3333,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.9266,0.162,0.764,0.074,0.1567,0.3575,129.0,1.0,0.7752,1.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.7752,0.0,0.0,0.0,0.0361,52.0,16.2,0.3077,0.6923,0.1034,0.3115,0.349,1.0,1.0,0.0,-4.8293,125.1197,0.0707,0.3131,0.7424,0.2576,1569.9545,291.5,5.59,198.0,0.1465,0.0469,0.0531,0.0,0.0,2.0,0.0054,0.0088,0.0203,0.2999,2.0,-4.8293,-5.0001,0.1371,1.2461,6.0
35,1,1.0,2.15,7.0,567.0,427.0,3.0,355.0,1870.0,577.0,49.0,118.3333,1.6254,5.2676,0.138,-50.7781,49.7392,52.8545,26.2169,62.5471,14.9234,427.0,187.0,0.4379,9.0496,6.399,0.8637,0.0225,115.3958,57.439,0.6043,0.1818,4.6768,567.0,7.0,0.2116,0.2416,0.0053,0.0617,0.0053,0.037,0.0035,0.0282,0.0053,0.0194,0.0018,0.0035,0.1446,0.0,0.0212,0.0265,0.1834,8.0769,0.0053,5.4286,2.9512,6.1429,12.0,3.0905,3.7608,4.2857,567.0,101.0,0.1781,8.0,1.8804,1.5149,13.0,19.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,56.0,0.9851,0.126,0.834,0.04,0.0209,0.4325,427.0,8.0,1.8735,4.0,1.4056,0.0,3.0,1.0,4.0,0.0,0.7026,0.2342,0.9368,0.0,0.4948,112.0,37.1429,0.4554,0.5446,0.1486,0.3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,4.0,3.98,8.0,720.0,539.0,3.0,442.0,2287.0,673.0,48.0,147.3333,1.5226,5.1742,0.1086,-71.5224,59.837,63.2772,25.9801,76.6072,14.4234,539.0,207.0,0.384,8.9161,6.3046,0.8478,0.0242,163.3617,55.5783,0.6039,0.1787,4.5325,720.0,8.0,0.2361,0.2333,0.0042,0.0681,0.0,0.0333,0.0,0.0556,0.0097,0.0153,0.0028,0.0014,0.1472,0.0,0.0042,0.0042,0.1847,6.4219,0.0042,6.125,2.7904,6.75,11.0,2.9047,3.7736,5.125,720.0,154.0,0.2139,8.0,1.6928,1.4481,32.0,19.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,92.0,0.9881,0.104,0.857,0.04,0.0591,0.4049,539.0,5.0,0.9276,2.0,0.7219,0.0,1.0,0.0,4.0,0.0,0.1855,0.0,0.7421,0.0,0.4077,144.0,42.625,0.375,0.625,0.2335,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1,5.0,4.82,18.0,740.0,545.0,11.0,475.0,2489.0,757.0,58.0,43.1818,1.5937,5.24,0.1221,28.1798,20.0564,22.1569,16.2469,24.8413,14.3257,545.0,242.0,0.444,10.3661,7.33,0.8712,0.0204,68.3444,105.318,0.5868,0.1818,4.8018,740.0,18.0,0.2527,0.1716,0.0122,0.0716,0.0014,0.0568,0.0135,0.0338,0.0162,0.027,0.0081,0.0081,0.1027,0.0,0.0081,0.0027,0.2135,5.3038,0.0122,3.0,3.0266,5.8333,9.0,2.1148,3.6098,4.3333,740.0,107.0,0.1446,8.0,2.1416,1.5421,16.0,22.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,0.0,0.0,52.0,0.9963,0.152,0.819,0.029,0.1105,0.476,545.0,12.0,2.2018,3.0,0.8167,1.0,1.0,0.0,10.0,0.1835,0.1835,0.0,1.8349,0.0,0.4328,140.0,17.9444,0.4357,0.5643,0.235,0.1282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,5.0,4.82,27.0,693.0,479.0,19.0,448.0,2488.0,747.0,66.0,23.5789,1.6674,5.5536,0.1473,41.8394,13.2812,15.3244,13.7764,16.5168,15.5996,479.0,232.0,0.4843,10.6004,7.4956,0.8825,0.019,62.1511,132.2853,0.5905,0.194,5.286,693.0,27.0,0.303,0.1616,0.0043,0.0592,0.0014,0.0765,0.0043,0.0245,0.0188,0.0289,0.0029,0.0014,0.0606,0.0,0.0159,0.0,0.2367,7.3509,0.0043,1.5556,2.8099,5.5185,10.0,2.0615,3.296,4.963,693.0,83.0,0.1198,7.0,2.2446,1.5422,18.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,1.0,0.0,0.0,0.0,0.0,23.0,0.9918,0.122,0.839,0.04,0.1659,0.3878,479.0,13.0,2.714,4.0,1.1451,1.0,1.0,1.0,10.0,0.2088,0.2088,0.2088,2.0877,0.0,0.4395,138.0,12.037,0.442,0.558,0.2567,0.0872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,4.0,3.96,7.0,785.0,526.0,3.0,438.0,2270.0,664.0,42.0,146.0,1.516,5.1826,0.0959,-69.6071,59.2386,62.2356,24.5042,75.9803,14.4712,526.0,200.0,0.3802,8.7204,6.1663,0.8457,0.0246,192.355,46.8878,0.59,0.205,4.5894,785.0,7.0,0.2573,0.1631,0.0038,0.0408,0.0013,0.0306,0.0038,0.0522,0.0076,0.014,0.0013,0.0013,0.135,0.0,0.0115,0.0038,0.2726,6.0781,0.0038,4.7143,2.739,9.2857,16.0,3.2826,5.3945,6.1429,785.0,111.0,0.1414,10.0,1.9075,1.6757,10.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,12.0,6.0,0.0,0.0,0.0,1.0,70.0,0.9851,0.089,0.885,0.026,-0.0416,0.3727,526.0,5.0,0.9506,1.0,-0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9506,0.0,0.4998,127.0,47.5714,0.4567,0.5433,0.1505,0.3746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,1,4.0,3.9,16.0,543.0,384.0,7.0,339.0,1761.0,509.0,28.0,48.4286,1.5015,5.1947,0.0826,30.6552,21.0145,22.6753,14.5546,27.2513,14.1336,384.0,187.0,0.487,9.5428,6.7478,0.8791,0.0203,75.6836,112.603,0.615,0.1444,4.8021,543.0,16.0,0.2413,0.2099,0.0258,0.0663,0.0074,0.0405,0.0037,0.0276,0.0055,0.0147,0.0037,0.0055,0.105,0.0,0.0184,0.0,0.2247,6.2245,0.0258,2.5,2.9095,5.5,8.0,1.5811,3.1405,4.625,543.0,87.0,0.1602,7.0,2.2298,1.6207,15.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,3.0,0.0,34.0,0.9872,0.112,0.861,0.027,-0.0095,0.462,384.0,5.0,1.3021,2.0,0.7219,0.0,0.0,1.0,4.0,0.0,0.0,0.2604,1.0417,0.0,0.103,107.0,16.1875,0.4393,0.5607,0.2434,0.1513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,1,5.0,4.64,14.0,580.0,404.0,10.0,348.0,1975.0,578.0,44.0,34.8,1.6609,5.6753,0.1264,30.9992,17.5809,18.9775,15.1123,22.7006,16.7201,404.0,185.0,0.4579,9.2041,6.5083,0.8699,0.0217,91.2901,113.8593,0.5514,0.2108,5.1114,580.0,14.0,0.2069,0.2483,0.0052,0.0879,0.0017,0.0276,0.0034,0.0328,0.0052,0.0138,0.0052,0.0052,0.1086,0.0,0.0052,0.0,0.2431,8.325,0.0052,3.7143,2.7518,4.7857,9.0,2.8076,2.8844,3.8571,580.0,108.0,0.1862,8.0,2.2498,1.6667,20.0,22.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,0.0,45.0,0.9887,0.113,0.861,0.027,0.051,0.5213,404.0,4.0,0.9901,2.0,0.8113,0.0,1.0,0.0,3.0,0.0,0.2475,0.0,0.7426,0.0,0.4984,128.0,19.0714,0.3984,0.6016,0.2158,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1,5.0,4.11,18.0,644.0,436.0,11.0,386.0,2052.0,599.0,36.0,35.0909,1.5518,5.3161,0.0933,39.9343,16.4069,17.7669,13.4638,21.1541,14.6149,436.0,226.0,0.5183,10.8234,7.6533,0.8919,0.0178,68.4917,109.7452,0.6372,0.1903,4.9312,644.0,18.0,0.2376,0.1894,0.0186,0.0637,0.0062,0.0466,0.0078,0.0342,0.0124,0.0171,0.0016,0.0047,0.0916,0.0,0.014,0.0047,0.25,5.7541,0.0186,2.5,2.9474,4.8889,10.0,2.7867,2.9511,3.7778,644.0,92.0,0.1429,6.0,1.8749,1.2935,12.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,49.0,0.9899,0.125,0.833,0.042,0.0295,0.4554,436.0,7.0,1.6055,4.0,1.1488,0.0,1.0,1.0,5.0,0.0,0.2294,0.2294,1.1468,0.0,0.227,133.0,15.9444,0.4586,0.5414,0.2468,0.1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,5.0,4.66,31.0,592.0,462.0,13.0,406.0,2241.0,691.0,68.0,31.2308,1.702,5.5197,0.1675,31.1491,16.6733,19.1918,16.1947,20.1832,15.7081,462.0,234.0,0.5065,10.8867,7.698,0.8891,0.0181,56.2208,170.5951,0.594,0.188,5.0368,592.0,31.0,0.2973,0.1909,0.0017,0.0743,0.0017,0.0456,0.0034,0.0439,0.0236,0.027,0.0,0.0084,0.0693,0.0,0.0,0.0,0.2128,5.746,0.0017,1.4516,2.7837,3.8387,9.0,1.9193,2.5873,3.6129,592.0,77.0,0.1301,8.0,2.4261,1.5065,13.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,11.0,0.0,0.0,0.0,0.0,28.0,0.9919,0.118,0.85,0.031,0.0886,0.5669,462.0,13.0,2.8139,4.0,0.9913,2.0,1.0,0.0,10.0,0.4329,0.2165,0.0,2.1645,0.0,0.3319,149.0,9.3548,0.3893,0.6107,0.3759,0.0628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,1,4.0,4.05,11.0,567.0,449.0,8.0,358.0,1955.0,573.0,44.0,44.75,1.6006,5.4609,0.1229,26.0065,20.7491,22.8162,16.5267,26.6658,15.6486,449.0,217.0,0.4833,10.2409,7.2414,0.8809,0.0195,114.4836,90.3031,0.6406,0.1797,4.6615,567.0,11.0,0.2399,0.231,0.0071,0.0688,0.0018,0.0494,0.0035,0.0406,0.0071,0.0229,0.0,0.0018,0.1623,0.0,0.0018,0.0,0.1623,7.3043,0.0071,3.6364,2.8042,5.5455,10.0,2.5357,3.7579,5.2727,567.0,97.0,0.1711,10.0,2.4853,1.7216,9.0,18.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,11.0,14.0,3.0,0.0,0.0,0.0,38.0,0.9949,0.154,0.815,0.031,0.015,0.4837,449.0,6.0,1.3363,1.0,-0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.3363,0.0,0.3217,138.0,24.6364,0.3696,0.6304,0.1504,0.1785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,1,2.0,3.02,36.0,656.0,451.0,27.0,393.0,2179.0,636.0,47.0,14.5556,1.6183,5.5445,0.1196,55.1512,9.1828,10.6059,10.6663,11.9625,14.7682,451.0,207.0,0.459,9.7472,6.8923,0.8726,0.0209,105.2109,78.2112,0.6473,0.1546,5.0643,656.0,36.0,0.2683,0.1875,0.0183,0.0412,0.003,0.0427,0.0076,0.0198,0.0107,0.0259,0.0015,0.003,0.096,0.0,0.0061,0.0,0.2683,6.6481,0.0183,0.8056,2.7675,4.1389,8.0,1.7504,2.7207,4.0278,656.0,90.0,0.1372,6.0,1.6398,1.4667,18.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,55.0,0.9955,0.145,0.833,0.021,0.1236,0.4038,451.0,8.0,1.7738,2.0,0.5436,0.0,1.0,0.0,7.0,0.0,0.2217,0.0,1.5521,0.0,0.2227,143.0,8.6389,0.3846,0.6154,0.131,0.0604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,5.0,4.57,12.0,541.0,414.0,9.0,342.0,1767.0,520.0,41.0,38.0,1.5205,5.1667,0.1199,39.6334,17.1715,19.9953,15.3222,21.905,13.8011,414.0,186.0,0.4493,9.1414,6.4639,0.8672,0.022,122.2899,68.0318,0.5753,0.2151,4.5556,541.0,12.0,0.1608,0.2754,0.0111,0.1035,0.0055,0.0314,0.0055,0.0314,0.0111,0.0203,0.0,0.0037,0.1275,0.0,0.0037,0.0,0.2089,6.9333,0.0111,4.9167,2.8408,5.5,22.0,5.2836,2.4944,4.0833,541.0,115.0,0.2126,10.0,2.1457,1.5739,13.0,32.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,54.0,0.9581,0.086,0.884,0.031,-0.0003,0.4296,414.0,6.0,1.4493,2.0,0.65,0.0,1.0,0.0,5.0,0.0,0.2415,0.0,1.2077,0.0,0.3683,123.0,20.1667,0.4472,0.5528,0.2185,0.164,0.6711,1.0,1.0,0.0,-3.2413,25.5658,0.0353,0.313,0.695,0.305,1463.4623,304.0,3.9398,623.0,0.0638,0.3728,0.9884,0.0,0.3571,14.0,0.1158,0.0225,0.2247,0.0351,8.0,-3.1435,-3.6327,0.1021,4.7899,6.0
47,1,5.0,4.69,52.0,1020.0,776.0,41.0,714.0,3695.0,1141.0,86.0,17.4146,1.598,5.1751,0.1204,53.965,10.0586,11.7838,11.4028,11.6519,12.9297,776.0,313.0,0.4034,11.236,7.9451,0.8636,0.0205,63.8684,126.8179,0.5751,0.1661,4.9137,1020.0,52.0,0.2735,0.0961,0.0235,0.0931,0.0098,0.0725,0.0108,0.0549,0.0294,0.0363,0.0059,0.0118,0.0755,0.0,0.0069,0.002,0.198,3.1829,0.0235,2.0192,3.176,4.5192,10.0,1.9364,2.8918,3.6923,1020.0,91.0,0.0892,9.0,2.3653,1.7912,5.0,6.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,3.0,0.0,40.0,0.9978,0.145,0.818,0.037,0.1688,0.544,776.0,30.0,3.866,5.0,0.9816,7.0,1.0,0.0,22.0,0.9021,0.1289,0.0,2.8351,0.0,0.529,155.0,7.7115,0.4581,0.5419,0.4065,0.0498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,4.0,4.0,58.0,847.0,624.0,54.0,608.0,3223.0,978.0,68.0,11.2593,1.6086,5.301,0.1118,59.3233,7.782,8.9774,9.5398,9.1673,12.7409,624.0,282.0,0.4519,11.289,7.9826,0.8766,0.0192,95.9998,119.0793,0.6454,0.156,5.2051,847.0,58.0,0.3341,0.0661,0.013,0.0697,0.0094,0.0638,0.0106,0.0673,0.0213,0.0496,0.0035,0.0106,0.0331,0.0,0.0024,0.0047,0.2409,3.1149,0.013,1.1552,2.9309,4.6897,8.0,1.7539,2.6431,3.8103,847.0,42.0,0.0496,8.0,2.7237,2.1905,5.0,4.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,8.0,0.9798,0.077,0.895,0.027,0.0123,0.5223,624.0,33.0,5.2885,2.0,0.1959,0.0,1.0,0.0,32.0,0.0,0.1603,0.0,5.1282,0.0,0.5064,159.0,6.0345,0.4151,0.5849,0.2513,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,4.0,4.01,5.0,563.0,433.0,3.0,356.0,1811.0,541.0,43.0,118.6667,1.5197,5.0871,0.1208,-42.1751,48.622,52.2981,24.7572,61.8635,13.8626,433.0,186.0,0.4296,8.9386,6.3205,0.8608,0.0229,147.422,48.4349,0.5968,0.2204,4.4919,563.0,5.0,0.2895,0.1616,0.0089,0.0639,0.0036,0.0355,0.0053,0.0515,0.0089,0.0195,0.0018,0.0036,0.1492,0.0,0.0124,0.0018,0.1829,5.6909,0.0089,7.6,2.8868,8.8,18.0,4.6648,3.4557,4.2,563.0,104.0,0.1847,8.0,1.9288,1.4231,10.0,14.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,63.0,0.872,0.067,0.883,0.049,0.0262,0.5282,433.0,3.0,0.6928,1.0,-0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.6928,0.0,0.3492,118.0,51.8,0.4237,0.5763,0.2057,0.439,0.6973,1.0,1.0,0.0,-3.2115,24.8151,0.0177,0.3194,0.7111,0.2889,1331.9663,298.0,4.0749,623.0,0.2069,0.1507,0.507,0.25,0.25,4.0,0.1795,0.0443,0.1245,0.0104,3.0,-3.0473,-3.528,0.0987,4.8707,6.0
