user_id,file_id,rating,tokens,types,ttr,rttr,cttr,herdan_c,maas_a2,yules_k,mtld,hapax_ratio,dis_legomena_ratio,avg_word_len,pred_rating
10,1,4,503,169,0.336,7.5353,5.3283,0.8247,0.0282,72.9618,128.5494,0.1183,0.568,5.5547,4.14
11,1,4,378,125,0.3307,6.4293,4.5462,0.8135,0.0314,119.3976,92.4808,0.0,0.752,5.2222,3.92
12,1,5,932,260,0.279,8.5166,6.0221,0.8133,0.0273,99.8821,118.2123,0.0,0.7308,5.191,4.65
13,1,2,56,24,0.4286,3.2071,2.2678,0.7895,0.0523,280.6122,42.9191,0.0,0.8333,4.25,2.69
14,1,5,386,146,0.3782,7.4312,5.2547,0.8368,0.0274,74.2302,206.5926,0.0,0.8151,5.5078,3.97
15,1,2,228,86,0.3772,5.6955,4.0273,0.8204,0.0331,113.1117,127.115,0.0,0.7907,5.7281,2.57
16,1,4,456,159,0.3487,7.4459,5.265,0.8279,0.0281,86.1804,164.5053,0.0,0.7862,5.6096,4.08
17,1,3,94,33,0.3511,3.4037,2.4068,0.7696,0.0507,260.2988,47.0,0.0,0.6667,5.0851,3.26
18,1,4,576,181,0.3142,7.5417,5.3328,0.8179,0.0287,136.2365,129.9475,0.0,0.7845,5.3715,3.19
19,1,4,653,248,0.3798,9.705,6.8625,0.8506,0.023,90.3358,110.044,0.4839,0.2419,5.4885,4.04
20,1,5,526,168,0.3194,7.3251,5.1797,0.8178,0.0291,94.1896,142.6265,0.0,0.7619,5.5627,4.35
21,1,4,20,9,0.45,2.0125,1.423,0.7335,0.089,700.0,20.0,0.0,0.8889,4.4,3.82
22,1,3,408,130,0.3186,6.436,4.5509,0.8097,0.0317,108.6121,89.08,0.0,0.7231,5.5049,3.16
23,1,4,566,188,0.3322,7.9022,5.5877,0.8261,0.0274,136.0362,151.5008,0.0,0.8511,6.2367,3.99
24,1,4,362,124,0.3425,6.5173,4.6084,0.8182,0.0309,108.2079,134.9464,0.0,0.75,6.1602,3.62
25,1,5,658,192,0.2918,7.4849,5.2927,0.8102,0.0292,126.8004,131.8279,0.0,0.724,5.5775,3.34
26,1,5,485,218,0.4495,9.8989,6.9996,0.8707,0.0209,77.7128,108.9305,0.4679,0.3211,5.2577,4.47
27,1,4,674,201,0.2982,7.7422,5.4746,0.8142,0.0285,100.4235,117.9121,0.0,0.7065,5.3056,3.73
28,1,4,778,229,0.2943,8.21,5.8054,0.8163,0.0276,139.8682,120.2635,0.0,0.7511,5.5167,3.53
29,1,4,284,101,0.3556,5.9932,4.2379,0.817,0.0324,112.5769,120.6979,0.0,0.7921,5.1549,3.74
30,1,3,594,200,0.3367,8.2061,5.8026,0.8296,0.0267,70.7978,207.154,0.0,0.775,5.5421,3.4
31,1,5,264,103,0.3902,6.3392,4.4825,0.8312,0.0303,113.6364,156.7208,0.0,0.8544,5.3182,3.87
32,1,3,582,200,0.3436,8.2903,5.8621,0.8322,0.0264,98.6644,206.7741,0.0,0.82,5.8625,3.21
33,1,5,1127,330,0.2928,9.83,6.9508,0.8252,0.0249,103.769,76.6454,0.2848,0.3818,5.6176,4.39
34,1,2,508,157,0.3091,6.9657,4.9255,0.8115,0.0302,111.4452,123.4326,0.0,0.7516,5.2835,3.62
35,1,4,154,67,0.4351,5.399,3.8177,0.8348,0.0328,112.1606,109.479,0.0,0.8955,5.1948,3.25
36,1,4,618,195,0.3155,7.8441,5.5466,0.8205,0.0279,95.9877,157.0657,0.0,0.7487,5.3883,3.88
37,1,3,46,22,0.4783,3.2437,2.2937,0.8073,0.0503,255.1985,41.5769,0.0,0.9545,5.7826,2.82
38,1,4,426,137,0.3216,6.6377,4.6935,0.8126,0.0309,113.4034,119.0898,0.0,0.7153,5.338,3.84
39,1,4,290,107,0.369,6.2833,4.4429,0.8241,0.031,124.8514,130.2519,0.0,0.8224,5.9862,3.81
40,1,4,736,220,0.2989,8.1093,5.7341,0.8171,0.0277,121.2488,121.9007,0.0,0.7318,5.2935,3.55
41,1,4,74,28,0.3784,3.2549,2.3016,0.7742,0.0525,295.8364,39.658,0.0,0.75,5.2162,3.5
42,1,3,586,181,0.3089,7.477,5.2871,0.8157,0.0289,96.9726,128.0716,0.0,0.7127,5.43,3.75
43,1,4,554,169,0.3051,7.1801,5.0771,0.8121,0.0298,115.7972,116.5884,0.0,0.7337,5.7401,3.83
44,1,3,350,113,0.3229,6.0401,4.271,0.807,0.0329,118.6939,106.2871,0.0,0.7434,5.4343,2.89
45,1,3,718,192,0.2674,7.1654,5.0667,0.7994,0.0305,107.5023,102.5714,0.0,0.6562,5.3343,3.17
46,1,4,446,153,0.343,7.2448,5.1228,0.8246,0.0287,105.2706,155.0371,0.0,0.7843,5.5471,3.82
47,1,4,88,36,0.4091,3.8376,2.7136,0.8004,0.0446,268.595,55.0494,0.0,0.8889,5.1364,3.43
48,1,4,578,179,0.3097,7.4454,5.2647,0.8157,0.029,98.9571,123.9761,0.0,0.7039,5.2734,3.96
49,1,2,378,119,0.3148,6.1207,4.328,0.8053,0.0328,112.6788,91.2891,0.0,0.7227,5.4497,2.5
50,1,5,222,88,0.3964,5.9062,4.1763,0.8287,0.0317,161.9187,135.1805,0.0,0.875,5.9279,3.44
51,1,4,30,12,0.4,2.1909,1.5492,0.7306,0.0792,866.6667,17.9037,0.0,0.9167,4.6,3.99
52,1,1,864,260,0.3009,8.8454,6.2546,0.8224,0.0263,84.0192,151.3847,0.0,0.7269,5.5069,2.61
53,1,5,536,177,0.3302,7.6452,5.406,0.8237,0.0281,85.4867,146.3493,0.0,0.774,5.7127,4.99
54,1,2,76,32,0.4211,3.6707,2.5955,0.8003,0.0461,256.2327,50.1237,0.0,0.875,4.9211,1.41
55,1,4,1676,541,0.3228,13.2148,9.3443,0.8477,0.0205,50.4953,169.0189,0.2477,0.4843,5.8634,3.72
56,1,5,580,189,0.3259,7.8478,5.5492,0.8238,0.0277,85.2556,167.7691,0.0,0.7566,5.9517,4.57
57,1,4,616,204,0.3312,8.2194,5.812,0.8279,0.0268,71.6816,186.2077,0.0,0.7451,5.5,3.82
58,1,4,576,182,0.316,7.5833,5.3622,0.8187,0.0285,117.1875,138.5946,0.0,0.7692,5.7882,3.48
59,1,3,495,206,0.4162,9.259,6.5471,0.8587,0.0228,112.0702,109.3865,0.4175,0.3495,5.6061,3.34
60,1,3,1613,577,0.3577,14.3668,10.1588,0.8608,0.0188,61.5427,191.4629,0.3709,0.4177,6.0527,3.37
61,1,2,14,7,0.5,1.8708,1.3229,0.7374,0.0995,714.2857,14.0,0.0,1.0,6.4286,2.87
62,1,1,562,189,0.3363,7.9725,5.6374,0.8279,0.0272,106.1917,173.3569,0.0,0.8148,5.8007,2.26
63,1,5,1354,368,0.2718,10.0009,7.0717,0.8193,0.0251,69.5243,175.6578,0.0,0.712,6.3102,4.39
64,1,4,425,217,0.5106,10.526,7.443,0.8889,0.0184,91.9031,147.3368,0.5853,0.2765,5.5953,3.94
65,1,3,570,177,0.3105,7.4137,5.2423,0.8157,0.029,105.4478,123.6546,0.0,0.7458,5.2807,3.69
66,1,4,400,134,0.335,6.7,4.7376,0.8175,0.0305,101.0,119.2114,0.0,0.7313,5.72,3.74
67,1,2,822,249,0.3029,8.6849,6.1411,0.8221,0.0265,106.7659,146.1972,0.0,0.7751,5.7324,2.38
68,1,4,820,289,0.3524,10.0923,7.1363,0.8446,0.0232,84.533,138.4363,0.308,0.4325,5.5024,3.99
69,1,4,736,225,0.3057,8.2936,5.8645,0.8205,0.0272,98.5054,142.7154,0.0,0.7333,5.4158,3.96
70,1,4,1144,364,0.3182,10.7619,7.6098,0.8374,0.0231,64.1535,134.7931,0.3297,0.3654,5.4178,3.95
71,1,5,452,140,0.3097,6.585,4.6563,0.8083,0.0314,121.1919,103.5582,0.0,0.6929,5.1372,4.31
72,1,3,788,261,0.3312,9.2977,6.5745,0.8343,0.0248,98.1409,89.0122,0.4138,0.2605,5.566,4.23
73,1,3,712,191,0.2683,7.158,5.0615,0.7997,0.0305,86.6368,106.7876,0.0,0.6178,5.6236,3.23
74,1,4,216,74,0.3426,5.0351,3.5603,0.8007,0.0371,231.4815,84.1328,0.0,0.7838,4.6944,3.55
75,1,5,314,97,0.3089,5.474,3.8707,0.7957,0.0355,138.9509,85.5466,0.0,0.6804,5.2293,4.18
0,2,5,376,113,0.3005,5.8275,4.1207,0.7973,0.0342,142.5985,86.8759,0.0,0.7434,5.9149,3.94
1,2,3,458,160,0.3493,7.4763,5.2865,0.8283,0.028,83.6178,184.1167,0.0,0.7875,5.786,3.59
2,2,1,1150,233,0.2026,6.8708,4.8584,0.7735,0.0321,130.4045,75.29,0.0,0.6266,6.4539,2.5
3,2,5,870,294,0.3379,9.9675,7.0481,0.8397,0.0237,102.1007,104.4003,0.3401,0.4014,5.6897,4.84
4,2,3,200,75,0.375,5.3033,3.75,0.8149,0.0349,142.0,105.1383,0.0,0.8,6.05,3.03
5,2,4,406,140,0.3448,6.9481,4.913,0.8227,0.0295,102.2835,146.1926,0.0,0.8,5.4187,3.44
6,2,2,570,180,0.3158,7.5394,5.3311,0.8184,0.0286,101.2619,130.3274,0.0,0.7278,5.3263,2.83
7,2,4,232,93,0.4009,6.1057,4.3174,0.8322,0.0308,120.3924,127.6585,0.0,0.871,5.4052,3.72
8,2,2,334,125,0.3743,6.8397,4.8364,0.8309,0.0291,99.5016,165.4289,0.0,0.84,5.6826,2.48
9,2,3,636,185,0.2909,7.3357,5.1871,0.8087,0.0296,100.9652,91.1545,0.0,0.7243,5.5314,3.11
10,2,4,576,175,0.3038,7.2917,5.156,0.8126,0.0295,75.7137,135.4961,0.0,0.6914,5.625,3.88
11,2,4,294,102,0.3469,5.9488,4.2064,0.8137,0.0328,142.3018,113.1969,0.0,0.7549,5.6327,3.67
12,2,5,762,232,0.3045,8.4045,5.9429,0.8208,0.027,90.0035,137.1014,0.0,0.7414,5.5591,4.38
13,2,2,64,25,0.3906,3.125,2.2097,0.774,0.0543,351.5625,32.1676,0.0,0.8,5.5938,2.34
14,2,4,450,162,0.36,7.6368,5.4,0.8328,0.0274,79.5062,225.0,0.0,0.7778,5.68,3.95
15,2,3,466,138,0.2961,6.3927,4.5203,0.8019,0.0322,143.7676,83.9485,0.0,0.7029,5.5923,3.18
16,2,2,744,224,0.3011,8.2122,5.8069,0.8185,0.0275,99.4335,136.4,0.0,0.7232,5.3548,3.57
17,2,1,26,12,0.4615,2.3534,1.6641,0.7627,0.0728,502.9586,26.0,0.0,0.9167,5.0769,2.4
18,2,4,462,157,0.3398,7.3043,5.1649,0.8241,0.0287,114.222,171.8222,0.0,0.7771,5.4199,3.59
19,2,3,442,151,0.3416,7.1823,5.0787,0.8237,0.0289,95.1045,165.4664,0.0,0.7815,5.7421,3.15
20,2,5,990,292,0.2949,9.2804,6.5622,0.823,0.0257,87.4809,165.0,0.0,0.7432,5.4424,4.22
21,2,4,20,9,0.45,2.0125,1.423,0.7335,0.089,700.0,20.0,0.0,0.8889,4.4,3.82
22,2,4,442,130,0.2941,6.1835,4.3724,0.7991,0.033,143.8341,97.1116,0.0,0.7,5.8054,3.75
23,2,4,566,188,0.3322,7.9022,5.5877,0.8261,0.0274,136.0362,151.5008,0.0,0.8511,6.2367,3.99
24,2,4,474,154,0.3249,7.0735,5.0017,0.8175,0.0296,137.8874,110.305,0.0,0.7857,6.1055,3.76
25,2,5,564,172,0.305,7.2425,5.1212,0.8125,0.0296,101.7303,127.5694,0.0,0.7326,5.617,4.24
26,2,3,746,220,0.2949,8.0548,5.6956,0.8154,0.0279,104.5433,111.3806,0.0,0.7045,5.2869,3.28
27,2,3,676,197,0.2914,7.5769,5.3577,0.8108,0.029,84.9935,108.3925,0.0,0.6904,5.5385,3.01
28,2,4,410,147,0.3585,7.2598,5.1335,0.8295,0.0283,105.7704,205.0,0.0,0.8163,5.6585,3.32
29,2,3,626,195,0.3115,7.7938,5.511,0.8189,0.0281,101.3076,146.0447,0.0,0.7487,5.6645,3.24
30,2,2,406,134,0.33,6.6503,4.7025,0.8154,0.0307,108.1075,135.3333,0.0,0.7687,5.6453,2.76
31,2,5,586,195,0.3328,8.0554,5.696,0.8274,0.0271,106.7572,142.1907,0.0,0.8,5.5973,4.04
32,2,3,604,176,0.2914,7.1613,5.0638,0.8074,0.0301,110.8504,123.0593,0.0,0.6818,5.3245,3.17
33,2,4,1127,330,0.2928,9.83,6.9508,0.8252,0.0249,103.769,76.6454,0.2848,0.3818,5.6176,4.39
34,2,4,884,240,0.2715,8.0721,5.7078,0.8078,0.0283,112.9686,116.1259,0.0,0.7292,5.4321,4.02
35,2,2,296,110,0.3716,6.3936,4.521,0.826,0.0306,105.0037,151.9316,0.0,0.8091,5.3446,2.65
36,2,3,762,229,0.3005,8.2958,5.866,0.8188,0.0273,103.5058,135.0369,0.0,0.7686,5.4961,3.0
37,2,1,50,21,0.42,2.9698,2.1,0.7782,0.0567,328.0,34.7001,0.0,0.8095,5.56,2.1
38,2,4,514,155,0.3016,6.8368,4.8343,0.808,0.0308,145.1195,99.5741,0.0,0.7161,5.0778,3.85
39,2,3,506,147,0.2905,6.5349,4.6209,0.8015,0.0319,93.19,117.0848,0.0,0.6667,6.083,3.13
40,2,3,506,166,0.3281,7.3796,5.2182,0.821,0.0287,96.0021,138.2458,0.0,0.7651,5.5692,3.45
41,2,5,34,15,0.4412,2.5725,1.819,0.7679,0.0658,432.526,21.9433,0.0,0.8667,5.2353,3.95
42,2,4,598,177,0.296,7.2381,5.1181,0.8096,0.0298,111.5759,85.4286,0.0,0.7119,5.3512,3.43
43,2,4,508,170,0.3346,7.5425,5.3334,0.8243,0.0282,89.1252,170.3882,0.0,0.7941,5.7441,3.98
44,2,4,670,181,0.2701,6.9926,4.9445,0.7989,0.0309,108.131,108.1398,0.0,0.6243,5.3642,3.87
45,2,3,834,232,0.2782,8.0335,5.6805,0.8098,0.0283,91.0063,131.3088,0.0,0.7069,5.542,3.31
46,2,4,718,220,0.3064,8.2103,5.8056,0.8201,0.0273,109.5196,140.2899,0.0,0.7318,5.2535,3.89
47,2,1,76,32,0.4211,3.6707,2.5955,0.8003,0.0461,256.2327,50.1237,0.0,0.875,4.9211,1.41
48,2,4,578,179,0.3097,7.4454,5.2647,0.8157,0.029,98.9571,123.9761,0.0,0.7039,5.2734,3.96
49,2,4,711,210,0.2954,7.8756,5.5689,0.8143,0.0283,98.5122,137.7377,0.0048,0.6476,5.4585,3.89
50,2,3,102,42,0.4118,4.1586,2.9406,0.8081,0.0415,182.6221,74.317,0.0,0.8333,6.5294,2.8
51,2,5,28,11,0.3929,2.0788,1.4699,0.7196,0.0841,663.2653,14.3962,0.0,0.7273,4.5714,4.5
52,2,2,630,193,0.3063,7.6893,5.4372,0.8165,0.0285,82.7916,110.9048,0.0,0.715,5.127,2.81
53,2,5,536,177,0.3302,7.6452,5.406,0.8237,0.0281,85.4867,146.3493,0.0,0.774,5.7127,4.99
54,2,4,236,83,0.3517,5.4028,3.8204,0.8087,0.035,142.9187,97.7936,0.0,0.747,5.2458,3.61
55,2,5,423,193,0.4563,9.384,6.6355,0.8702,0.0215,81.3731,120.8186,0.5078,0.2746,5.513,4.56
56,2,5,578,172,0.2976,7.1543,5.0588,0.8094,0.03,87.2236,108.6886,0.0,0.6802,5.4221,3.35
57,2,4,422,141,0.3341,6.8638,4.8534,0.8187,0.03,118.0342,144.6204,0.0,0.7589,5.4787,3.9
58,2,2,576,182,0.316,7.5833,5.3622,0.8187,0.0285,117.1875,138.5946,0.0,0.7692,5.7882,3.48
59,2,4,1124,327,0.2909,9.7536,6.8968,0.8242,0.025,305.3248,24.8458,0.3853,0.3364,4.0712,3.96
60,2,2,1226,182,0.1485,5.1979,3.6755,0.7318,0.0377,121.3645,95.5241,0.0,0.0165,5.509,2.58
61,2,3,560,160,0.2857,6.7612,4.7809,0.802,0.0313,104.3367,93.4214,0.0,0.6938,5.6429,3.24
62,2,2,630,206,0.327,8.2072,5.8034,0.8266,0.0269,106.7775,151.1564,0.0,0.7913,5.7556,2.72
63,2,5,623,218,0.3499,8.734,6.1759,0.8368,0.0254,74.5113,148.7216,0.4174,0.1239,5.0738,4.41
64,2,4,926,311,0.3359,10.2201,7.2267,0.8403,0.0234,78.113,143.3095,0.3569,0.3087,5.6911,4.02
65,2,3,848,266,0.3137,9.1345,6.4591,0.8281,0.0255,79.8772,177.7142,0.0,0.7444,5.5708,3.19
66,2,4,450,131,0.2911,6.1754,4.3667,0.798,0.0331,147.4568,99.0235,0.0,0.7328,5.6978,3.56
67,2,4,472,155,0.3284,7.1345,5.0448,0.8191,0.0294,108.0868,123.793,0.0,0.7548,5.7585,3.85
68,2,4,610,219,0.359,8.8671,6.27,0.8403,0.0249,107.498,115.5639,0.4886,0.1233,5.5721,3.88
69,2,2,540,172,0.3185,7.4017,5.2338,0.8182,0.0289,129.904,126.89,0.0,0.7558,5.4037,3.04
