user_id,file_id,rating,vader_compound,vader_pos,vader_neu,vader_neg,tb_polarity,tb_subjectivity,pred_rating
41,4,5,0.9942,0.143,0.835,0.022,0.1927,0.3456,4.09
42,4,4,0.9993,0.174,0.796,0.031,0.1287,0.331,3.77
43,4,4,0.9992,0.21,0.79,0.0,0.1626,0.3929,4.01
44,4,2,0.9943,0.147,0.821,0.032,0.2119,0.4267,2.69
45,4,3,0.9894,0.126,0.849,0.025,0.1206,0.423,3.52
46,4,4,0.9987,0.18,0.82,0.0,0.1758,0.3317,3.6
47,4,2,0.8481,0.156,0.844,0.0,0.275,0.45,1.44
48,4,5,0.9986,0.164,0.812,0.024,0.0944,0.4171,4.34
49,4,4,0.9977,0.124,0.866,0.01,0.2346,0.4144,3.94
50,4,3,0.9755,0.064,0.927,0.009,0.1861,0.4427,3.09
51,4,4,0.4939,0.116,0.884,0.0,0.0,0.0,3.72
52,4,4,0.9991,0.175,0.813,0.012,0.1537,0.3366,4.02
53,4,5,0.9963,0.202,0.715,0.082,0.1536,0.4883,4.97
54,4,4,0.9985,0.178,0.802,0.02,0.1177,0.3719,3.79
55,4,5,0.9984,0.132,0.84,0.028,0.0401,0.3971,4.34
56,4,5,0.9952,0.125,0.855,0.02,0.1745,0.3642,4.41
57,4,4,0.9958,0.127,0.796,0.078,0.0582,0.3579,3.85
58,4,4,0.9941,0.15,0.799,0.051,0.125,0.4965,3.49
59,4,3,0.9993,0.176,0.803,0.022,0.2033,0.5397,3.96
60,4,2,0.9986,0.115,0.86,0.025,0.1013,0.4491,3.04
61,4,4,0.9918,0.136,0.799,0.066,0.1659,0.3662,3.83
62,4,2,0.9913,0.155,0.773,0.072,0.1312,0.4813,2.58
63,4,5,0.9967,0.115,0.875,0.01,0.0268,0.6253,3.71
64,4,4,0.4588,0.109,0.792,0.099,0.0167,0.3611,2.96
65,4,3,0.9965,0.198,0.758,0.044,0.1237,0.4702,3.29
66,4,4,0.9896,0.151,0.784,0.065,0.1543,0.4676,3.86
67,4,4,0.9955,0.146,0.824,0.03,0.2144,0.4709,3.71
68,4,4,0.9796,0.09,0.891,0.019,0.1984,0.4277,3.53
69,4,2,0.9983,0.167,0.803,0.03,0.153,0.3011,2.96
70,4,4,0.995,0.127,0.809,0.064,0.0733,0.4509,3.51
71,4,5,0.999,0.168,0.75,0.083,0.1037,0.4512,4.51
72,4,4,0.9989,0.151,0.826,0.023,0.1105,0.4527,3.8
73,4,3,0.9988,0.151,0.827,0.023,0.2065,0.3493,3.28
74,4,4,0.9744,0.227,0.734,0.038,0.124,0.5958,3.6
