user_id,file_id,rating,avg_tree_depth,max_tree_depth,std_tree_depth,avg_dep_distance,root_children_mean,n_sentences,n_tokens,pred_rating
2,1,2,4.221,9.0,1.949,2.955,4.302,86,1552,4.42
3,1,5,4.262,11.0,2.217,2.84,4.213,61,1669,4.84
4,1,2,5.909,12.0,2.968,4.084,5.091,11,610,3.06
5,1,4,6.923,16.0,4.141,3.503,4.923,13,737,3.96
6,1,4,5.143,9.0,1.582,3.29,4.762,21,676,3.67
7,1,4,5.667,10.0,1.908,3.429,4.167,24,560,4.08
8,1,3,4.941,12.0,2.999,2.979,4.176,17,655,3.46
9,1,3,4.735,9.0,1.549,2.935,4.408,49,841,3.41
10,1,4,5.8,9.0,2.6,3.521,4.2,10,644,3.83
11,1,4,8.6,15.0,3.72,3.413,4.6,5,471,3.97
12,1,5,6.417,14.0,2.465,4.09,5.417,12,718,4.69
13,1,5,4.758,12.0,1.96,2.679,3.424,99,1471,4.53
14,1,5,5.75,8.0,1.479,3.761,4.667,12,585,3.76
15,1,4,4.583,8.0,1.382,3.017,4.333,24,556,3.94
16,1,4,5.333,15.0,2.705,3.21,4.679,84,2176,4.23
17,1,4,6.5,8.0,1.5,3.423,6.0,2,109,3.64
18,1,3,5.538,9.0,2.53,3.304,4.615,13,623,4.03
19,1,5,5.325,11.0,2.504,2.783,3.85,40,877,4.61
20,1,5,4.39,8.0,1.651,3.285,3.951,41,899,4.62
21,1,4,3.0,3.0,0.0,2.444,3.0,1,10,3.75
22,1,4,7.5,10.0,1.708,4.435,5.667,6,454,4.01
23,1,4,5.25,8.0,2.203,2.664,4.083,12,370,3.95
24,1,4,5.81,13.0,2.322,3.541,5.19,21,1132,4.31
25,1,3,6.062,12.0,2.861,3.213,4.562,16,677,3.92
26,1,4,5.417,11.0,2.985,3.344,3.917,12,741,4.09
27,1,3,4.809,9.0,1.646,3.101,4.149,47,861,3.45
28,1,3,6.778,9.0,1.397,4.475,5.778,9,632,4.34
29,1,4,3.833,6.0,1.027,2.677,3.417,24,293,4.14
30,1,3,3.778,10.0,2.127,2.464,3.603,63,898,3.73
31,1,4,4.4,8.0,2.332,3.292,5.2,15,551,4.09
32,1,5,5.943,13.0,2.878,3.158,4.657,35,1483,4.61
33,1,5,5.236,13.0,2.501,3.356,4.927,55,1465,4.89
34,1,2,5.8,8.0,2.04,3.759,6.2,5,171,3.32
35,1,1,6.143,12.0,3.09,3.761,4.286,7,567,2.4
36,1,4,6.75,11.0,2.905,3.774,5.125,8,720,4.02
37,1,5,5.833,9.0,2.115,3.61,4.333,18,740,4.38
38,1,5,5.519,10.0,2.061,3.296,4.963,27,693,4.74
39,1,4,9.286,16.0,3.283,5.395,6.143,7,785,3.65
40,1,4,5.5,8.0,1.581,3.141,4.625,16,543,3.8
41,1,5,4.786,9.0,2.808,2.884,3.857,14,580,4.67
42,1,5,4.889,10.0,2.787,2.951,3.778,18,644,4.12
43,1,5,3.839,9.0,1.919,2.587,3.613,31,592,4.51
44,1,4,5.545,10.0,2.536,3.758,5.273,11,567,4.06
45,1,2,4.139,8.0,1.75,2.721,4.028,36,656,3.09
46,1,5,5.5,22.0,5.284,2.494,4.083,12,541,4.61
47,1,5,4.519,10.0,1.936,2.892,3.692,52,1020,4.69
48,1,4,4.69,8.0,1.754,2.643,3.81,58,847,3.92
49,1,4,8.8,18.0,4.665,3.456,4.2,5,563,4.13
50,1,5,5.6,10.0,2.245,5.898,4.6,5,463,3.24
51,1,4,6.857,16.0,4.051,3.207,3.571,7,487,4.15
52,1,4,6.571,11.0,2.441,4.058,5.286,7,480,3.91
53,1,5,7.0,11.0,2.608,3.71,5.5,10,612,4.73
54,1,5,4.694,10.0,2.167,2.844,3.774,62,1080,4.68
55,1,4,5.564,14.0,2.53,2.87,3.718,39,1563,4.3
56,1,4,7.2,15.0,3.919,3.676,3.6,5,609,4.01
57,1,4,4.247,11.0,1.729,2.619,3.532,77,923,3.99
58,1,2,9.333,11.0,1.247,10.598,4.667,3,642,2.21
59,1,3,6.611,14.0,2.851,3.813,4.833,18,1018,3.6
60,1,4,5.219,14.0,2.558,3.471,4.531,64,2094,4.35
61,1,5,5.391,10.0,2.515,3.474,4.174,23,652,4.6
62,1,4,6.0,12.0,2.449,3.585,4.818,11,563,4.01
63,1,5,6.107,13.0,3.109,3.459,5.071,56,2561,4.84
64,1,5,6.1,11.0,2.606,3.603,4.2,20,920,4.54
65,1,4,6.5,9.0,1.803,5.069,5.0,4,570,3.72
66,1,4,4.8,12.0,3.709,3.554,4.4,5,596,3.58
67,1,4,5.8,10.0,1.973,3.449,4.733,15,674,3.93
68,1,4,5.194,9.0,2.116,3.022,4.258,31,923,4.15
69,1,4,6.333,12.0,2.887,3.403,4.556,18,887,3.96
70,1,5,6.067,12.0,2.665,3.372,4.547,75,2959,4.78
71,1,5,6.857,13.0,4.324,3.051,5.0,7,487,4.46
72,1,5,7.562,13.0,2.936,3.356,4.188,16,734,4.02
73,1,4,7.0,10.0,1.852,4.636,5.0,7,414,4.19
74,1,3,6.571,10.0,2.352,3.518,4.357,14,645,3.5
75,1,5,5.6,10.0,1.96,3.99,5.267,15,668,4.56
0,2,5,5.5,10.0,3.612,2.467,3.4,10,415,4.28
1,2,5,5.273,10.0,2.339,3.427,5.182,11,562,4.66
2,2,4,4.676,12.0,2.157,3.029,4.351,74,1513,4.29
3,2,5,4.262,12.0,2.239,2.819,4.213,61,1669,4.8
4,2,5,5.357,13.0,3.308,3.421,3.857,14,542,4.61
5,2,4,5.318,9.0,1.844,3.2,4.136,22,591,3.92
6,2,4,6.0,15.0,3.615,3.269,4.067,15,670,4.04
7,2,4,5.581,10.0,2.196,2.891,4.258,31,589,4.17
8,2,3,4.941,12.0,2.999,2.979,4.176,17,655,3.46
9,2,4,5.484,11.0,2.513,3.064,4.129,31,828,4.13
10,2,3,5.9,11.0,2.809,3.548,4.9,10,659,3.46
11,2,4,6.778,12.0,2.82,3.997,4.556,9,686,3.98
12,2,5,8.0,12.0,2.449,3.864,5.8,5,437,4.44
13,2,2,4.274,8.0,1.57,2.886,4.575,113,1929,3.39
14,2,5,7.0,15.0,3.78,3.4,3.286,7,683,4.59
15,2,4,6.0,12.0,3.578,3.79,4.0,5,396,3.43
16,2,2,5.694,11.0,1.898,3.466,3.972,36,1109,4.44
17,2,2,6.5,11.0,3.202,3.082,3.75,4,182,3.04
18,2,4,5.514,10.0,2.183,3.038,4.371,35,1249,4.26
19,2,5,6.696,20.0,3.495,3.56,4.435,23,1406,4.76
20,2,5,4.488,7.0,1.283,2.924,4.884,43,794,4.44
21,2,4,3.0,3.0,0.0,2.444,3.0,1,10,3.75
22,2,4,5.688,9.0,1.57,3.442,5.438,16,585,4.07
23,2,4,5.25,8.0,2.203,2.664,4.083,12,370,3.95
24,2,4,6.375,12.0,2.342,3.635,4.125,8,451,3.91
25,2,4,9.167,12.0,2.115,5.078,5.167,6,820,3.87
26,2,4,5.444,13.0,3.32,2.869,4.111,18,525,3.97
27,2,4,6.0,12.0,2.55,3.199,3.875,16,720,4.01
28,2,3,8.222,18.0,4.104,3.85,4.556,9,663,3.33
29,2,4,4.882,7.0,1.231,3.163,5.0,17,314,3.89
30,2,4,6.0,11.0,2.828,3.755,5.5,6,303,3.54
31,2,4,6.3,10.0,2.61,3.712,5.0,10,666,4.13
32,2,4,5.243,10.0,2.306,3.331,4.459,37,865,4.14
33,2,5,5.358,13.0,2.356,3.436,5.472,53,1465,4.87
34,2,5,4.188,8.0,1.81,3.264,3.625,32,682,4.7
35,2,2,4.409,8.0,1.8,2.923,3.864,22,539,3.12
36,2,4,5.143,11.0,2.799,3.392,4.143,14,751,4.04
37,2,5,5.345,9.0,2.338,2.922,3.793,29,694,4.79
38,2,4,5.154,9.0,1.578,3.216,4.513,39,793,3.86
39,2,2,3.603,8.0,1.376,2.837,4.517,58,876,2.99
40,2,2,4.941,8.0,1.954,3.218,4.765,17,444,2.89
41,2,5,7.6,12.0,2.417,3.991,5.0,5,410,4.59
42,2,4,5.294,8.0,1.741,3.046,3.882,17,574,3.88
43,2,5,7.8,16.0,4.49,3.524,4.4,5,391,4.43
44,2,4,4.947,11.0,2.564,2.869,3.053,19,540,3.62
45,2,2,6.0,11.0,2.594,3.641,4.455,11,629,3.02
46,2,5,5.348,12.0,2.277,3.28,4.478,23,632,4.54
47,2,5,5.957,16.0,3.099,3.412,4.348,23,1027,4.7
48,2,4,4.69,8.0,1.754,2.643,3.81,58,847,3.92
49,2,5,4.714,8.0,2.657,2.974,3.286,21,523,4.59
50,2,5,7.0,10.0,2.145,4.338,5.2,10,600,4.84
51,2,5,6.909,11.0,2.151,3.551,4.091,11,520,4.61
52,2,4,8.75,12.0,2.861,5.045,8.25,4,428,3.71
53,2,5,6.6,11.0,2.245,3.597,5.1,10,612,4.97
54,2,4,6.348,12.0,2.76,3.287,4.261,23,1032,4.26
55,2,5,6.5,11.0,2.212,3.766,5.393,28,1387,4.93
56,2,4,7.0,11.0,2.828,3.301,3.556,9,669,4.22
57,2,5,4.268,8.0,1.397,2.695,3.268,41,510,4.58
58,2,2,9.333,11.0,1.247,10.598,4.667,3,642,2.21
59,2,4,5.0,6.0,1.0,2.6,3.5,2,26,3.81
60,2,4,5.25,13.0,2.99,3.399,5.25,8,462,3.85
61,2,5,6.258,11.0,2.436,3.783,5.645,31,1646,4.89
62,2,4,4.333,11.0,2.521,2.878,4.467,15,652,3.87
63,2,5,4.837,9.0,1.751,3.374,4.651,43,877,4.47
64,2,5,5.933,14.0,2.999,2.903,3.6,15,721,4.53
65,2,3,5.556,9.0,2.455,3.757,4.0,9,401,3.43
66,2,4,3.395,7.0,1.869,2.328,4.186,43,606,3.98
67,2,4,4.379,9.0,2.441,3.122,5.276,29,725,4.22
68,2,4,5.211,9.0,1.935,3.064,4.316,19,607,3.74
69,2,4,5.464,11.0,2.442,3.341,4.821,28,868,4.1
70,2,3,4.111,12.0,3.178,2.983,2.667,9,400,3.09
71,2,5,5.7,8.0,1.847,3.431,5.1,10,519,4.59
72,2,5,4.116,7.0,1.573,2.681,3.233,43,547,4.83
73,2,3,5.067,11.0,2.294,3.306,4.2,15,673,3.49
74,2,4,7.375,10.0,1.996,4.159,4.5,8,572,4.12
75,2,4,2.0,2.0,0.0,1.4,3.0,1,6,3.75
0,3,5,6.444,10.0,1.771,4.971,5.778,9,684,4.6
1,3,4,6.4,10.0,1.855,3.702,5.2,15,673,4.57
2,3,4,7.143,11.0,2.1,4.316,4.714,7,693,4.07
3,3,5,5.171,10.0,2.286,2.915,4.143,35,980,4.75
4,3,5,6.091,12.0,2.906,3.741,3.727,11,692,3.92
5,3,2,5.625,12.0,3.672,3.86,4.0,8,515,2.77
6,3,4,6.364,10.0,1.967,3.726,5.364,11,588,4.43
7,3,4,4.727,7.0,1.656,2.937,3.909,22,401,3.87
8,3,2,6.167,12.0,3.484,3.556,5.5,6,452,2.67
9,3,3,5.444,8.0,1.95,3.734,5.222,9,524,3.56
10,3,2,6.348,10.0,2.547,3.909,5.391,23,882,4.4
11,3,4,6.778,12.0,2.82,3.997,4.556,9,686,3.98
12,3,5,5.667,15.0,3.621,3.626,5.222,9,601,4.3
13,3,4,4.0,4.0,0.0,2.769,5.0,1,14,3.88
14,3,5,5.727,9.0,1.71,3.771,5.0,11,519,4.16
15,3,4,6.111,10.0,2.885,3.443,4.222,9,541,4.08
16,3,5,5.348,13.0,3.087,3.074,3.957,23,806,4.18
17,3,4,3.917,7.0,0.954,2.959,3.889,36,458,4.05
18,3,3,5.696,12.0,2.661,3.341,4.304,23,876,4.03
19,3,5,4.95,9.0,2.179,2.992,4.4,20,462,4.39
20,3,5,4.444,8.0,1.442,2.867,3.722,36,586,4.6
21,3,4,3.0,3.0,0.0,2.444,3.0,1,10,3.75
22,3,4,5.688,9.0,1.446,3.501,5.875,16,589,4.04
23,3,4,5.25,8.0,2.203,2.664,4.083,12,370,3.95
24,3,4,7.4,10.0,2.871,4.336,5.4,5,652,3.88
25,3,4,6.188,11.0,2.92,3.721,5.688,16,998,3.99
26,3,5,4.875,12.0,2.643,3.018,4.125,16,428,4.34
27,3,4,6.0,12.0,2.55,3.199,3.875,16,720,4.01
28,3,3,6.222,11.0,1.843,3.472,4.222,18,692,3.41
29,3,4,6.357,10.0,2.223,3.418,4.286,14,575,4.08
30,3,4,4.219,7.0,1.268,2.609,3.656,32,417,4.24
31,3,4,4.583,7.0,1.801,3.264,4.667,12,363,3.96
32,3,4,8.6,15.0,4.409,5.445,7.8,5,599,3.68
33,3,5,6.143,14.0,2.497,3.171,4.343,35,1161,4.28
34,3,4,9.0,18.0,5.621,3.545,4.8,5,505,3.83
35,3,1,4.4,9.0,2.059,2.763,3.067,15,481,2.75
36,3,4,5.8,11.0,2.286,3.082,3.733,15,680,4.11
37,3,5,7.045,13.0,2.688,3.514,4.864,22,928,4.42
38,3,4,9.25,12.0,1.92,5.505,8.0,4,566,3.44
39,3,2,7.833,13.0,3.078,4.852,4.833,6,725,2.91
40,3,2,10.0,16.0,4.32,4.784,6.667,3,445,2.92
41,3,4,6.857,12.0,2.799,3.319,5.714,7,427,4.04
42,3,5,5.9,14.0,3.885,3.254,4.5,10,587,4.57
43,3,5,7.0,9.0,1.69,5.164,5.429,7,610,4.39
44,3,4,5.364,13.0,3.255,2.754,3.545,11,484,3.94
45,3,4,7.273,21.0,4.712,3.228,4.545,11,824,3.88
46,3,5,4.871,8.0,1.519,3.266,4.871,31,722,4.61
47,3,4,5.846,13.0,2.627,3.094,4.436,39,1086,4.15
48,3,4,4.647,8.0,2.248,2.562,3.588,17,340,3.95
49,3,5,5.846,8.0,1.747,3.392,4.154,13,531,4.48
50,3,4,5.793,11.0,2.821,4.067,5.276,29,933,4.11
51,3,5,9.714,14.0,2.763,4.028,5.0,7,686,4.37
52,3,3,4.923,8.0,1.73,3.012,3.923,26,617,3.76
53,3,5,6.6,11.0,2.245,3.597,5.1,10,612,4.97
54,3,4,4.863,9.0,1.93,3.085,4.275,51,1226,4.25
55,3,5,5.513,11.0,2.51,3.033,4.359,39,1489,4.65
56,3,4,5.647,9.0,2.195,3.961,5.235,17,740,4.21
57,3,4,4.533,10.0,2.077,2.652,3.333,30,437,3.95
58,3,2,9.333,11.0,1.247,10.598,4.667,3,642,2.21
59,3,5,4.286,10.0,2.763,3.259,4.857,7,302,4.31
60,3,4,5.789,10.0,2.667,4.02,4.737,19,993,3.96
61,3,5,5.226,11.0,2.66,3.017,4.387,31,1063,4.64
62,3,4,4.571,7.0,1.365,3.24,5.524,21,580,4.01
63,3,5,5.0,15.0,2.837,3.632,4.55,40,1556,4.79
64,3,5,6.625,10.0,1.996,3.206,4.625,8,352,4.0
65,3,3,5.042,9.0,1.695,2.978,4.167,24,625,3.32
66,3,4,6.7,11.0,2.369,3.398,4.9,10,480,4.13
67,3,4,5.286,11.0,2.962,3.451,4.857,7,493,3.77
68,3,4,4.558,16.0,2.798,2.817,3.535,43,1054,4.31
69,3,4,5.0,9.0,2.386,3.655,4.231,13,598,3.95
70,3,2,5.222,10.0,1.931,3.162,4.389,18,614,3.02
71,3,5,6.8,9.0,1.833,4.7,6.6,5,388,4.11
72,3,4,4.385,10.0,1.848,2.71,3.359,39,531,4.1
73,3,4,8.333,17.0,4.714,3.253,3.556,9,633,4.17
74,3,3,4.692,10.0,2.642,3.264,5.0,13,435,3.59
75,3,5,5.167,10.0,2.511,2.987,4.083,12,552,4.63
0,4,5,6.1,9.0,1.868,5.177,7.5,10,847,4.53
1,4,4,5.278,12.0,1.967,2.833,4.889,18,599,4.02
2,4,4,4.684,11.0,1.827,3.264,4.544,57,1225,4.23
3,4,5,4.839,11.0,2.689,2.875,4.161,31,936,4.56
4,4,5,5.455,11.0,2.903,3.627,3.091,11,679,4.32
5,4,4,6.8,12.0,2.561,3.801,4.3,10,504,4.01
6,4,4,6.889,15.0,3.446,3.68,4.0,9,435,3.84
7,4,4,4.833,7.0,1.614,2.816,4.1,30,545,4.06
8,4,4,6.417,12.0,3.303,3.141,3.917,12,558,4.15
9,4,4,5.818,14.0,2.674,3.254,4.727,22,979,4.14
10,4,2,6.786,18.0,4.021,3.549,4.357,14,789,3.06
11,4,4,6.625,13.0,3.998,3.007,5.0,8,582,4.22
12,4,5,4.778,9.0,1.707,3.147,3.815,27,673,3.92
13,4,4,4.106,9.0,1.638,2.891,4.435,85,1598,3.86
14,4,5,6.167,9.0,1.462,3.312,4.333,6,455,3.46
15,4,4,5.429,9.0,2.195,3.866,5.143,7,382,3.86
16,4,4,6.462,10.0,2.437,3.022,4.077,13,531,4.16
17,4,5,3.0,4.0,0.707,2.536,3.75,4,50,3.82
18,4,3,5.667,12.0,2.544,3.209,4.292,24,872,3.61
19,4,5,6.194,12.0,2.504,3.378,4.556,36,1808,4.85
20,4,5,2.857,6.0,1.533,2.327,3.514,70,709,4.5
21,4,4,3.0,3.0,0.0,2.444,3.0,1,10,3.75
22,4,3,6.056,9.0,1.545,3.621,4.611,18,753,3.27
23,4,3,5.091,8.0,2.234,2.737,4.273,11,380,3.45
24,4,4,6.5,11.0,2.363,5.019,7.667,6,663,3.78
25,4,4,5.368,12.0,2.12,3.129,4.237,38,1027,4.13
26,4,4,4.693,11.0,2.608,2.725,4.023,88,1631,4.27
27,4,4,6.0,12.0,2.55,3.199,3.875,16,720,4.01
28,4,3,5.692,11.0,2.839,3.553,4.077,13,644,3.44
29,4,5,4.207,7.0,1.584,2.943,4.31,29,531,4.44
30,4,4,6.636,12.0,2.568,3.325,4.364,11,514,3.99
31,4,5,3.64,8.0,1.752,2.443,3.48,50,556,4.6
32,4,5,4.943,10.0,2.305,3.144,3.629,35,802,4.74
33,4,4,6.1,15.0,2.437,3.515,4.575,40,1549,4.42
34,4,5,4.403,8.0,1.641,2.861,3.871,62,999,4.36
35,4,1,6.667,9.0,1.886,3.57,6.333,6,395,2.63
36,4,4,12.25,19.0,5.403,4.101,4.75,4,629,3.46
37,4,5,5.111,11.0,2.283,2.822,4.089,45,1096,4.83
38,4,4,4.312,9.0,1.722,2.864,3.896,48,774,3.84
39,4,2,5.692,10.0,1.727,3.624,4.846,13,636,2.98
40,4,4,5.533,11.0,2.334,3.343,4.267,15,591,4.0
41,4,5,8.375,19.0,4.715,3.45,4.0,8,567,4.54
42,4,4,4.75,12.0,2.96,2.934,4.179,28,688,4.11
43,4,5,5.4,9.0,1.855,3.373,4.2,10,468,4.48
44,4,4,4.6,7.0,1.855,3.147,3.8,15,532,3.92
45,4,4,5.188,12.0,2.674,3.014,4.125,16,645,4.0
46,4,5,3.403,9.0,1.593,2.753,4.358,67,832,3.24
47,4,5,5.9,12.0,2.478,3.477,4.675,40,1266,4.85
48,4,4,6.571,20.0,5.852,3.502,5.429,7,461,3.93
49,4,5,7.273,13.0,2.339,3.505,6.091,11,611,4.78
50,4,4,6.375,17.0,4.151,3.3,5.0,8,762,4.04
51,4,4,7.429,10.0,1.761,4.87,4.571,7,627,3.86
52,4,2,5.5,15.0,3.096,2.629,4.111,18,416,3.13
53,4,5,6.6,11.0,2.245,3.597,5.1,10,612,4.97
54,4,4,5.917,12.0,2.361,3.396,4.542,24,938,4.45
55,4,5,7.88,24.0,3.993,4.248,5.44,25,1871,4.61
56,4,4,5.8,10.0,2.182,3.837,3.8,10,631,3.92
57,4,4,4.72,9.0,1.709,2.576,3.4,75,1004,4.1
58,4,2,9.333,11.0,1.247,10.598,4.667,3,642,2.21
59,4,4,5.304,13.0,2.313,2.903,3.81,79,2103,4.53
60,4,3,6.143,11.0,3.226,3.983,4.714,7,606,2.89
61,4,5,5.556,13.0,3.059,3.912,4.944,18,1271,4.47
62,4,4,6.333,11.0,2.055,3.823,5.778,9,644,4.26
63,4,5,4.238,9.0,1.925,2.787,3.994,172,3042,3.93
64,4,5,3.951,10.0,2.29,2.401,3.127,102,1244,4.17
65,4,4,5.545,13.0,3.94,2.851,3.818,11,611,4.16
66,4,4,8.667,12.0,2.357,4.862,4.333,3,294,3.92
67,4,4,5.25,11.0,2.241,3.2,4.5,12,757,4.0
68,4,3,9.5,14.0,3.64,3.822,4.5,4,422,3.24
69,4,4,7.143,12.0,2.799,3.54,4.571,7,504,4.0
70,4,4,3.875,10.0,2.595,3.394,6.094,32,674,4.2
71,4,5,5.75,15.0,3.003,3.483,4.167,12,781,4.53
72,4,4,5.6,11.0,2.154,3.251,4.2,20,622,4.03
73,4,3,7.455,14.0,3.986,3.718,4.818,11,715,3.3
74,4,4,5.129,10.0,2.31,2.808,4.0,31,495,4.01
75,4,5,6.917,10.0,1.847,3.949,4.583,12,576,4.63
